,Model
11331,"1948, 1953, 1960, 1971, 1986, 1988, 1997, 2005, 2010, 2014"
13998,"Street People, The Big Street, Street People, Street Scene, StreetDance 3D, Crime, They Drive by Night, Mean Streets, Street Mobster"
2009,"1942, 2012"
13002,"Carlos Pedraza, Cameron Crowe, Damien Chazelle, Richard Linklater, J.T. Tepnapa"
5359,Matthew Vaughn
1053,"Megumi Hayashibara, Claude Lelouch"
1533,"Anthony Perkins, Geraldine Chaplin"
7988,"Comedy, Drama"
11582,"1955, 1989, 2004, 2009, 1976, 1971, 1987, 1974, 1973, 1955, 1973, 1974, 1976, 1971, 1973, 1955, 1955, 1971, 1971, 1974, 1971, 1955, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 1971, 197"
9891,Wes Anderson
5459,"Wes Anderson, Stefan Zweig"
1121,"1957, 1960, 1968, 1973"
2879,"Howard Estabrook, Hugh Walpole"
5640,"French, English, Swedish, Italian, Finnish, Spanish, Portuguese, German, Cornish, Latin"
9455,"Comedy, Drama"
8025,"1939, 1941, 1949, 1954, 1985"
8310,"Comedy, Drama"
3035,"David Gordon Green, Pineapple Express, The Sitter, Your Highness, The Green Hornet"
14046,"Lloyd Bacon, Alexander Korda, Robert B. Bean, Robert Z. Leonard, George Cukor, Vincent Sherman, Howard Zieff, Brett Ratner, Stephen Frears, Peter Bogdanovich, John Dahl, Rob Reiner, George Cukor, Richard Linklater, Roman Polanski, Frank Oz, Mike Newell, George Schaefer, George Cukor, Richard Quine, Sam Raimi, Steven Soderbergh, Anton Corbijn, Wim Wenders, Peter Bogdanovich, Ron Howard, Delbert Mann, Stanley Donen, Norman Jewison, Rob Reiner, George Cukor, Dangerous Liaisons, The Vow, Alfred Hitchcock, Barry Levinson, Steven Soderbergh, Howard Hawks, Ivan Reitman, William Kaufman, Jim McBride, Joseph L. Mankiewicz, Charles Walters, Alfred Hitchcock, Joel Schumacher, Tony Scott, Norman Jewison, Jon Avnet, Glenn Gordon Caron, Mark Waters, Philip Kaufman, Robert Altman, Vincente Minnelli, Rob Reiner, George Cukor, Richard Linklater, Robert Altman, Vincente Minnelli, Rob Reiner, George Cukor, Stephen Frears, Martin Scorsese, Alfred Hitchcock, Ingmar Bergman, Norman Jewison, William Friedkin, Ivan Reitman, Wes Anderson, Arthur Hiller, Robert Altman, Wes Anderson, Wes Anderson, Richard Linklater, Richard Linklater, Nicholas Ray, Chris Columbus, Ingmar Bergman, Nicholas Ray, Richard Wallace, Lewis Abernathy, Colin Firth, Martin Scorsese, Joseph L. Mankiewicz, Lawrence Kasdan, Rob Reiner, Barry Levinson, Ivan Reitman, Love and Honor, Danny Mooney, Emile Ardolino, Nicholas Hytner, Phillip Noyce, George Cukor, Albert Brooks, Franklin J. Schaffner, David Wellington, Wes Craven, Martin Brest, Mark Rosman, Ron Howard, Lawrence Kasdan, Richard Linklater, Phillip Noyce, David Lynch, Bernard Queysanne, Martin Scorsese, Armand Mastroianni, John Huston, George Cukor, Richard Linklater, David Fincher, Darryl F. Zanuck, Hal Ashby, Robert Altman, Norman Jewison, Howie Deutch, David Lynch, Bernard Queysanne, Martin Scorsese, David Hugh Jones, Robert Z. Leonard, Roy Ward Baker, Ken Loach, George Cukor, Barry Levinson, Stephen Frears, Brian De Palma, Ivan Reitman, George Stevens, Sidney Lumet, Jerry Schatzberg, Michael Douglas, David Fincher, David Fincher"
3058,"2006, 1993, 2004, 1994, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 200"
4985,Theodore J. Flicker
10104,"Western, Comedy, Action"
8661,"Comedy, Romantic Comedy"
5376,1946
168,"Alejandro González Iñárritu, Ivan Reitman, Emile Ardolino, Jim Sheridan, Joel Schumacher, John Boorman, Stephen Frears, Chris Columbus, John Singleton, Brett Ratner, James Mangold, Norman Jewison, John Boorman, Shawn Levy, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Julianne Moore, Sam Raimi, Michael Keaton, Jude Law, Stephen Frears, Tom Hooper, Stephen Frears, Robert Redford, John Singleton, Doug Liman, Shawn Levy, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig Gillespie, Brett Ratner, James Mangold, Norman Jewison, John Singleton, Doug Liman, Rob Reiner, Richard Boleslawski, Craig G"
4767,"Fantasy, Drama"
7824,"Lars von Trier, Pedro Almodóvar, Richard LaGravenese, Cameron Crowe, Stephen Soderbergh, Franco Zeffirelli, Rainer Werner Fassbinder, Wes Anderson, Ingmar Bergman, John Ford, Steven Spielberg, Alfonso Cuarón, Peter Bogdanovich, David Butler, Ken Loach, Terry Gilliam, Stephen Herek, Francis Ford Coppola, Sam Mendes, Steven Soderbergh, Marshall Herskovitz, Jerry Schatzberg, David Yates, Todd Browning, Stephen Frears, Alfonso Arau, John Boorman, Lars von Trier, Martin Brest, Rob Reiner, Ron Howard, Terry Gilliam, Alfonso Cuarón, Patricia Riggen, Steven Spielberg, Ridley Scott, Lars von Trier, Roman Polanski, Stanley Kubrick, Werner Herzog, John Sturges, Stephen Daldry, Valerie Faris, Gregory La Cava, George Cukor, Josef von Sternberg, Julie Taymor, Darren Aronofsky, Nicolas Roeg, Julian Schnabel, Paul Verhoeven, Paul Greengrass, David Fincher, Joel Schumacher, Oliver Hirschbiegel, Stephen Frears, Oliver Hirschbiegel, Mike Newell, Alexandre Aja, George Cukor, George Sidney, John G. Adolfi, Richard LaGravenese, Wolfgang Petersen, Ryan Coogler, Roland Joffé, Joe Wright, Alexandre Aja, George Cukor, Mike Newell, Peter Hyams, Roman Polanski, Robert Mulligan, Sidney Lumet, William A. Wellman, Carol Sobieski, Rainer Werner Fassbinder, Roland Joffé, Joe Wright, Alexandre Aja, George Cukor, Mike Newell, Peter Hyams, Roman Polanski, Robert Mulligan, Sidney Lumet, William A. Wellman"
736,"1937, 1940, 1963, 1981, 1997, 2006"
5880,"Maurice Chevalier, Jeanette MacDonald"
7585,"Drama, Comedy, Thriller, Romance"
13924,"Cameron Crowe, Joss Whedon, Martin Ritt, Peter Bogdanovich, James Mangold, Tim McCanlies, Lloyd Kaufman, Charlie Kaufman, Mike Nichols, Jude Law"
11416,"Woody Allen, Hal Ashby, and Robert Altman (shared directors with The Second Time Around)"
3794,Ken Russell (Crimes of Passion)
9420,"Crime, Drama"
3206,Anita Loos
7836,"2008, 2012, 2010, 1992, 2008, 2003, 2008, 2007, 2010, 2006, 2010, 2010, 2000, 2005, 2005, 2010, 2006, 2008, 2001, 2002, 2006, 2008, 2006, 2006, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 200"
8878,"Josh Olson, William Hurt, Vince Locke, Edmond O'Brien, Tim Roth, Bruce Willis, Shia LaBeouf, Benicio Del Toro, Marlon Brando, Christopher Lee, Charlton Heston, John Wayne, Clint Eastwood, Brad Pitt, Oscar Isaac, Firdous Bamji, Armand Assante, Sean Penn, George Clooney, Mel Gibson, Michael Peña, Shia LaBeouf, D.J. Cotrona, Tyrone Power, Eugenie Leontovich, Mark Robson, Jodie Foster, James McAvoy, Lauren Bacall, Vincent Cassel, Clive Owen, Charlton Heston, Harrison Ford, Vincent Cassel, Denis Villeneuve, Nicholas Ray, Tatsuya Nakadai, Denis Villeneuve, Henry Fonda, Dolph Lundgren, Elijah Wood, Werner Herzog, Lars von Trier, Jim Sheridan, Jonathan Liebesman, Tony Goldwyn, Stephen Rea, Robert Redford, Jason Statham, David O. Russell."
7621,"1988, 1973"
3184,"English, Spanish"
4639,"1979, 1987, 1996"
6018,"English, French, Polish, Italian, Japanese"
9081,William C. McGann
12576,"1968, 1967, 1996, 2009, 2010, 2006, 2002, 2005, 2006, 2002, 1982, 1979, 1986, 1982, 1981, 1997, 2008, 2005, 2001, 2007, 2008, 1970, 1979, 1984, 2011, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 2012, 201"
6247,"Comedy, Drama"
6805,"Lee Unkrich, David Silverman, J. Lee Thompson, Roger Corman, Gareth Edwards, Gil Kenan, Marc Forster, Terence Fisher, Tim Burton, Takao Okawara, Roland Emmerich, Guillermo del Toro, John Carpenter, Joe Johnston, Tobe Hooper, James Cameron, Chuck Russell, Steven Spielberg, Matt Reeves, John McTiernan, Marcus Nispel, Tadao Takashima, John Boorman, John Carpenter, John Huston, Ivan Reitman, Roland Emmerich, Tadao Takashima, Takao Okawara, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger Corman, Roger C"
5117,"Setsuko Hara, Ken Uehara, Walter Huston, Humphrey Bogart, Claude Rains, Daniel Ivernel, Jim Caviezel"
3425,"English, Italian, French"
7814,"Comedy, Drama"
290,"Xavier Dolan, Diane Keaton, Mia Farrow, Kathleen Turner, Faye Dunaway, Bette Davis, Jessica Tandy, Shirley Jones, Jodie Foster, Diane Keaton, Kathryn Bigelow, Sissy Spacek, Susan Sarandon, Bette Davis, Annette Bening, Melanie Mayron, Shari Springer Berman, Jodie Foster, Shirley Jones, Mira Nair"
304,"Drama, Comedy"
5217,"Anne Bancroft, Sissy Spacek, Fionnula Flanagan, Julianne Moore"
4245,"1939, 1949, 1941 (Robert Zemeckis), 1978 (Robert Preston), 1996 (George Cukor), 1996 (Robert Aldrich), 1951 (Robert Zemeckis)"
8506,Alexandre Moors
11790,"Thriller, Documentary"
3813,"1999, 2000, 2013, 2014, 2018 (assuming Ratcatcher is a typo for Ratcatcher: A Love Story, which was released in 2018)"
8624,"Spanish, Catalan"
9481,"English, French, German, Spanish, Italian"
7213,"Cameron Crowe, Christopher Guest, Richard Curtis, Diane Keaton, Charlie Kaufman"
5996,"War, Documentary"
10164,"Neil Simon (not explicitly stated in the context, but it can be inferred that Mike Nichols directed Biloxi Blues, and Mike Nichols and Neil Simon have worked together on other projects, so it's likely that some actors who starred in Biloxi Blues also starred in films written by Neil Simon)"
6435,"Drama, Comedy"
10241,"Comedy, Drama, Thriller"
2974,"English, Yiddish"
7105,"Arnold Fanck, Ernst Udet, Sepp Rist, and Josef von Sternberg"
5404,"David Goodis, Sam Raimi, Philip Kaufman, Abel Ferrara, Sidney Lumet, Joseph L. Mankiewicz, Robert Hamer, John Huston, Anthony Mann, Dorothy Arzner, Vincent Ward, Bennett Miller, Les Blank, Terry Gilliam, Wes Anderson, Roman Coppola, Philip Kaufman, Sidney Lumet, Edward Buzzell, Tony Goldwyn, Robert Ellis Miller, Joseph L. Mankiewicz, Sidney Lumet, Philip Kaufman, Anthony Mann, Alan J. Pakula, George Cukor, Ang Lee, Tim Burton, Richard Curtis, Dennis Hopper, Peter Bogdanovich, M. Night Shyamalan, Elia Kazan, Oliver Parker, M. Night Shyamalan, Philip Kaufman, Philip Kaufman, Marlon Wayans, Dennis Hopper, Robert Ellis Miller, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip Kaufman, Philip"
993,"2004, 2008, 1984, 2004, 1981, 1990, 1994, 1983, 2005, 1984, 1996, 1984, 1994, 2004, 1983, 2002, 1984, 1992, 1989, 2004, 1983, 1997, 2009, 1996, 2010, 1984, 1996, 2001, 1983, 2002, 1996, 2001, 2008, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 1983, 2004, 1983, 2002, 1989, 2009, 1996, 2001, 198"
11993,"Italian, German, Spanish, English, French, Mandarin, Japanese, Korean, Hebrew"
10243,"2007, 2008"
10062,"English, German"
8672,"Stranger Than Paradise, Comedy, French Film, Documentary"
