,Model
5339,"Vince Vaughn, Jon Favreau, Brooke Shields, Heather Graham, Leah Remini, Adam Sandler, Robert Downey Jr."
1111,Comedy
10451,"Animation, Comedy"
11144,Stephen King
13036,"Brian Yuzna, Woody Keith"
4604,"English, as Charles Jarrott directed The Boy in Blue, a film released in 1986, which is an English-language drama."
13579,Adventure
11124,Rob Zombie
1493,"English, French (Erick Zonca)"
2876,1985 (The Social Network)
2998,Not provided in the context.
1744,"2004, 2005, 2006"
8398,"James Thurber, Monja Danischewsky"
2619,Mae Clarke
2798,"Aaron Sorkin, David Fincher"
5689,"Dick Van Dyke, Barbara Feldon"
357,2012 (for Arthur Newman)
13359,"Steve Martin, Ben Stiller, and Debra Winger"
2308,"Francis Picabia, Jean Börlin"
3344,George Cukor
10383,"English, Spanish"
1310,"Kimberly Elise, Terrence Howard, Bernie Mac"
6128,"1950 (Story of a Love Affair), Unknown (The films that share screenwriters with Story of a Love Affair but their release years are not provided in the context)"
7653,1960
10648,Not specified in the context.
12211,"George Gallo, Waxworks, Sleuth"
4872,"1958, not provided (for films that share actors but not explicitly stated release years)"
13723,John Steinbeck
13192,Hideyuki Kikuchi did not direct any movies.
12426,1985
11668,"Jay Rodan, Mira Sorvino, Ben Kingsley, Bernardo Bertolucci (if he is considered an actor in this context)"
8725,"2012 (The Raven), 2010 (Sleuth), 1972 (Waxworks), 2007 (Almost Famous)"
9534,"Fellini, Tornatore (Federico Fellini and Marco Tornatore)"
9297,"supernatural, witchcraft, teen, The Raven, Sleuth, Almost Famous"
1747,"Scarface, Side by Side, The Social Network (assuming the language of the films is not explicitly stated in the context)"
3288,"Herman Wouk (not a movie, but the writer of The Caine Mutiny Court-Martial did not star in any movies given in the context)"
4459,Stephen King
2357,1998 (The Faculty)
8756,2010 (for The Chosen One)
9410,1995 (for Virtuosity)
7172,Thriller
7205,Not specified in the context.
7336,"Owen Moore, Mae West, Cary Grant, Gilbert Roland"
907,Doug Ellin (not provided in the context)
4062,David O. Russell
13881,Clint Eastwood
10180,"James L. Brooks, Dan Wakefield"
11058,"Jill Sprecher, Sidney Lanfield"
8917,"Philippe Nahon, Blandine Lenoir"
11547,English
3980,1943
3710,Tom DiCillo
11989,"film, film, film, actors"
608,None (as there are no overlapping writers between the films of actors and Midnight in the Garden of Good and Evil)
2405,James Mangold
10051,"Maurice Hatton, Andy Garcia, Kitty Aldridge"
12269,"Mark Hamill, Lee Marvin"
13804,Action
2820,"film, film"
12305,1982
2638,1994
13188,"Japanese, French"
1022,"Karen Moncrieff, Treasure Island (implied, not explicitly stated in the context)"
10239,"Alan Jay Lerner, George Cukor"
11193,Drama
13318,Not provided in the context.
12532,Albert Maltz
5849,"Drama, Comedy"
624,Alan Spencer
5502,2011
14149,Terrence Malick
8897,"Drama, Thriller, Historical, Film Noir, Mystery, Shakespeare adaptation, Documentary, War, Courtroom Drama, Biographical, Adventure, Fantasy, Propaganda."
10819,historical
12299,2002 (Lathe of Heaven)
4738,Joseph Gordon-Levitt (directed Don Jon)
1350,Clarence Brown
14196,Baran bo Odar (screenwriter of Lucy)
12622,"Mystery, Thriller"
8889,English
4404,1999
9494,Brian Helgeland
3351,English
14054,Ethan Hawke
9812,Not specified in the context.
9192,Treasure Island (not specified in the context)
8283,Horror
10751,"2005 (Kinetta), unknown (The Social Network)"
9271,"English, Irish"
5937,David Lean
6906,"Dan Gilroy, Tony Gilroy, and John Frankenheimer (according to the given context)"
12127,"Kajol, Amitabh Bachchan"
2360,"John Sayles (director of Camel Spiders) did not write the movies he directed, he is a director not a writer."
1684,"David Gordon Green, Evan Goldberg, and Seth Rogen (co-directed)"
795,2007 (for Sleuth)
9727,There are no actors provided in the context as it only mentions authors and release years for The Skin Game. The Skin Game was not directed by Alfred Hitchcock.
3045,"Drama, Comedy, Social Realism"
1393,Adventure
2254,Drama
4860,"French, French"
13300,"English, Greek (implied from context)"
6760,Not provided (the context doesn't contain information about actors)
7584,2006 (for Altered)
6723,Jim Abrahams
10381,Peter Hyams
10604,2014 (The Canal)
10548,Phil Joanou
218,"Phil Karlson, William Bowers"
14228,Rudyard Kipling
1086,Drama
6875,Paul Auster (Smoke) is the only writer who also appears as an actor in the given context.
8452,"1949, The Raven (assuming The Raven refers to Edgar Allan Poe's famous poem, as it is a work of literature often associated with the writer)"
7918,"1986 (Bullies), no specific year for the other movies (The Raven, Almost Famous, Sleuth, The Lost Weekend)"
4168,1998
7681,"Comedy, Drama"
8225,"James Gunn, David Fincher (The Social Network's director also directed Superman III and Superman Returns)"
7713,David Fincher (The Social Network)
1606,Horror
4411,Lina Wertmüller
8492,"Sinister, The Ghost Writer, The Lost Weekend, Waxworks, Sleuth, Almost Famous (These films do not specify a director for the writer of Winchester '73)"
4653,Richard Curtis
455,2013
8183,2011 (The Social Network directed by Duncan Jones)
13865,"Scarface, Waxworks, Sinister, Sleuth, Almost Famous, The Raven"
5770,"Horror, Mystery, Remake, Hitchcock"
11504,"actors, language, Scarface, language, Dogtooth, language"
11175,"actors, south africa, africa"
9948,François Truffaut
2512,"John Ford, Robert Wise, and Henry Hathaway (shared directing credits with When Willie Comes Marching Home)"
8973,"2012 (Safety Not Guaranteed), 2013 (The To-Do List), 2015 (Obvious Child)"
836,"Dermot Mulroney, Rachel McAdams, Diane Keaton, Claire Danes, Luke Wilson"
6107,Not provided in the context.
4057,Tim Blake Nelson
13940,David Paymer (not listed as screenwriter)
8029,Adam Brooks
8537,Ruba Nadda
11737,"Adventure, Swashbuckler"
13619,"Wil Wheaton, Sean Astin, Andrew Divoff"
13327,2005
13261,English
11565,"Sylvester Stallone, Rambo (First Blood), Rocky (written by Sylvester Stallone)"
12611,"Terry George, Neil Sheehan (as writers, not directors)"
6827,Woody Allen
6948,Abbas Kiarostami
2955,1932 (for Big City Blues)
2487,"Wendy Hughes, Bill Hunter"
1213,film
7471,"film, actors (no specific language mentioned for La mujer de mi hermano)"
5747,"Action, Comedy, Romance"
8274,Marcel Pagnol
4257,"Martin Scorsese (not mentioned in the context, but since the given context is about ""A Personal Journey with Martin Scorsese Through American Movies"", it's reasonable to assume that the films acted by the actors in [Big Bully] are not included in the context, and thus, the director of Big Bully is not provided)"
5665,"Drama, war"
4618,English
9441,"film, actors"
2609,"David Belasco, Achmed Abdullah"
3334,"Ben Stiller, Robert De Niro, Dustin Hoffman, Barbra Streisand, Blythe Danner, Owen Wilson, Teri Polo, and Harvey Keitel acted in the movies directed by Jay Roach (director of Meet the Fockers)."
8773,Drama
286,"vhs, Waxworks, Sleuth, Almost Famous"
2366,1957 (The Land Unknown)
5381,Diane Kurys (implied)
7091,"Horror, Thriller, Crime"
10933,Action
7300,"Thriller, Mystery"
9173,Georgiy Daneliya
476,"Scott Curtis, Cotter Smith, Mel Harris"
11603,Frank De Felitta
13195,"Drama, The Social Network"
4035,Not provided in the context.
1433,"Pedro Costa, Wim Wenders"
7078,"English, Waxworks, Sleuth, The Raven, Almost Famous"
3800,Anna Reeves
10991,"English, Scarface (implied)"
5729,"language, language"
3295,"Drama, Comedy"
7238,"Walter Hart, Robert L. Buckner, Ginger Rogers, Marjorie Rambeau, Joel McCrea (These are the actors in Primrose Path, not directors)"
13441,Japanese
3031,2004
7536,"English, not specified"
13081,"1977 (March or Die), N/A (unknown for other films with the same director)"
11095,"1955, unknown (for films with unknown release years that share actors with The Far Horizons)"
12813,"1979 (for Meteor), undetermined (for other films written by Meteor writers)"
10786,"Rowdy Herrington, Jean Negulesco"
5967,"Paul Newman, George C. Scott, Jackie Gleason, Piper Laurie"
2227,"Comedy, The Raven"
12866,Mike Leigh
14008,"The movies released on various dates, but Alphabet City was directed by Hal Hartley in 1994."
7746,English
10862,"Paul Henreid, Ewan McGregor, Michelle Williams, Claude Rains, Hugh Jackman, Bette Davis"
12662,"Sci-fi, Runaway"
10804,"Chris Rock, Bernie Mac"
8303,Michael Sucsy
9502,1935
9671,1973
311,French
487,1951
9362,"King Vidor, according to the context."
8439,The release dates of movies written by the writer of The Black Cat are not provided in the context.
10032,Abel Ferrara
12120,"Carroll Ballard, Jeanne Rosenberg, William D. Wittliff"
8400,Bernhard Wicki (not explicitly listed as screenwriter in the provided context)
3886,Not provided in the context
11354,Not provided in the context.
13344,"conspiracy, charlie sheen, david twohy"
4745,Yoshimitsu Ohashi
4073,"Alfred Hitchcock, John Ford, and Otto Preminger (shared directors with Pursued)"
2189,Paul Schrader's films are not specified to be in any particular language.
12068,The movies that share actors with [Any Wednesday] are in English.
5958,"Maurice Rapf, Cyril Hume, Richard Maibaum, William J. Cowen"
6790,"2010 (Letters to Juliet), Unknown (side by side, the canal, treasure island, The Pervert's Guide to Ideology)"
10845,"Claude Berri, Marcel Pagnol"
7220,"Chris Haywood, Jacqueline McKenzie"
13617,2004 (for Against the Ropes)
6385,2005 (for Salaam Namaste)
9394,"Shane Black directed ""The Predator"" in 2018."
5025,"The Raven, not provided in context."
4701,"John Goodman, Simon Fenton, Omri Katz, Cathy Moriarty"
1261,"Joaquin Phoenix, Amy Adams, Jet Li, Philip Seymour Hoffman"
9955,"Kim, Dean Stockwell"
1010,Not provided (The context does not mention a director for The Social Network)
8075,French
9305,"1978, The Social Network"
4382,Not provided in the context
13104,"Arne Sultan, Marvin Worth"
6425,"Donald Everett Axinn, Henry Pincus"
12954,1963
1688,Not provided in the context.
7826,Tennessee Williams
6199,"Kay Pollak, Danièle Thompson"
5282,Not specified in the context.
14,The release date of the movies starred by Spencer's Mountain actors is not provided in the context.
5350,Oliver Stone
5066,"17th century, Cree"
9896,English
6850,Not provided in the context.
7410,Not provided (the context does not contain information about the languages spoken in the movies written by the Asterix and the Big Fight writers)
9301,"1974, 1990, 1977, 1979, 2000, 1973, 1979 (Sinister, The Raven, Almost Famous, Sleuth, The Shining, The Ghost Writer, The Lost Weekend)"
10883,1985
8753,Nadine Labaki
4148,"Chloë Sevigny, Kate Beckinsale"
1372,Action
3958,Nick Cannon
7775,Drama
4667,2008 (for Of Time and the City)
11681,1970
11811,"Billy Wilder, Sam Mendes, Wes Anderson, Steven Soderbergh, Greta Gerwig, Ridley Scott, Martin Scorsese, Steven Spielberg, Kenneth Branagh, Paul Thomas Anderson, Quentin Tarantino, Tim Burton, Clint Eastwood, Francis Ford Coppola, Sidney Lumet, Oliver Stone, Guillermo del Toro, Alejandro González Iñárritu, James Mangold, Adam McKay, Ang Lee, Damien Chazelle, Terry Gilliam, Stephen Frears, Tom Hooper, Kenneth Branagh, Steve McQueen, John Huston, Vincente Minnelli, John Sturges, Douglas Sirk, James Mangold, Elia Kazan, Sidney Lumet, Oliver Stone, Quentin Tarantino, Stanley Kubrick, Sidney Lumet, Oliver Stone, Paul Thomas Anderson, Quentin Tarantino, Clint Eastwood, David Fincher, James Mangold, Steven Soderbergh, Steven Spielberg, Martin Scorsese, Ava DuVernay, Francis Ford Coppola, Martin Scorsese, Steven Soderbergh, Steven Spielberg, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Steven Spielberg, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg, Steven Soderbergh, Martin Scorsese, Steven Spielberg,"
10799,English
10839,"Barry Levinson, according to the context."
8132,1943
3077,"Drama, Comedy"
3851,David Fincher
1087,1959
8018,Drama
6083,"Takashi Bufford, Kate Lanier"
9979,2011 (A Funny Man itself)
13737,Maïwenn
9509,"Crime, Drama, Comedy"
4329,"Philip Kaufman, Michael Backes"
11017,Ralph Nelson
13346,"Ben Affleck, Jeremy Piven, Alicia Keys, Andy Garcia, Ryan Reynolds, Chris Pine, Taraji P. Henson, Ray Liotta, Common, Jason Bateman, Billy Bob Thornton, Martin Landau, Shannon Elizabeth, Alex Rocco, Maury Chaykin, Tommy Flanagan, James Gandolfini, Gary Oldman, Sarah Silverman, Nicky Katt, Michael Clarke Duncan, Rosario Dawson, Carla Gugino, Kevin Pollak, Dwayne Johnson, Josh Hartnett, Sarah Paulson, Franky G, Jason Statham, William Fichtner, Mia Maestro, Don Cheadle, Amber Valletta, James Woods, Crystal Lowe, Chris Penn, Michael Ealy, Michael McMillian, David Paymer, Troy Garity, Michael Peña, Michael Shannon, Marley Shelton, Tara Reid, Troy Ruptash, Trevor Fehrman, Taryn Manning, Tom Berenger, Candice Bergen, Steve Zahn, Peter Berg, John Malkovich, James Caan, Diora Baird, Macy Gray, Drea de Matteo, David Arquette, David O'Hara, Nicky Katt, David Carradine, Chris Marquette, Nicky Katt, Michael Madsen, Mekhi Phifer, William Fichtner, Alexis Dziena, Shawn Hatosy, Paul Soter, Michael Rapaport, Tony Cox, John Leguizamo, David Koechner, Taryn Manning, Shawn Hatosy, Paul Soter, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael Bowen, Michael"
468,English
27,Not provided (People Like Us's writer is not mentioned in the context)
3623,1985 (for The Goonies)
10854,Drama
5224,Animation
9071,1994 (From Beijing with Love)
902,"Spanish, Catalan"
11208,Drama
6670,1957
8188,Carol Reed
1655,"Comedy, Romantic Comedy"
9376,Comedy
3474,"Emilio Estevez, Samuel L. Jackson"
2714,"Pablo Larrain, Laurent Cantet, and Luca Guadagnino"
9661,film
4504,Drama
1385,"Drama, Romance"
13529,Not provided in the context.
1034,Keyhole released (no specific year provided in context)
8576,"Erik Hazelhoff Roelfzema, Paul Verhoeven"
3877,"English, French"
9034,"Apocalypse Now, The Lost Weekend, Almost Famous, Sleuth, Sinister, Waxworks, The Raven"
11500,3 Women (language not specified in the context)
10260,"war, australia, australian"
8344,"Not provided (Walking, Walking is not a directed film in the given context)"
6277,"1950, for the movie Seven Samurai (Akira Kurosawa)
2000, for the movie Crouching Tiger, Hidden Dragon (Ang Lee)"
101,Not specified in the context.
5006,Icelandic
2351,seijun suzuki
4743,"English, Russian"
2312,Rachid Bouchareb (director of Outside the Law) starred no films.
3214,"Lewis Stone, Margaret O'Brien, Lionel Barrymore"
7379,Not specified in the context.
8634,Not provided in the context.
280,Horror
1799,Not provided in the context.
794,English
5040,Musical
1593,"film, film, film"
7728,Malcolm D. Lee
4325,Not provided in the context
8913,"Steven Gould, Doug Liman (director, not writer)"
14111,"1993, 2000 (for the TV movie ""A Very Brady Sequel"")"
9391,English
9350,Comedy
8071,"Jennifer Flackett, Mark Levin"
8727,"Puerto Rico, Actors"
11170,Comedy
11422,"Fincher (assuming the context refers to David Fincher, the director of The Social Network) is not listed as director of Taken 2."
1783,"Toni Kalem, Anne Tyler"
13336,Action
13792,"Fantasy, Scarface (possibly), Treasure Island (as tags, not confirmed as languages)"
7765,Gene Kelly
10502,"Les Mayfield, Richard Attenborough, John Payne, Edmund Gwenn, Maureen O'Hara, Elizabeth Perkins"
5173,Karan Johar
4291,"1945, 1970, 1973, 1974, 1996, 2000"
11512,Not specified in the context
8487,"Steven Spielberg, Ang Lee, and Clint Eastwood (based on the given context, these are the directors who have also worked on movies)"
9132,Tom Laughlin
8370,Drama
11767,"Scarface, Dogtooth"
5384,"Comedy, Action"
8460,F. Hugh Herbert
8834,John Carradine
3646,"Paul Newman, Geraldine Page, Shirley Knight, Ed Begley"
2236,1987 (for the movie whose writers also wrote Evil Dead II)
3013,"1951, 2008"
5706,"Sidney Lumet, possibly others (as directors of Marthe Keller's films)"
8673,"George Tabori, Ingmar Bergman, Leck Fischer, Richard Brooks"
9993,1984
4454,Duncan Jones
10665,"2013, 1970"
5100,Rosalind Wiseman
3679,"Danny Kaye, Virginia Mayo"
6415,Comedy
13225,Not provided in the context.
2471,Crime
7925,Horror
10375,"John Christopher, Cornel Wilde"
5709,1931
360,Martin Scorsese (not specified in the context)
8724,Horror
1373,"Drama, The Social Network"
1534,1932 (for Jewel Robbery)
5532,"action, science fiction, thriller, cyberpunk, dystopia, martial arts, philosophical, visual effects"
735,"Comedy, Drama"
4192,2009 (for The Social Network)
2715,"Frank Pierson, Adam Marcus"
1580,Armand Assante (director of unspecified movies)
173,Lamar Trotti (directed by John Ford)
8948,"Thriller, Crime"
5687,"Steven Spielberg, John Hughes, and Garry Marshall"
14158,"Drama, Romance"
3194,"Mike Gagerman, Tommy Lee Edwards"
31,1956 (for The Teahouse of the August Moon)
13779,Aki Kaurismäki
10107,Not specified in the context
399,1994
4706,1985 (for The Purple Rose of Cairo)
10168,"Christopher Jones, Shelley Winters, Hal Holbrook"
12623,Not specified in the context.
99,2012 (Drug War)
2864,Not specified in the context.
14069,"English, French"
9025,Not specified in the context.
12619,Manoel de Oliveira
5155,Scott Sommer
5547,Timur Bekmambetov (not specified)
14074,Terry Jones
12302,"Cynthia Cidre, Bobbie Ann Mason, Frank Pierson"
4779,"Irish, not specified"
6601,"Drama, Thriller"
4791,2001 (The Musketeer)
2404,"Naomi Watts, Laura Harring"
8204,written_by Henry James
3016,2009 (for Northern Lights)
7225,"English, not specified"
3578,1997 (Voyage to the Beginning of the World)
8857,Not provided in the context.
2020,Scott Kosar
3954,"Zal Batmanglij, Brit Marling"
1454,Cesare Zavattini
12690,"Paul Haggis, Bobby Moresco"
14082,David Gulpilil (director of Charlie's Country) was not credited as a director for any films written by someone else in the given context.
4353,"French, German (assuming La Jetée is a French-German anthology film)"
6384,Roger Spottiswoode
5847,William Nicholson (Firelight's writer) did not directly direct any movies.
9112,Drama
8830,"Ellen Burstyn, Max von Sydow, Lee J. Cobb, William Friedkin"
2025,"Not provided (the context does not contain information about actors in movies written by the writer of ""If a Man Answers"")"
11364,The Social Network genres are unknown.
3386,"Comedy, Side by Side, The Pervert's Guide to Ideology (no explicit director shared, but both are films)"
2334,Gottfried Reinhardt
2183,"Drama, Western"
8749,English
5769,Tyler Perry
9703,"Crime, Drama"
8771,Drama
10198,"Tom Hanks, Lori Petty, Geena Davis, Madonna"
5999,Ingmar Bergman
7176,Not provided in the context.
