,Model
5359,"Quentin Tarantino, Jules Winnfield, Vincent Vega, Uma Thurman, Tim Roth, Samuel L. Jackson, Bruce Willis, Ving Rhames, Christopher Walken, Harvey Keitel, Michael Madsen, Tim Roth, Amanda Plummer, Steve Buscemi, Dwight Yoakam, Bridget Fonda, Chris Penn, Robert Forster, Lawrence Tierney, Eric Stoltz, Pam Grier, Harvey Keitel, Tim Roth, Michael Parks, James Remar, Zoë Bell, Michael Madsen, Walton Goggins, Rosario Dawson, Eli Roth, Burt Glenn Davis, Nicky Katt, Buddy Joe Hooker, James Duval, Michael Jai White, Saida Ahmed, Bellamy Young, Jonny Fairplay, Don Johnson, Michael Parks, Walton Goggins, Tim Roth, Samuel L. Jackson, Kurt Russell, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth, Tim Roth"
1053,"Megumi Hayashibara, Bernard Lavilliers, and Claude Lelouch"
1533,"Anthony Perkins, Geraldine Chaplin"
7988,"Comedy, Drama"
11582,"1955, 1941, 1953, 1954, 1956, 1958, 1959, 1960, 1962, 1963, 1964, 1966, 1968, 1972, 1974, 1976, 1979, 1981, 1984, 1985, 1988, 1990, 1991, 1993, 1994, 1995, 1997, 1998, 1999, 2000, 2002, 2004, 2005, 2007, 2010"
9891,Nadine Labaki
5459,Rowland V. Lee
1121,"1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 1957, 195"
2879,Charles Dickens
5640,French
9455,"Comedy, Casino Royale, Hollywood Sex Wars, The Best Exotic Marigold Hotel, Steel Magnolias, The Grand Budapest Hotel, Fear and Loathing in Las Vegas, Mad Money, Wet Hot American Summer, Fried Green Tomatoes, Movie Movie, Driving Miss Daisy, The Underground Comedy Movie, Brighton Beach Memoirs, Damsels in Distress, Scenes of a Sexual Nature, The Hangover Part III, Men in Black 3, Bruce Almighty, The Devil Wears Prada, The Adventures of Priscilla, Queen of the Desert, Hollywood Homicide, The 40-Year-Old Virgin, Breakfast at Tiffany's, The Girl from Jones Beach, An American Werewolf in London, Chennai Express, Hollywood Shuffle, Extreme Movie, Doc Hollywood, The Actress, Sixteen Candles, Chasing Amy, The Harry Hill Movie, American Virgin, The Descendants, The Hangover, Being John Malkovich, The Rocky Horror Picture Show, The Life and Death of Peter Sellers, Napoleon Dynamite, Killer Movie, The Family Jewels, The Breakfast Club, Runaway Bride, The Commitments, Jerry Maguire, The Producers, John Tucker Must Die, Superhero Movie, The Grand Seduction, An American Werewolf in Paris, The Misfortunates, Love Actually, The Big Lebowski, The Pirate Movie, Major Payne, The Benchwarmers, Jay and Silent Bob Strike Back, Dazed and Confused, Celebrity, Starstruck, The Devil and Miss Jones, The Adventures of Pluto Nash, American Pie 2, Stranger Than Paradise, Sleepless in Seattle, The Gods Must Be Crazy II, Watch the Birdie, Confessions of a Teenage Drama Queen, The Emperor's New Groove, The Odd Life of Timothy Green, The Revenant, The Three Musketeers, 22 Jump Street, A Film with Me in It, The Hangover Part II, Evan Almighty, Monty Python and the Holy Grail, The Life Aquatic with Steve Zissou, Scott Pilgrim vs. the World, The Second Best Exotic Marigold Hotel, Million Dollar Legs, Johnny Dangerously, Rock Star, Vicky Donor, Grand Theft Auto, Heartbreak Hotel, Scenes from the Class Struggle in Beverly Hills, The Great Texas Dynamite Chase, Honeymoon in Vegas, Over the Hedge, The Dangerous Lives of Altar Boys, Saving Grace, Cheaper by the Dozen 2, The Wolf of Wall Street, The Intouchables, The Blues Brothers, Mad Dog and Glory, Dr. Goldfoot and the Girl Bombs, Pirates, The Rundown, 21 Jump Street, Malibu's Most Wanted, Harry and the Hendersons, Shanghai Noon, The Sapphires, Guns, Girls and Gambling, The Players, Annie Hall, Not Another Teen Movie, Wedding Crashers, Hollywood or Bust, Please Give, The Errand Boy, Ten Inch Hero, Stardom, The Kentucky Fried Movie, Caddyshack II, Little Nicky, Lock, Stock and Two Smoking Barrels, Beverly Hills Cop III, The More the Merrier, The Assassination Bureau, The Hollywood Knights, Blues Brothers 2000, The Wedding Singer, Weekend at Bernie's II, The Curse of the Jade Scorpion, The Croods, The Scenesters, Frances Ha, My Big Fat Greek Wedding, The Green Hornet, Princess O'Rourke, The Facts of Life, Tenacious D in The Pick of Destiny, Mixed Nuts, Evil Dead II, Beverly Hills Cop II, Stuart Little, The Honeymooners, Charlie's Angels, The Hound of the Baskervilles, Ella Enchanted, Clerks II, The Princess Bride, The Tigger Movie, Punch-Drunk Love, Caddyshack, The Fighting Temptations, French Film, The Inbetweeners Movie, The Trouble with Angels, The Cameraman, Midnight in Paris, Small Time Crooks, Torch Song Trilogy, The Boxtrolls, Sex and the Single Girl, American Pie, Four Weddings and a Funeral, Twister, Jimmy Hollywood, The Stig-Helmer Story, The Private Life of Don Juan, The Secret Life of Walter Mitty, The Incredible"
8025,"1939, 1940 (Calling Dr. Gillespie was released in 1940, but it was also directed by Harold S. Bucquet)"
8310,"Roxie Hart, Ginger Rogers: Comedy, Roxie Hart, Roxanne, The Actress, Princess O'Rourke, Sylvia Scarlett, Ruby Sparks, Zeus and Roxanne, Frances Ha, Pretty Woman, Myra Breckinridge, The Lizzie McGuire Movie, Runaway Bride, Red-Headed Woman, The Woman in Red, The Sapphires, Shirley Valentine, Dance Flick, Tamara Drewe, The Girl from Jones Beach, Carefree, Black Widow, The Witches of Eastwick, Fear and Loathing in Las Vegas, The Misadventures of Margaret, Miranda, Teen Witch, Beverly Hills Cop II, The Adventures of Priscilla, Queen of the Desert, Citizen Ruth, The Story of Vernon and Irene Castle, The Harry Hill Movie, Coyote Ugly, Steel Magnolias, The Well-Digger's Daughter, Bridget Jones's Diary, Chasing Amy, Beverly Hills Cop III, Margot at the Wedding, The Princess Bride, Brighton Beach Memoirs, Star of Midnight, Romance in Manhattan, Vivacious Lady, The Nanny Diaries, Mrs. Winterbourne, Kitty Foyle, Movie Movie, Beverly Hills Chihuahua 2, Celebrity, Superhero Movie, The Gay Divorcee, The Hot Chick, Casino Royale, When Harry Met Sally..., Sabrina, For Love of Ivy, Dirty Rotten Scoundrels, The Ritz, Southland Tales, Annie Hall, Mansfield Park, Beverly Hills Chihuahua, The Devil Wears Prada, Pretty Maids All in a Row, A Film with Me in It, She's the Man, The Commitments, Raising Helen, Love Actually, 8 Women, Beverly Hills Cop, Love Liza, Sydney White, The Princess Diaries, Hollywood Sex Wars, The Devil and Miss Jones, Maid in Manhattan, Agnes Browne, The Revenant, Doc Hollywood, Valley Girl, Hollywood Homicide, Bachelor Mother, Wet Hot American Summer, Breakfast at Tiffany's, Rock Star, Vivacious Lady, Jennifer's Body, Uptown Girls, Stuart Little, She's All That, Driving Miss Daisy, Stella Street, The Reformer and the Redhead, Flying Down to Rio, The Maiden Heist, Hannah and Her Sisters, Mrs. Doubtfire, There's Something About Mary, Modern Romance, Conversations with Other Women, Lars and the Real Girl, Artists and Models, Follow the Fleet, The Scenesters, French Film, Annie, Mamma Mia!, Mean Girls 2, Scenes from the Class Struggle in Beverly Hills, Killer Movie, Fried Green Tomatoes, Whisky, Scooby-Doo, Shirin in Love, Queen of Hearts, Extreme Movie, Charlie's Angels, Miss Congeniality, Fast Times at Ridgemont High, Her Alibi, Confessions of a Teenage Drama Queen, Chennai Express, Four Weddings and a Funeral, Clerks II, A Night at the Roxbury, Sister Act, The Women, The Bachelor and the Bobby-Soxer, Dancing Lady, The Intouchables, The Errand Boy, The Benchwarmers, All These Women, The Maid, Bee Movie, Raising Arizona, The 40-Year-Old Virgin, Irma la Douce, Once Upon a Honeymoon, Dr. Goldfoot and the Girl Bombs, Dirty Girl, Men in Black 3, Chalet Girl, Wayne's World 2, The Incredible Shrinking Woman, Rent-a-Cop, Woman of the Year, My Wife Is an Actress, 100 Girls, Juliet of the Spirits, Scary Movie, Joe + Belle, The Preacher's Wife, Josie and the Pussycats, Tender Comrade, Working Girl, Melinda and Melinda, Beverly Hills Ninja, The Princess and the Pirate, Harry and the Hendersons, She-Devil, Stranger Than Paradise, The Royal Tenenbaums, Scary Movie 3, Indian Summer, Ex-Lady, Heathers, Princess Caraboo, Romancing the Stone, The Grand Seduction, Mary and Max, Jerry Maguire, Pauline and Paulette, Last of the Red Hot Lovers, Girls About Town, My Sister Eileen"
3035,"François Truffaut, Patrick Maléon, Nathalie Baye, Jean Dasté, François Truffaut, Jean Dasté, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truffaut, François Truff"
14046,"Lloyd Bacon, Marked Woman, 42nd Street, Gold Diggers of 1937, So Long Letty, Brother Orchid, Boy Meets Girl, San Quentin, Footlight Parade, Larceny, Inc., The Oklahoma Kid, The Fuller Brush Girl, A Slight Case of Murder, Invisible Stripes, Wonder Bar, Here Comes the Navy, Action in the North Atlantic"
3058,"2006, 1981"
4985,Theodore J. Flicker
10104,"spaghetti western, Álex de la iglesia"
8661,"Comedy, Romantic Comedy"
5376,"1946, A Night in Casablanca, Somewhere in the Night, Four Sons, Black Legion, Bordertown, The Doorway to Hell, Crash Dive, It's Love I'm After, It's Love I'm After"
168,"Alejandro González Iñárritu, David Fincher"
4767,"Day Watch, Fantasy, Action"
7824,"George Sidney, Roger Corman, Jupiter's Darling written_by Robert E. Sherwood"
736,"1937 (Make Way for Tomorrow), 1938 (Ruggles of Red Gap), 1940 (The Awful Truth), 1941 (Belle of the Nineties), 1942 (Duck Soup), 1943 (Once Upon a Time), 1946 (Annie O'Neill), 1947 (The Time of Their Lives), 1948 (Good Sam), 1949 (The Bribe), 1950 (My Friend Irma Goes West), 1951 (My Friend Irma), 1952 (The Story of Will Rogers), 1953 (Living It Up), 1954 (The Caddy), 1955 (The Long, Long Trailer), 1956 (The Opposite Sex), 1957 (The Lavender Hill Mob), 1958 (Houseboat), 1959 (The Sweet Smell of Success), 1960 (Inherit the Wind), 1961 (The Parent Trap), 1962 (The Children's Hour), 1963 (It's a Mad, Mad, Mad, Mad World), 1964 (The Americanization of Emily), 1965 (The Glass Bottom Boat), 1966 (Divorce American Style), 1967 (How to Commit Marriage), 1968 (The Love God?), 1969 (How to Save a Marriage and Ruin Your Life), 1970 (The Art of Love), 1971 (The Last of the Secret Agents?), 1972 (The Cheap Detective), 1973 (Charley Varrick), 1974 (The Taking of Pelham One Two Three), 1975 (The Front Page), 1976 (The Prisoner of Second Avenue), 1977 (The Cheap Detective), 1978 (The One and Only), 1979 (The In-Laws), 1980 (The Formula), 1981 (The Jazz Singer), 1982 (The Toy), 1983 (The Man with One Red Shoe), 1984 (Irreconcilable Differences), 1985 (The Slugger's Wife), 1986 (The Big Easy), 1987 (The Good Mother), 1988 (The Goodbye Girl), 1989 (The Fisher King), 1990 (Memories of Me), 1991 (The Distinguished Gentleman), 1992 (The Player), 1993 (The Firm), 1994 (The Paper), 1995 (The American President), 1996 (The Mirror Has Two Faces), 1997 (The Negotiator), 1998 (Primary Colors), 1999 (The Insider), 2000 (The Hurricane), 2001 (The Affair of the Necklace), 2002 (The Hours), 2003 (The Human Stain), 2004 (The Aviator), 2005 (The Constant Gardener), 2006 (The Departed), 2007 (The Good Shepherd), 2008 (The Duchess), 2009 (State of Play), 2010 (Shutter Island)"
5880,"Maurice Chevalier, Jeanette MacDonald"
7585,"Thriller, Drama"
13924,Ed Sullivan
11416,"Richard Emery Roberts, Vincent Sherman"
3794,Alain Corneau
9420,"The Fast and the Furious, Rent-a-Cop, Hollywood Homicide, Beverly Hills Cop, The Bourne Ultimatum, Beverly Hills Cop II, Beverly Hills Cop III, The Bourne Supremacy, Dirty Harry, Gangster Squad, Best Seller, Gotcha!, Casablanca Express, Escape from New York, Uptown Saturday Night, The Lone Ranger, Lethal Weapon 2, The Hunt for Red October, Once Upon a Time in Mexico, Demolition Man, Rush Hour 2, Pacific Rim, Crouching Tiger, Hidden Dragon, Lethal Weapon 3, The Punisher, Cop Land, Die Hard, Shanghai Noon, Rush Hour 3, Lethal Weapon 4, Freezer, Thoughtcrimes, One Tough Cop, Paparazzi, Streets of Blood, Lethal Weapon, Killers, Daredevil, Lockout, Bullitt, Breakout, Blood, Guts, Bullets and Octane, Tropic Thunder, The Fugitive, The League of Extraordinary Gentlemen, White House Down, Pineapple Express, Heartbreak Ridge, Wedlock, Dracula Untold, Dhoom, Bad Company, Fast Five, The Towering Inferno, Kung Fu Panda 2, Death Wish 3, Last Man Standing, Dick Tracy, Shoot 'Em Up, Streets of Fire, Lock Up, Terminator Salvation, Spider-Man, Bad Boys II, District 9, Hancock, Star Trek, Escape from L.A., Hell Ride, Original Gangstas, The Karate Kid, Hard Boiled, Stone Cold, Aliens, Howard the Duck, Big Trouble in Little China, Crazy Mama, Wild Wild West, Disorganized Crime, Hard Rain, Kung Fu Panda, Death Wish II, Disco Godfather, Rush Hour, 1989 release_year Sex, Lies, and Videotape, Rambo, The Final Cut, Road House, Predators, The Condemned, Superman, Akira, The Dukes of Hazzard, Mortal Kombat, Hero and the Terror, House of the Rising Sun, Once Upon a Time in Shanghai, V for Vendetta, Knock Off, The Death and Life of Bobby Z, American Yakuza, 1989 release_year No Holds Barred, The Hitman, Miracle Mile, Van Helsing, Interview with a Hitman, The Forbidden Kingdom, The Scorpion King, Batman, Wild Geese II, The Adventures of Ford Fairlane, Driven, Vice Squad, Underworld, Highwaymen, Mad Max, Invasion U.S.A., Sherlock Holmes, The Green Hornet, Sidekicks, Abduction, Safe House, Masterminds, So Close, Dabangg 2, Cutthroat Island, Boogie, The Getaway, Monsters vs. Aliens, Once Upon a Time in China and America, American Ninja, Green Lantern, Buffy the Vampire Slayer, Vice, Battle of Los Angeles, The Batman vs. Dracula, Brick Mansions, Downtown, Cradle 2 the Grave, Ride Along, Sinners and Saints, The Man with the Golden Gun, Yamla Pagla Deewana 2, Action, Bucktown, Once Upon a Time in China, Hitman, Strange Days, Outlaw, The Immortals, Savage Streets, Dick Tracy vs. Cueball, Turn It Up, Conspiracy Theory, Crank, Hit and Run, High Heels and Low Lifes, Max Payne, In the Blood, The Legend of Hercules, The Other Guys, Shooter, The Baytown Outlaws, Predator 2, Iceman, The Hit List, The Count of Monte Cristo, Iron Man, The Long Kiss Goodnight, Black Moon Rising, Hot Shots! Part Deux, Hobo with a Shotgun, The Fifth Element, Smokey and the Bandit, D-Day, S.W.A.T."
3206,Anita Loos
7836,"2008, 2008 (City of Ember, The Ruins)"
8878,"Josh Olson, Vince Locke"
7621,1988
3184,English
4639,"1979, 1984, 1992, 2003, 2007"
6018,English
9081,William C. McGann
12576,1935
6247,"Comedy, Horror"
6805,James Cameron
5117,"Setsuko Hara, Ken Uehara"
3425,English
7814,"Comedy, Drama"
290,Xavier Dolan
304,"Adventure, Drama, Documentary, Romance"
5217,Denis Villeneuve
4245,"1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 1939, 193"
8506,Alexandre Moors
11790,"Drama, Thriller"
3813,1999
8624,"Spanish, Catalan"
9481,"Italian, English"
7213,Jimmy McGovern
5996,"War, Lawrence of Arabia, Doctor Zhivago, Major Barbara, The Dam Busters, The Bridge at Remagen, The Caine Mutiny, The D.I., A Passage to India, Ryan's Daughter"
10164,"Matthew Broderick, Christopher Walken"
6435,"Drama, Moonlighting"
