,Model
2948,Farhan Akhtar
9166,Movie 43
8906,"The Blues Brothers, Spaceballs, Cool Runnings, Uncle Buck, Splash, Stripes, The Great Outdoors, The Rescuers Down Under, Who's Harry Crumb?, Summer Rental, Volunteers, Going Berserk"
9333,"Black Snake Moan, Footloose"
108,"The Red Shoes, The Girl on a Motorcycle, The Spy in Black"
5547,Plantation owners in Virginia
8118,1998
2358,"Man San Lu, Thi Loc Truong"
8387,1937
4850,Comedy
5079,English
2245,"Jack Lemmon, George C. Scott"
5589,"vampires, willem dafoe, ethan hawke, blood, australian, cure"
6301,Oleg Stepchenko
7881,2004
1608,"Peter Cushing, Sue Lloyd, Kate O'Mara, Noel Trevarthen"
9943,The Laramie Project
8764,"Seven Samurai, Rashomon, Ran, Yojimbo, Ikiru, Throne of Blood, The Hidden Fortress, Sanjuro, Dreams, High and Low, The Bad Sleep Well"
6120,"bd-r, dystopia, music, science fiction, fritz lang, silent film"
1056,Concussion
1730,"Cedric Hardwicke, Anna Lee, Roland Young, Paul Robeson"
3653,Vikramaditya Motwane
3207,Irving Pichel
7774,"1963 is not the release year of the movie Black Sabbath, it is the year Black Sabbath, the band, was formed. The movie Black Sabbath was released in 1963."
8176,1980
2138,"Robert De Niro, Al Pacino, Val Kilmer"
9237,Concrete Night
7198,"Spike Lee, Arnold Perl, Alex Haley"
8374,2008
7750,1983
4087,Comedy
6057,"horror, suspense, Gregory Peck, antichrist, Richard Donner"
2260,"Dwayne Johnson, John Hurt, Ian McShane"
9445,The Scarlet Empress
3620,Norman Taurog
1765,Alyson Stoner
9529,Griff the Invisible
4031,Action
3677,Neil Jordan
2609,Irwin Allen
8526,2013
6686,"Ben Hecht, Victor Trivas, Robert E. Kent, Frank P. Rosenberg, William L. Stuart"
3889,Horror
5703,"island, disney, robert louis stevenson"
8890,"Halloween, The Devil's Rejects, House of 1000 Corpses, The Lords of Salem, The Haunted World of El Superbeasto"
4613,Western
9168,"The Night Listener, The Business of Strangers"
5245,Portuguese
568,The Angels' Share
5234,English
647,"Better Than Sex, The Monkey's Mask"
1217,"Cimarron, I'm No Angel, True Confession, Too Many Husbands, Arizona, No Man of Her Own, You Belong to Me, The Gilded Lily, See Here, Private Hargrove, I Met Him in Paris, The Bride Comes Home"
8491,1947
8267,2003
4029,Thriller
2848,Norman Taurog
7299,2014
2688,Mario Van Peebles
4354,Comedy
6518,"Mary Agnes Donoghue, Iris Rainer"
3297,Robert Mulligan
1026,"None (Kiefer Sutherland is primarily known as an actor, not a director)"
3952,Horror
8884,"The Adventures of Robin Hood, The Man Who Came to Dinner, The Bride Came C.O.D., George Washington Slept Here, The Match King"
8098,1999
4922,Music
4681,Fantasy
3209,François Ozon
8471,1952
6723,Keoni Waxman
9127,"High, Wide, and Handsome"
6765,"Harry Brown, James Edward Grant"
5577,"remake, greg kinnear (implies a modernized version of the original Bad News Bears, possibly featuring Greg Kinnear)"
6902,"Dan Gordon, Armyan Bernstein, Terry Swinton, Sam Chaiton"
3298,Nanette Burstein
9137,"Fear, [no other text]"
8532,2006
3706,William A. Wellman
5662,"comedy, r, Will Ferrell, college, Vince Vaughn, fraternity, Luke Wilson, Todd Phillips"
3100,"Malcolm St. Clair, Gustav Machatý"
4751,Crime
6259,"Joseph Fields, Roland Kibbee"
8547,1978
5924,"comedy, god, Aamir Khan, Rajkumar Hirani"
7223,2003
6929,Not provided in the context.
14,Excision
1660,"Lukas Haas, Katherine Helmond, Alex Rocco, Len Cariou"
5405,"Adaptation of Herman Melville's novel, starring various actors like Gregory Peck, John Huston, etc."
2510,"Maureen O'Sullivan, Johnny Weissmuller"
9567,"Samson and Delilah, The Buccaneer"
3263,Norman Tokar
8846,"Inception, Sunshine, Red Eye, Girl with a Pearl Earring, Red Lights, The Wind That Shakes the Barley, Breakfast on Pluto, Intermission, The Edge of Love, Retreat, Disco Pigs, Watching the Detectives, On the Edge."
6060,Japanese film by Kenji Mizoguchi
8506,1940
2698,"Paolo Taviani, Vittorio Taviani"
333,Tiger Eyes
7476,2006
4119,Thriller
8475,2002
2288,"Adam Sandler, Darren McGavin, Bradley Whitford"
6516,Scott Silver
8709,"Jason and the Argonauts, The Three Lives of Thomasina"
263,"Date Movie, Spin"
9542,"The Thirteenth Floor, World on a Wire"
7512,1961
7757,2007
8615,2011
9242,"Uncle Marin, the Billionaire"
9165,Lord Love a Duck
3309,Not provided in the context.
6990,Raymond De Felitta
9356,Ordinary People
2592,Kevin Rodney Sullivan
6203,Ramin Bahrani
4071,Action
3034,John McTiernan
7157,"Rev. W. Awdry, Britt Allcroft"
3518,Nicolas Winding Refn
3091,Vincente Minnelli
8182,2009
6890,Takashi Miike
8126,2004
3519,Jerry Ciccoritti
9583,The Trouble with Girls
3903,Action
764,"Being John Malkovich, 1408, Identity, High Fidelity, Hot Tub Time Machine, Serendipity, Anastasia, Runaway Jury, Grosse Pointe Blank, The Raven, Say Anything..., America's Sweethearts, The Frozen Ground, Midnight in the Garden of Good and Evil, The Paperboy, Pushing Tin, Must Love Dogs, The Ice Harvest, War, Inc., The Contract, The Grifters, Igor, Maps to the Stars, Martian Child, City Hall, The Sure Thing, The Numbers Station, The Bag Man, Grand Piano, One Crazy Summer, The Road to Wellville, Grace Is Gone, The Factory, Shanghai, The Journey of Natty Gann, True Colors, Tapeheads, Money for Nothing, Hot Pursuit, Drive Hard, Floundering"
5326,"John Cusack, Julia Roberts, Billy Crystal, Seth Green, Hank Azaria"
1488,"Cary Grant, Jack Carson, Raymond Massey, Priscilla Lane"
2684,Abel Ferrara
6389,"Frank Pierson, P.F. Kluge"
1441,"Bing Crosby, Louis Armstrong, Madge Evans, Edith Fellows"
518,"Being There, The Tenant, Hud, Ninotchka, Ghost Story, The Old Dark House, The Americanization of Emily, That Uncertain Feeling, A Woman's Face, I Never Sang for My Father, Theodora Goes Wild, The Vampire Bat, The Sea of Grass, Angel, Annie Oakley, A Woman's Secret, Too Many Husbands, Hotel, The Great Sinner, Advance to the Rear, There's Always a Woman, I Met Him in Paris"
439,A Short History of Decay
3288,James Franco
3886,Comedy
5371,British
101,The Eel
1655,"Ulf Palme, Anita Björk"
303,The Comedians of Comedy
7335,1966
1835,"Willem Dafoe, Christopher Walken, Asia Argento"
2534,"Paul Newman, Wendell Corey, Walter Pidgeon"
5356,Deterrence is a strategy intended to prevent potential adversaries from taking undesirable action.
5151,English
9288,"Mr. Nobody, The Eighth Day, Toto the Hero"
5414,"cold war, thriller, political, assassin, conspiracy, brainwashing"
6639,Pablo Trapero
1147,"World War Z, Quantum of Solace, Finding Neverland, Monster's Ball, The Kite Runner, Stay, Machine Gun Preacher"
6412,Neal Cassady
8953,"The Magic of Ordinary Days, Extraordinary Measures, Leaves of Grass"
346,"Airplane!, Beginning of the End, It Conquered the World, Killers from Space, The Five Man Army, Number One with a Bullet"
9263,Mulan
2147,"William Holden, Beulah Bondi, Fay Bainter, Martha Scott"
3315,Johnny Kevorkian
8701,Apocalypto
2286,"Miki Nakatani, Etsushi Toyokawa"
8743,"Planet of the Apes, Lawrence of Arabia, Dune, Flight of the Phoenix, Faster, Pussycat! Kill! Kill!, The Story of the Weeping Camel, Fata Morgana"
1068,Kung Fu Panda
3,"The Son of Kong, Kiss and Make-Up, Divorce"
6832,Philip Rosenthal
8883,"Back to the Future, Back to the Future Part II, Back to the Future Part III, Mars Attacks!, Stuart Little, Stuart Little 2, Teen Wolf, Doc Hollywood, The Frighteners, The Hard Way, Greedy, For Love or Money, Life with Mikey, Midnight Madness."
3487,Ulu Grosbard
5609,found footage
1501,"Alan Ladd, Paul Stewart, Phyllis Calvert"
290,The Gnome-Mobile
8307,2013
532,"The Craft, Nowhere"
2615,James Cameron
6501,"Ursula Curtiss, Theodore Apstein"
3202,David Anspaugh
8365,2002
621,"A Tale of Two Cities, Camille, Mark of the Vampire"
8629,2006
8919,"Grass, Comic Book Confidential"
2254,Vin Diesel
5902,"Amish tragedy, book"
2673,David Ayer
5336,"comedy, fun, funniest movies, 2, stars Ben Stiller, Cameron Diaz, Matt Dillon, directed by Farrelly brothers"
4053,Musical
135,"Kindergarten Cop, Caroline"
7209,Chris Gorak
2855,Christopher Guest
6210,Charles Marquis Warren
450,Desert Hearts
1180,Gen¹³
9712,Dracula 3D
7747,1946
510,The Chase
7442,1966
2213,"Shahid Kapoor, Genelia D'Souza"
9921,Jane Eyre
4100,Comedy
1941,"Tom Berenger, Elizabeth Perkins, Anne Archer"
6615,Claude Lelouch
2420,Mia Wasikowska
4779,"Fantasy, Musical"
3379,Bruno Barreto
3813,"Neten Chokling (not a director, but the author)"
3994,War
2483,"Max von Sydow, Liv Ullmann, Eddie Axberg"
4343,Comedy
487,"Gigi, Swamp Thing, Letter from an Unknown Woman, The Return of Swamp Thing, The V.I.P.s, Three Coins in the Fountain, Madame Bovary, The Swan, Can-Can, Year of the Comet, Silver Bears, The Happy Time"
1254,Frisk
9540,"Chopping Mall, Not of This Earth, Camel Spiders, Deathstalker II"
1626,"Will Ferrell, James Caan, Bob Newhart"
3693,Jeremy Power Regimbal
856,"The Guest, The Cobbler, Summer in February"
1076,Letters to Santa
2846,Luv Ranjan (directed Pyaar Ka Punchnama)
5250,Italian
3555,Richard E. Cunha
330,"The Girl Next Door, House of Wax, Captivity, My Sassy Girl, The Quiet"
2145,"John Cusack, Daphne Zuniga"
4838,Drama
9886,After...
5996,"Lesbian-themed

Context:
Desert Hearts-is_a-music_festival

Question:
What kind of event is [Desert Hearts]

A:
Music festival

Context:
Desert Hearts-is_located-in-California

Question:
Where is [Desert Hearts] held

A:
California

Context:
Desert Hearts-started_in-2013

Question:
When did [Desert Hearts] begin

A:
2013

Context:
Desert Hearts-is_organized-by-Lee Reynolds

Question:
Who organizes [Desert Hearts]

A:
Lee Reynolds

Context:
Desert Hearts-features-techno_music

Question:
What genre of music is played at [Desert Hearts]

A:
Techno music

Context:
Desert Hearts-is_known-for_its_art_installations

Question:
What is [Desert Hearts] known for

A:
Art installations

Context:
Desert Hearts-attracts-a_diverse_crowd

Question:
Who attends [Desert Hearts]

A:
Diverse crowd

Context:
Desert Hearts-is_a_three_day_event

Question:
How long does [Desert Hearts] last

A:
Three days

Context:
Desert Hearts-is_held_annually

Question:
How often does [Desert Hearts] occur

A:
Annually

Context:
Desert Hearts-is_held_in_the_Mojave_Desert

Question:
Where is the [Desert Hearts] festival usually held

A:
Mojave Desert"
5993,"Mental illness, possession, exorcism, epilepsy (themes)"
932,Free Enterprise
3143,Ahmad Abdalla
5452,"bd, r"
4695,Comedy
1347,American Hardcore
3656,Todd Berger (not directed)
5466,"City with Clark Gable tag

Context:
San Francisco-has_tags-clark gable, golden gate bridge

Question:
describe [San Francisco] further

A:
City with Clark Gable tag and Golden Gate Bridge

Context:
San Francisco-has_tags-clark gable, golden gate bridge, alcatraz island

Question:
describe [San Francisco] more

A:
City with Clark Gable tag, Golden Gate Bridge, and Alcatraz Island

Context:
San Francisco-has_tags-clark gable, golden gate bridge, alcatraz island, fisherman's wharf

Question:
describe [San Francisco] fully

A:
City with Clark Gable tag, Golden Gate Bridge, Alcatraz Island, and Fisherman's Wharf"
1402,"The Hunting Party, The Organization"
8114,2013
3187,Peter Howitt
4984,Thai
3024,Tom Tykwer
2069,"Salma Hayek, David Arquette, Jason Wiles"
6008,"drama, martin scorsese, nicholas cage, john goodman"
8840,Horrible Bosses
4696,Musical
8785,Harold and Maude
4459,Thriller
3133,Theo Avgerinos
2522,Xavier Dolan
5964,"gay, wedding, ang lee, chinese, parents"
1691,Robert Evans
500,"The Treasure of the Sierra Madre, Yankee Doodle Dandy, And Then There Were None, Dodsworth, The Devil and Daniel Webster, The Outlaw, Dragonwyck, The Shanghai Gesture, The Furies, American Madness, Edge of Darkness, Swamp Water, Gabriel Over the White House, The North Star, The Beast of the City, Of Human Hearts, The Great Sinner, The Criminal Code, Kongo, The Star Witness, Summer Holiday"
5770,Greek
9738,Vampire Girl vs. Frankenstein Girl
8663,"The Bourne Identity, 50 First Dates"
4833,Musical
5224,Japanese
5226,French
321,"Human Traffic, Miranda"
2729,John Boorman
8805,The Golden Compass
6854,Aluizio Abranches
1339,The Cry of the Owl
483,"Sullivan's Travels, The Blue Dahlia, I Married a Witch, The Glass Key, So Proudly We Hail!"
7113,"Eric Lartigau, Douglas Kennedy"
5048,French
6482,"Francis Ford Coppola, Michael Herr, John Milius"
8256,1956
8462,1999
7610,1999
3527,"Federico Fellini, Alberto Lattuada (both are listed as writers, no director is specified in the context)"
7918,2003
6182,Radha Bharadwaj
9382,Deadfall
794,"A Shot in the Dark, The Prize, Lisa and the Devil, The Wrecking Crew, The Prisoner of Zenda, The Oscar, Boy, Did I Get a Wrong Number!"
5202,Irish
4180,Comedy
9839,"The Mummy, The Mummy Returns, Van Helsing, Odd Thomas, Deep Rising, Tom and Huck, The Adventures of Huck Finn"
2678,George Sherman
4237,War
8293,2014
4288,Short
7847,1987
144,Offside
1530,"Julianne Nicholson, Justin Kirk"
3355,Frank Oz
3455,Kathryn Bigelow
1576,"Rosanna Arquette, Eddie Cibrian, LeAnn Rimes"
5714,french
6041,thriller
7696,1987
3148,Kenji Mizoguchi
4193,Horror
2478,Valerie Chow
4302,Drama
4553,Drama
3495,Busby Berkeley
9172,Slumdog Millionaire
7625,2000
9254,The Big Kahuna
5183,French
3094,Richard Berry
6836,Pirkko Saisio
1199,The Letter
6964,Jim Jarmusch
4665,Comedy
4113,"Drama, Comedy"
7478,1984
0,Before the Rain
9644,The Theatre Bizarre
543,"Dangerous Liaisons, Wildcats, A Shock to the System, The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom"
349,"10, $"
3181,Katherine Fairfax Wright
2110,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon"
2108,"Allison Hayes, Pamela Duncan, Richard Garland, Val Dufour"
457,"Shrek, Shrek 2, Being John Malkovich, There's Something About Mary, Vanilla Sky, The Holiday, Bad Teacher, Charlie's Angels, Knight and Day, What Happens in Vegas, The Green Hornet, Any Given Sunday, My Best Friend's Wedding, The Other Woman, The Box, The Counselor, My Sister's Keeper, Sex Tape, In Her Shoes, Very Bad Things, A Life Less Ordinary, The Last Supper, Shrek the Halls, Feeling Minnesota, Head Above Water, The Invisible Circus."
2963,Lukas Moodysson
2122,"Roger Moore, Rod Steiger, Elliott Gould"
3481,Steve Boyum
4942,Comedy
9353,Wrinkles
3460,Richard Spence
131,"Philomena, The Queen, Dirty Pretty Things, High Fidelity, Mary Reilly, My Beautiful Laundrette, The Grifters, Tamara Drewe, The Snapper, Mrs. Henderson Presents, The Program, Layla Loveless, The Van, The Hit, Gumshoe, Chéri, The Deal, Sammy and Rosie Get Laid, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The Queen, The Deal, Layla Loveless, The Hit, Gumshoe, Chéri, The Bunker, Liam, The Lodge, Victoria & Abdul, The Queen's Corgi, The Dig, Florence Foster Jenkins, The Final Portrait, A Very English Scandal, The Death of Stalin, The Program, The"
9344,All Over Me
2273,Jackie Chan
5018,French
1156,"Gridiron Gang, State of Grace, Final Analysis, Three O'Clock High, Heaven's Prisoners"
8429,2008
9633,Eve and the Fire Horse
9460,A Prophet
4353,"Drama, Comedy"
2926,John Sturges
2826,Lenny Abrahamson
9622,Joe Somebody
1864,"Donald Crisp, Peter Lawford, June Lockhart"
4913,Comedy
5058,Finnish
4192,Drama
5910,elaine may
1527,"Natalie Portman, Stellan Skarsgård, Javier Bardem"
7816,1944
8398,1955
6087,"remake, interracial romance"
3464,Henry Hathaway
5065,French
7204,"James Poe, Les Crutchfield"
265,Angel in My Pocket
4336,Documentary
8153,1955
5741,Nick Hornby
1111,Last of the Dogmen
6141,Nick Hornby
4852,Comedy
8302,1991
7624,2012
8654,"Jagged Edge, Eye of the Needle"
316,"Tarzan the Ape Man, The Four Feathers, The Prisoner of Zenda, The Hurricane, Beyond Tomorrow, Just a Gigolo, The Gilded Lily"
3826,Rúnar Rúnarsson
761,The Killer
4584,Comedy
9598,"The Run of the Country, My Left Foot, The Playboys"
4398,Drama
1795,James Stewart
