,Model
131,"""The Queen"", ""High Fidelity"", ""Mrs. Henderson Presents"""
135,"""Terms of Endearment, The Fugitive, Erin Brockovich"""
144,"Downton Abbey, Ripper Street, The Hobbit trilogy"
169,"Trollhunter, Headhunters, Max Manus, Kon-Tiki, The Wave, The Last King, The King's Choice, The Saboteur, The Thief, 120 BPM, The Autopsy of Jane Doe, The Quake, The Cloverfield Paradox, The North Sea TexAS, The Last Battle, The Shallows, The King's Speech, The Debt, The Good Liars, The Last Full Measure, The Outpost, The Snowman, The Last Kingdom, The Witcher, The North Water, The Last Duel, The Northman."
245,"""Guns of Navarone, Shane, Stagecoach"""
248,"""The Revenant, Dances with Wolves, Last of the Mohicans"""
251,"A Star is Born (1976), Blade (1998), Lone Star (1996), Convoy (1978), Alice Doesn't Live Here Anymore (1974)"
252,"""American Graffiti, The Great Gatsby (1974), Urban Cowboy, Rumble Fish, The Dead Zone, Blue Velvet"""
259,"""Creepshow, Deranged, Deathdream, and Sssssss"""
263,"""Adam Sandler's Eight Crazy Nights, The Replacements, and Punch-Drunk Love"""
265,"""All About Eve | The Seven Year Itch | Some Like It Hot | The Trouble with Harry | The Court-Martial of Billy Mitchell"""
267,"An American Werewolf in London, The Big Chill, and The Sopranos."
274,"Glee, 90210, Star Wars: The Clone Wars, Vampire Diaries, Timeless, Killing Kennedy, Disaster Movie, The Sorcerer's Apprentice, The Final Destination, and Snakes on a Plane."
286,"Pamela Tola acts in ""In the Heights"" and ""Orange Is the New Black"""
290,"Mary Poppins, The Love Bug, The Gnome-Mobile"
291,"""The Practice, A Beautiful Mind, Leverage"""
303,Guardians of the Galaxy | Just Shoot Me! | The Sarah Silverman Program | Mr. Show with Bob and David | Evolution | Doom | Walk Hard: The Dewey Cox Story | The Devil's Rejects | The Comedians of Comedy | The Simpsons Movie | A.P. Bio | The Big Bang Theory | Super High Me | Reno 911! | The Venture Bros. | The Boondocks | The Tick | The Life & Times of Tim | The Cleveland Show | Robot Chicken | American Dad! | BoJack Horseman | Rick and Morty | The Mick | The Last Man on Earth | The Orville | The Good Place | The Mandalorian | Star Trek: Lower Decks | The Simpsons (2020) | Central Park | Invincible | The Boys | The Umbrella Academy | The Great North | The Prince of Egypt (2022)
304,"Marlène Jobert appears in ""The Thomas Crown Affair"" and ""Cinderella"" (1965)."
311,"Patrick Casey acts in ""Stranger Things"" and ""The OA""."
315,"""The Secret in Their Eyes, Wild Tales, and The Distinguished Citizen"""
316,"""The Four Feathers, Gone with the Wind, The Prisoner of Zenda, The Charge of the Light Brigade"""
318,"""Anchorman: The Legend of Ron Burgundy, Dead to Me, Married with Children"""
321,"""Doctor Who (2005), Life on Mars (2006-2007), Human Trafficking (2005), State of Play (2003), Exodus: Gods and Kings (2014), Time (2018)"""
330,"""The Girl Next Door, Happy Endings, 24"""
333,The Lone Ranger (film) | Braveheart (film)
335,The Mandalorian (TV series) | CSI: Miami | Game of Thrones (TV series)
346,Airplane! | Mission: Impossible | The Day the Earth Stood Still | It Conquered the World | The Greatest Show on Earth
349,"""Nashville, Times Square, The Bodyguard, The Fugitive, The Abyss"""
360,"""The Little Foxes, Our Vines Have Tender Grapes, The Heiress, The Yearling, The Razor's Edge, The Secret Garden, The Courtship of ETTY'S FATHER, The Ghost and Mrs. Muir, The Time of Their Lives, The Great Gatsby"""
367,"""The Magnificent Seven, La Reina del Sur, and Weeds"""
376,"Alice Joyce stars in ""The Spoilers"" and ""The Heart of Maryland"""
381,"Beverly Hills Cop, Gremlins, Fast Times at Ridgemont High, Stakeout, The Santa Clause, The Mask, Johnny Mnemonic, Kingpin, Happy Gilmore, The Waterboy, Dodgeball: A True Underdog Story, Starsky & Hutch, The Pacifier, The Longest Yard, The Ridiculous 6, The Dictator, The Hangover Part III, The Last Sharknado: It's About Time, The Predator, The Irishman, The One and Only Ivan."
388,"""Jason Rogel acted in 'The Dark Knight Rises', 'The Social Network', 'Fight Club', and 'The Green Mile'."""
410,"""Saturday Night Live,"" ""MacGruber,"" ""Pineapple Express,"" ""The SpongeBob Movie: Sponge Out of Water,"" ""Mike and Dave Need Wedding Dates"""
416,"""The Adjustment Bureau, The Wolf of Wall Street, The Grand Budapest Hotel"""
439,"""Apocalypse Now, The Fugitive, and The Untouchables"""
447,"Baywatch, Scary Movie, and Starsky & Hutch"
450,"Firestarter, Desperate Hours, The Dead Zone"
457,"Titanic, Charlie's Angels, Shrek, There's Something About Mary, Gangs of New York, Vanilla Sky, The Holiday, Knight and Day, Bad Teacher, The Other Woman"
461,"Poto Mitan!, Come Back, Africa, St. Elmo's Fire, Ghosts Cant Reunite Lovers, Sarafina!, All Night Long, The Lion King (voice)"
474,"""Casablanca, Notorious, Mr. Smith Goes to Washington, The Hunchback of Notre Dame, Lawrence of Arabia, The Cockleshell Heroes, The Third Man, King Solomon's Mines, The Phantom of the Opera, The Adventures of Robin Hood"""
483,"""The Blue Dahlia"" | ""Sullivan's Travels"" | ""I Married a Witch"""
487,"""Gigi | Octopussy | The Thomas Crown Affair | The Three Musketeers | The Night of the Iguana | The Partridge Family Movie"""
500,"""The Treasure of the Sierra Madre, Key Largo, and The African Queen"""
510,"""The Manchurian Candidate, Gidget, Twelve Angry Men, The Fugitive Kind, Judgment at Nuremberg"""
513,"""Annie Get Your Gun, I Love Lucy, and Father of the Bride"" | ""The Pied Piper"" | ""The Court-Martial of Billy Mitchell"" | ""The Greatest Show on Earth"" | ""The Best Things in Life Are Free"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Private Lives of Adam and Eve"" | ""The Girl in White"" | ""The Farmer's Daughter"" | ""The Daughter of Rosie O'Grady"" | ""The Redhead and the Cowboy"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie O'Leary"" | ""The Girl Rush"" | ""The Girl from Jones Beach"" | ""The Secret Life of Walter Mitty"" | ""The Girl from Missouri"" | ""The Time, the Place and the Girl"" | ""The Big Hangover"" | ""The Lemon Drop Kid"" | ""The Daughter of Rosie"
518,"""Hud | Champions | Being There | Cactus Flower | The Americanization of Emily | The Odd Couple | The Day of the Dolphin | The Wind and the Lion | The Best Little Whorehouse in Texas | Absence of Malice | The Big Fix | The Champ | The Toy | The Hindenburg | The Out-of-Towners | The Muppet Movie | The Great Muppet Caper | The Muppets Take Manhattan | The Black Stallion Returns | The Muppets' Wizard of Oz | The Muppets | The Muppets Most Wanted | The Muppets Present: Great Moments in American History | The Muppets Take the Bowl | The Muppets' Guide to Wizardry and Magic | The Muppets' Wizard of Oz: Extended Edition | The Muppets' Christmas Carol | It's a Mad, Mad, Mad, Mad World | The Hustler | The List of Adrian Messenger | The Best Man | The Arrangement | The Honeymoon Machine | The Young Philadelphians | The Diary of Anne Frank | The Big Country | The Long, Hot Summer | The Student Prince | The Private Lives of Adam and Eve | The Big Land | The Iron Petticoat | The Last Time I Saw Paris | The Young and the Damned | The Racket | The Magnificent Yankee | The Man with a Cloak | The Strange Love of Martha Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The Big Clock | The Strange Love of Marth Ivers | The Unseen | The Man Who Cheated Himself | The Unfaithful | The File on Thelma Jordon | The Woman in the Window | The"
532,"""The Craft, Half & Half, The Baby-Sitters Club"""
543,"""Swing Vote, Pocahontas, Sister Act 2, The First Wives Club, Running on Empty"""
563,"""Mean Creek, Camp Rock, Camp Rock 2: The Final Jam, 10 Things I Hate About You, The Fosters"""
567,"""The Maltese Falcon, Moby Dick, and For Whom the Bell Tolls"""
568,Trainspotting | Sunshine on Leith | The Angels' Share | Calendar Girls (TV movie) | The Legend of Barney Thomson
576,"Transformers, Fast & Furious franchise, Ride Along, and many more films"
577,"""Alex Karzis starred in 'The Exorcism of Emily Rose,' 'The Haunting in Connecticut,' and 'The Possession.'"""
582,"Kathleen Ryan acts in ""The Handmaid's Tale"" and ""The Exorcism of Emily Rose"""
586,"""The Proposal, Outsourced, Goon, and Santa Clarita Diet"""
590,"Gunga Din, The Man Who Came to Dinner, I Wake Up Screaming, The Maltese Falcon, Yours Truly, Johnny Dollar, The Man Who Cheated Himself, The Unsuspected, A Walk on the Wild Side, Daisy Kenyon, The Hoodlum Saint, The Strange Love of Martha Ivers, The Unfaithful, The Best Years of Our Lives, The Daughter of Rosie O'Grady, The Unseen, The Woman on Pier 13, The Time of Their Lives, The Big Steal, The Fast Lane, The Daughter of Rosie O'Grady, The Strip, The Unconquered, The Daughter of Rosie O'Grady, The Great Gatsby, The Daughter of Rosie O'Grady, The Big Hangover, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady, The Daughter of Rosie O'Grady"
592,"""Quantum of Solace, Prince of Persia: The Sands of Time, Clash of the Titans, Hansel & Gretel: Witch Hunters, Byzantium, Lara Croft: Tomb Raider, The Escape, Their Finest, The Girl with All the Gifts, Vamps"""
621,"Elizabeth Allan acts in ""The Handmaid's Tale"" and ""Riverdale"""
623,"""Memoirs of a Geisha, Letters from Iwo Jima, The Last Samurai"""
624,"The Matrix, Back to the Future, and CSI: Crime Scene Investigation."
637,"""The Woman in the Bed, The Tenant, Cousin Cousine, The Discreet Charm of the Bourgeoisie, A Very Long Engagement, The Taste of Others, The Story of Adele H., The Mother and the Whore, The Seventh Continent, The Bride Wore Black"""
647,"""The Full Monty, Brassed Off, EastEnders (TV series), The Last Enemy, Broadchurch"""
655,"Russell Means is not a movie or TV star, he was a political activist."
668,"""Avatar | Avengers: Endgame | The Hateful Eight"""
673,"""Sleepless in Seattle, Jingle All the Way, Runaway Bride, Larry Crowne"""
683,"""The Night of the Hunter, The Time Travelers, The Long Hot Summer, The Man Who Shot Liberty Valance, The Big Country"""
705,"""Spirited Away, Princess Mononoke, Howl's Moving Castle"""
713,"Chayanne stars in ""Chayanne"" (TV series), ""El Cantante"" and ""From Prada to Nada"" (films)"
733,"Star Wars, The Muppet Movie, Little Shop of Horrors, Death at a Funeral, In & Out, Dirty Rotten Scoundrels, What About Bob?, The Indian in the Cupboard, Bowfinger, Muppets from Space, The Score, The Stepford Wives, Inside Out, Muppets Most Wanted, Life of Pi, The Dark Crystal: Age of Resistance, Coming 2 America."
735,"""Tom Hardy, not Tom Lycos"" (assuming the question was a typo and the intended actor was Tom Hardy)

If the question was intended for Tom Lycos, I'd need more specific information about the movies he starred in to provide an accurate answer."
761,"""A Star is Born (1976), The Killer (1989), and The Banquet (2006)"""
764,"""High Fidelity, Grosse Pointe Blank, Being John Malkovich, Con Air, Midnight in the Garden of Good and Evil"""
765,"""Gilda | I Married a Witch | Thousands Cheer | The Great Ziegfeld | The Firefly"""
782,"""The Wild Angels, The Green Berets, The Dirty Dozen, The Culpepper Cattle Co., The Bamboo Saucer"""
789,"Walter Steiner acts in ""The Sound of Music"" and ""The Great Escape"""
794,"Elke Sommer appears in ""The Art of Love"" (1965), ""The Silencers"" (1966), and ""There's a Girl in My Soup"" (1970)."
795,"""Hudson Hawk, The King of Comedy, Roseanne, and Dirty Rotten Scoundrels"""
799,"""Comedy Central Roast of Bruce Willis, Drop Dead Gorgeous, Teenage Cocktail, The High Note"""
850,"""Emmanuel Mouret acted in movies such as 'Les Beaux Jours', 'La Chambre Bleue', and 'Le Grand Meaulnes'."""
856,"Dan Stevens starred in ""Downton Abbey"", ""Beauty and the Beast"", and ""The Guest""."
872,"The Phyllis Barry acted in ""The Taming of the Shrew"" and ""The Lion in Winter"" among others."
921,"""Mulk, Article 15, Thappad, Tum Bin, Tum Bin 2"""
932,Timecop (1994) | Tank Girl (1995)
952,Ib Melchior did not direct any films. He was an actor and producer.
958,"""Amour Fou, Les Combattants, and Les Ogres"""
960,"""Bamboozled, The Minus Man, Chi-Raq, and American Son"" | ""Snow Falling on Cedars, The Squid and the Whale, The Great Debaters, and For Colored Girls"""
965,"""The Mist, Broken Bridges, The Day After Tomorrow"""
970,"""Gone with the Wind, The Wizard of Oz, and Ivanhoe"""
971,"Carlo Verdone is the director of several Italian films, including ""Pane e tulipani"" and ""Sorelle"" among others."
1020,"""American Fighter"""
1026,"Monster's Ball, Forsaken, and a few TV movies like ""Truth and Consequences"" and ""Pilot Season"""
1056,"""Orchard: Graces, Concussion"""
1068,"John Stevenson (director) | Kung Fu Panda, Kung Fu Panda 2, Kung Fu Panda 3"
1071,"""The Brown Bunny"""
1076,"Mitja Okorn directed ""The White Meadows"", ""The Silent Mountain"", and ""The Wanadi"""
1078,"""Sarah Watt"" directed ""Strictly Ballroom"" and ""Muriel's Wedding"""
1084,"""All the Strange Creatures, Your Vice is a Locked Room and Only I Have the Key, The Case of the Scorpion's Tail, Torso, The Cat o' Nine Tails, The Strange Vice of Mrs. Wardh, The Night of the Seven Gold Men, The Fifth Cord, The Bird with the Crystal Plumage"""
1087,"""When Harry Met Sally"" | ""The Princess Bride"" | ""Misery"" | ""Stand by Me"" | ""A Few Good Men"""
1090,"Tim Fehlbaum directed ""The Silent Forest"" and ""The Dark Crystal: Age of Resistance"""
1107,"""Hungarian Nightmares, Mephisto, Sunshine"""
1111,"The Matrix, Speed, and Reservoir Dogs"
1112,"""Häxan, På livets løb, and Mordet på Mor-Mormor"""
1121,Neil Diamond did not direct anything. He is a singer-songwriter.
1123,"""Barbarian, Contamination, Starcrash, Hercules, Alien 2: The Spawning"""
1145,"Reinhard Klooss was the director of ""The NeverEnding Story"" and ""The NeverEnding Story II: The Next Chapter"""
1147,"Marc Forster directed ""Monster's Ball"", ""Finding Neverland"", ""Quantum of Solace"", and ""World War Z""."
1149,"""Boys Don't Cry, Stop-Loss, Carrie"""
1155,"""The Edukators, The Wave, and Head Full of Honey"""
1156,"""The Matrix, Terminator 2: Judgment Day, and Interview with the Vampire"""
1175,"John Gulager directed ""Feast"" and ""Piranha 3DD"""
1180,"""Toy Story 2, Toy Story 3, and Cars 2"""
1183,"""L'Avventura | La Notte | Il Deserto Rosso | Blow-Up | Zabriskie Point"""
1188,"""25 Watts, Whisky"""
1199,"""Jay Anania directed 'The Fighter' and 'Southpaw'"""
1217,"Wesley Ruggles (director of ""Cimarron"", ""Swiss Family Robinson"", ""The Bad Man"", ""Fancy Pants"")"
1224,"True Detective (Seasons 1 and 2), Maniac (2018), and No Time to Die (2021 Bond film)"
1247,"""Johnny Suede, Living in Oblivion, The Real Blonde, Doubt, Delirious"""
1253,Charles Haid has not directed any major feature films.
1254,"""Desert Saints, The Sex File, Cruising in Cars, The Big Easy, and The Hole"""
1261,"""Gustavo Loza directed 'The Golden Cage', 'The Crime of Father Amaro', and 'The Apostate'."""
1277,"""Tadpole, 13 Going on 30, and Step Up to the Microphone"""
1310,"""Ravenous, Priest, Face, Madame Sousatzka, The Crying Game"""
1330,"""Mad Max: Fury Road, The Great Gatsby"""
1339,"Fight Club, The Beach, V for Vendetta, Shaun of the Dead, Hot Fuzz"
1347,"""The Conversation, Farewell My Lovely, The Night of the Hunter"""
1369,"Blackfish, Megalodon: The Monster Shark Lives, Unseen

(These are some of the movies Gabriela Cowperthwaite has directed.)"
1373,Rodrigo Cortés
1383,"""Grimm"", ""Borgman"", ""Loft"", ""Tips from Ranan"", ""The Two of Us"""
1402,"""Don Medford's directed films include 'The Great White Hype' and 'The Tuskegee Airmen'."""
1413,"""Tabu"" | ""Arabian Nights"""
1441,"Steve Martin, Bernadette Peters, Christopher Walken"
1446,"Aaron Stanford, Sarah Drew"
1458,"Sarah Michelle Gellar, Ji-hyun Jun"
1470,"John Simm, Julia Stiles, and Kate Winslet"
1488,Cary Grant | Josephine Hull | Jean Adair
1496,"Richard Gere, Michael Douglas, Debra Messing, James Woods, Blythe Danner"
1501,Rock Hudson | Audrey Hepburn | Charles Boyer
1512,"Idris Elba, Maj Rashid"
1516,"John Malkovich, James Woods, Robert Loggia, and Daryl Hannah"
1527,"Javier Bardem, Natalie Portman, Stellan Skarsgård"
1530,"Tim Allen, Martin Short, Kirstie Alley, and Nancy Travis"
1543,"Sandra Bullock, Quinton Aaron, Tim McGraw, and Kathy Bates"
