,Model
2867,Majid Majidi
3044,John McTiernan
2648,Woody Allen
2474,Rinko Kikuchi
7820,1985
4866,"Family, Sport"
7342,1945
5572,"Thriller, 2014, Adam Wingard, Simon Barrett, Dan Stevens, Brendan Meyer, Maika Monroe"
6310,Bill Forsyth
88,"Pretty Woman, Shallow Hal"
9260,"Sheena, King Kong, Three Days of the Condor, The Parallax View"
4656,Comedy
5321,"Comedy starring Regina Hall, Mike Epps, and Cedric the Entertainer, released in 2005 and tagged with Cedric the Entertainer."
367,"Under the Same Moon, No Good Deed"
9138,A Hatful of Rain
6535,"John Huston, Claud Cockburn, Truman Capote"
1121,Neil Diamond did not direct anything in the given context.
3971,"Drama, Irish, written by John Michael McDonagh"
3785,Anat Baron
8048,2010
9000,"The Blind Side, (if applicable) other unspecified movies about adoption."
4367,Horror
8019,1953
388,Swamp Shark
4657,Sci-fi
5333,"Drama, written by Tom Bradby, directed by James Marsh, 2012 release, tags: james marsh"
3459,Peter Chelsom
4819,Drama
107,Otello
251,"A Star is Born, Blade Runner, Convoy, Alice Doesn't Live Here Anymore, Lone Star, Pat Garrett and Billy the Kid, The Last Movie, Vampire's Kiss, The Wind and the Lion, Crazy Heart, Blume in Love, The Sentinel, A Soldier's Story, The Great Santini, The Thing, The Dead Pool, The Domino Principle, The Cannonball Run, The Phantom of the Paradise, The Only Game in Town, The Strawberry Statement, The Appaloosa, The Last Song, The Gospel According to St. Matthew, The Last Detail, The Culpepper Cattle Co., The Walking Stick, The Last Picture Show, The Sacketts, The Great Northfield Minnesota Raid, The Day of the Locust, The Cannonball Run II, The Border, The Last Chase, The Night the Lights Went Out in Georgia, The Man Who Would Be King, The Firm, The Apostle, The Trip, The Double McGuffin, The Sons of Katie Elder, The Last Hurrah, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie, The Last Movie,"
3079,Billy O'Brien
1616,Christian Slater
259,Children Shouldn't Play with Dead Things
4901,"Magic, Horror"
2970,Chris Marker
7011,Rob Thompson
1446,"Irene Cara, Moses Gunn, Kevin Hooks"
4828,"Drums Along the Mohawk, genre: War"
360,"Best Foot Forward, Lone Wolf Spy Hunt, Babes on Broadway, The Youngest Profession"
2515,"Rolf Lassgård, Robert Mitchum, Lennart Jähkel, Robert Wagner"
1224,Jane Eyre
2948,Farhan Akhtar
9166,Movie 43
8906,"Spaceballs, The Great Outdoors, Summer Rental, The Blues Brothers, Cool Runnings, Going Berserk, Volunteers, Uncle Buck, Who's Harry Crumb?, The Rescuers Down Under, Splash, Stripes."
9333,"Footloose, Black Snake Moan"
108,"The Spy in Black, The Girl on a Motorcycle, The Red Shoes"
5547,Civil War drama
8118,1998
2358,"Thi Loc Truong, Man San Lu"
8387,1937
4850,"Comedy, Drama"
5079,English
2245,"George C. Scott, Jack Lemmon, Fredric March, Spencer Tracy, Dick York"
5589,"vampires, Daybreakers, cure, blood, ethan hawke, willem dafoe, australian"
6301,Jeremy Leven
7881,2004
1608,"Kate O'Mara, Noel Trevarthen, Sue Lloyd, Peter Cushing"
9943,The Laramie Project
8764,"Seven Samurai, Sanjuro, Dreams, Throne of Blood, Rashomon, The Bad Sleep Well, Ran, Yojimbo, The Hidden Fortress, High and Low"
6120,"Metropolis, dystopia, science fiction, anime, tezuka, animation, German, silent film, bd-r, music"
1056,"Concussion, Stacie Passon"
1730,"Paul Robeson, Herbert Lom, Alison Doody, Roland Young, Richard Chamberlain, Sharon Stone, Patrick Swayze, Deborah Kerr, Cedric Hardwicke, Anna Lee, Richard Carlson, Stewart Granger"
3653,Vikramaditya Motwane
3207,Irving Pichel
7774,1963
8176,1980
2138,"Robert De Niro, Andrea Feldman, Val Kilmer, Al Pacino, Joe Dallesandro, Sylvia Miles"
9237,Concrete Night
7198,"Malcolm X, Alex Haley, Arnold Perl"
8374,The context does not provide information about the release year of the film [While She Was Out].
7750,1983
4087,Comedy
6057,"horror, suspense, antichrist, 1976, remake"
2260,"Dwayne Johnson, Ian McShane, John Hurt"
9445,The Scarlet Empress
3620,Norman Taurog
1765,Alyson Stoner
9529,Griff the Invisible
4031,Action
3677,Neil Jordan
2609,Steven Spielberg
8526,2013
6686,"Frank P. Rosenberg, William L. Stuart, Robert E. Kent, Ben Hecht"
3889,Horror
5703,"island, adventure, story, disney"
8890,"Halloween, House of 1000 Corpses, The Lords of Salem, The Devil's Rejects, The Haunted World of El Superbeasto"
4613,High Noon has_genre Western
9168,"The Night Listener, The Business of Strangers"
5245,Portuguese
568,The Angels' Share
5234,English
647,"The Monkey's Mask, Better Than Sex"
1217,"Cimarron, Arizona, The Gilded Lily, True Confession, I'm No Angel"
8491,"1947, 2010"
8267,2003
4029,Drama
2848,Norman Taurog
7299,2014
2688,Mario Van Peebles
4354,"Hysteria, the movie, has the genre Hysteria."
6518,"Iris Rainer, Mary Agnes Donoghue"
3297,Robert Mulligan
1026,Directed: None (provided context only mentions movies Kiefer Sutherland has acted in)
3952,Horror
8884,"The Adventures of Robin Hood, The Bride Came C.O.D., The Man Who Came to Dinner, The Match King, George Washington Slept Here"
8098,1999
4922,Music
4681,Fantasy
3209,François Ozon
8471,1952
6723,Keoni Waxman
9127,"High, Wide, and Handsome"
6765,"James Edward Grant, Harry Brown"
5577,"Baseball, Comedy, 2005 release, starring Sammi Kane Kraft, Billy Bob Thornton, and Greg Kinnear."
6902,David Mamet
3298,Nanette Burstein
9137,"Alien Nation, Farscape, SeaQuest DSV, Colony, Aeon Flux, V, The Neighborhood, Sirens, and Deadly Class."
8532,"1949, 2006"
3706,William A. Wellman
5662,"Comedy movie from 2003, set in a college fraternity, starring Luke Wilson, Will Ferrell, and Vince Vaughn, written by Court Crandall, Todd Phillips, and Scot Armstrong."
3100,"Malcolm St. Clair, Gustav Machatý, John Ford"
4751,Crime
6259,"Roland Kibbee, Joseph Fields"
8547,1978
5924,"Drama, Comedy, Hindi, Rajkumar Hirani, God, Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani, 2014."
7223,"1993, 2003"
6929,Buster Keaton
14,"""Enchanted, Despicable Me 2, Revenge of the Green Dragons, Camp"""
1660,"Katherine Helmond, Len Cariou, Lukas Haas, Alex Rocco"
5405,"Moby Dick is a 1956 film directed by John Huston, starring Gregory Peck, Richard Basehart, and Leo Genn, based on Herman Melville's novel, with additional writing credits to Ray Bradbury and Moby Dick as a tag for Bradbury, Huston, Basehart, Peck, Melville, and bd-r."
2510,"Maureen O'Sullivan, Johnny Weissmuller"
9567,"The Buccaneer, Samson and Delilah"
3263,Norman Tokar
8846,"Breakfast on Pluto, The Wind That Shakes the Barley, Red Eye, Girl with a Pearl Earring, Sunshine, Disco Pigs, Intermission, On the Edge, Retreat, The Edge of Love, Watching the Detectives, Inception, Red Lights."
6060,"Japanese movie from 1936, directed by Kenji Mizoguchi."
8506,1940
2698,"Paolo Taviani, Vittorio Taviani"
333,Dances with Wolves
7476,2006
4119,Thriller
8475,2002
2288,"Bradley Whitford, Darren McGavin, Adam Sandler"
6516,Scott Silver
8709,"Jason and the Argonauts, The Three Lives of Thomasina"
263,"Spin, Date"
9542,"World on a Wire, The Thirteenth Floor"
7512,"1953, 1961, 1973, 2012"
7757,2007
8615,2011
9242,Not provided in the context.
9165,Lord Love a Duck
3309,Richard Linklater
6990,Raymond De Felitta
9356,Ordinary People
2592,"Stella (not the film) directed by Stella (not the film, but the person)"
6203,Ramin Bahrani
4071,"Thriller, Action"
3034,John McTiernan
7157,Howard Ashman
3518,Nicolas Winding Refn
3091,Vincente Minnelli
8182,2009
6890,Takashi Miike
8126,2004
3519,Cédric Klapisch
9583,The Trouble with Girls (written by Day Keene)
3903,Western
764,"Grosse Pointe Blank, Say Anything..., The Grifters, America's Sweethearts, 2012, Being John Malkovich, Midnight in the Garden of Good and Evil, Grosse Pointe Blank, Say Anything..., The Grifters, America's Sweethearts, 2012, Being John Malkovich, Midnight in the Garden of Good and Evil, 1408, War, Inc., Runaway Jury, The Raven, The Ice Harvest, High Fidelity, The Paperboy, Money for Nothing, Identity, Con Air, Serendipity, The Sure Thing, Martian Child, Must Love Dogs, Hot Tub Time Machine, Igor, Grace Is Gone, Pushing Tin."
5326,"Comedy, Billy Crystal, Julia Roberts, John Cusack, Hank Azaria, Seth Green"
1488,Not provided in the context
2684,Abel Ferrara
6389,"Frank Pierson, P.F. Kluge"
1441,"Edith Fellows, Jessica Harper, Steve Martin, Bernadette Peters, Madge Evans, Bing Crosby, Louis Armstrong"
518,"I Never Sang for My Father, Hud"
439,A Short History of Decay
3288,James Franco
3886,Comedy
5371,"french, new wave, comedy, drama, british"
101,The Eel
1655,"Anita Björk, Ulf Palme, Peter Mullan, Saffron Burrows"
303,"Comedians of Comedy, Just Before I Go, The Big Sick, The Sarah Silverman Program, Evolution, Super High Me, Wreck-It Ralph, The Devil's Rejects, The Simpsons Movie, Ghosted, The Mick, The Good Wife, The Comedy Store, The Walking Dead, The Standups, The Great Outdoors, The Late Late Show with Craig Ferguson, The Late Show with Stephen Colbert, The Late Show with David Letterman, The Late Show with Jimmy Fallon, The Late Show with Seth Meyers, The Late Show with James Corden, The Late Show with Conan O'Brien, The Late Late Show with Craig Kilborn, The Late Late Show with Tom Snyder, The Late Late Show with Joan Rivers, The Late Late Show with Regis and Kathie Lee, The Late Late Show with Arsenio Hall, The Late Late Show with Craig Ferguson, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late Late Show with Arsenio Hall, The Late Late Show with James Corden, The Late Late Show with Tom Hanks, The Late Late Show with Tom Selleck, The Late Late Show with Tim Allen, The Late Late Show with Craig Kilborn, The Late Late Show with Regis Philbin, The Late Late Show with David Letterman, The Late Late Show with Joan Rivers, The Late Late Show with Tom Snyder, The Late"
7335,1966
1835,"Christopher Walken, Willem Dafoe, Asia Argento"
2534,"Wendell Corey, Paul Newman, Walter Pidgeon"
5356,"Drama film released in 1999, written by Rod Lurie, starring Kevin Pollak, Timothy Hutton, and Sheryl Lee Ralph."
5151,English
9288,The Eighth Day
5414,"cold war, conspiracy, political, thriller, assassin, brainwashing, john frankenheimer, janet leigh, angela lansbury, frank sinatra"
6639,Pablo Trapero
1147,"""Marc Forster directed The Kite Runner, Finding Neverland, World War Z, Stay, Quantum of Solace, Monster's Ball, Machine Gun Preacher."""
6412,Neal Cassady
8953,"Extraordinary Measures, Leaves of Grass, The Magic of Ordinary Days"
346,"Beginning of the End, Killers from Space"
9263,Mulan
2147,"Fay Bainter, Martha Scott, William Holden, Beulah Bondi"
3315,Johnny Kevorkian
