,Model
2389,"Hugh Laurie, Allison Janney, Oliver Platt, Alia Shawkat"
3742,George Cukor
1618,"Eric Lively, Dustin Milligan, Gina Holden, Erica Durance"
8329,1954
850,Shall We Kiss?
2412,"Liam Neeson, Diane Kruger, Aidan Quinn, Greg Kinnear, Bridget Moynahan, Jim Caviezel, January Jones"
5138,French
5603,"Action Western

Question:
What year was the movie [Hell Ride] released?

A:
2008

Question:
Who are some of the actors in [Hell Ride]?

A:
Leonor Varela, Larry Bishop

Question:
What genre does [Hell Ride] belong to?

A:
Action

Question:
Does [Hell Ride] have any tags?

A:
yes, dennis hopper, quentin tarantino

Question:
What other movies were released in 2008?

A:
Disaster Movie, Extreme Movie, Passengers, Ghost Voyage, Trailer Park of Terror, Killer Movie, Midnight Movie, What Happens in Vegas, Shark in Venice, Bangkok Dangerous, Day of the Dead, Nights in Rodanthe, The Flight Before Christmas, The Haunting of Molly Hartley, 33 Scenes from Life, The Midnight Meat Train, Alone in the Dark II, One-Eyed Monster, The Sisterhood of the Traveling Pants 2, Love Story 2050, The Dead Outside, The Headless Woman, The Ruins, Gomorrah, Death Racers, Life in Flight, The Forbidden Kingdom, The Day the Earth Stood Still, The Hurt Locker, Miracle at St. Anna, Gangster Squad, 21 Jump Street, Heartbreak Ridge, Predator 2, Midnight Run, Screamers, Kung Fu Panda 2, The Day the Earth Stood Still, The Lone Ranger, Die Hard, Live Free or Die Hard, Highwaymen, Lethal Weapon 2, Battle of Los Angeles, Planet Terror, The Last Deadly Mission, A Christmas Tale, The Ruins, Doom, Gomorrah, Teenage Mutant Ninja Turtles, Death Racers, The Extraordinary Adventures of Adèle Blanc-Sec, Flu Bird Horror, Asylum, The League of Extraordinary Gentlemen, Death Race 2000, Lethal Weapon 4, Belly of the Beast, Life in Flight, The Forbidden Kingdom, The Headless Woman, The Horseman, Embodiment of Evil, Mark of an Angel, Of Time and the City, The Horseman, Superman Returns, V for Vendetta, The Hurt Locker, Another Cinderella Story, Strange Wilderness, True Romance, The Tale of Despereaux, The Sweeney, Bad Company, Journey to the Center of the Earth, Twilight, Taxi, A Film with Me in It, Akira, Fallen Angels, On Deadly Ground, Hobo with a Shotgun, Flashback, Fantastic Four, Prairie Fever, Pineapple Express, The Family That Preys, Conan the Barbarian, Tears of April, Easy Wheels, Camp Rock, The Evil That Men Do, Demolition Man, The Rock-afire Explosion, 47 Ronin, Grindhouse, Tropic Thunder, The Onion Movie, Tortured, Pacific Rim, Wicked Blood, Alien Raiders, Cutthroat Island, Four Nights with Anna, The Spook Who Sat by the Door, Man on Fire, True Romance, The Tale of Despereaux, The Sweeney, Bad Company, Journey to the Center of the Earth, Twilight, Taxi, A Film with Me in It, Akira, Fallen Angels, On Deadly Ground, Hobo with a Shotgun, Flashback, Fantastic Four, Prairie Fever, Pineapple Express, Rambo, The Family That Preys, Conan the Barbarian, Tears of April, Easy Wheels, Camp Rock, The Evil That Men Do, Demolition Man, The Rock-afire Explosion, 47 Ronin, Grindhouse, Tropic Thunder, The Onion Movie, Tortured, Pacific Rim, Wicked Blood, Alien Raiders, Cutthroat Island, Four Nights with Anna, The Spook Who Sat by the Door, Man on Fire

Question:
What other movies were released in the same year as [Hell Ride] that also have the tag [dennis hopper]?

A:
River's Edge, True Romance

Question:
What other movies were released in the same year as [Hell Ride] that also have the tag ["
2417,Steven C. Miller (directed_by)
33,"The Night Stalker, Mrs. Pollifax-Spy, The Challenge, Billy Madison"
733,"The Dark Crystal, Dirty Rotten Scoundrels, The Indian in the Cupboard, Bowfinger, What About Bob?"
9698,"Up in the Air, Thumbsucker"
9140,The Canterbury Tales (not movies)
2498,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani"
5680,"Western, Drama, Gold"
96,"City Slickers, Young Guns, Panic in the Streets"
3605,Darren Aronofsky
6391,Richard Price
2128,Alina Levshin
4700,"Videocracy, politics"
799,I'm the One That I Want
4339,Comedy
31,Fires on the Plain
8314,2012
8763,"The Conjuring, Higher Ground, Source Code, The Departed"
5278,"Drama, Family"
1330,The Match
1383,"Borgman, The Northerners"
7915,1993
1981,"Tim Roth, Thandie Newton, Tupac Shakur"
3016,Hal Ashby
6715,"Charles Dance, William J. Locke"
7072,"Brian Holden, Matt Lang, Nick Lang"
2894,Jeffrey Fine
7585,2001
9130,Swimming
1825,"Florence Darel, Anne Teyssèdre, Hugues Quester"
8634,"The Quiet, The Girl Next Door, He Was a Quiet Man"
3132,Robert Benton
1512,"John Malkovich, Irène Jacob, Sophie Marceau"
8993,"Humoresque, Three Strangers, Johnny Belinda, Nobody Lives Forever, The Mask of Dimitrios, Three Came Home, Titanic, Phone Call from a Stranger, Road House"
39,A Modern Affair
7469,2012
1543,"Quinton Aaron, Sandra Bullock, Tim McGraw"
9329,Dead in Tombstone
9396,"Don't Worry, I'm Fine, Welcome"
7459,1968
6853,Ranald MacDougall
2485,"Rachel McAdams, Owen Wilson, Marion Cotillard, Adrien Brody, Kathy Bates, Woody Allen"
9809,Freddy Got Fingered (not written by Tom Green)
9816,"Higher and Higher, Poor Little Rich Girl, Stand Up and Cheer!"
4080,Western
1562,"Peter Graves, Peggie Castle"
4963,Drama
7969,2012
6605,Neil Simon
1891,"Yuji Okumoto, Chris Makepeace, Don Michael Paul"
3011,Alexis Dos Santos
1175,"Piranha 3DD, Feast"
5457,"Comedy directed by Kamal Tabrizi, released in 2004, starring Parviz Parastui."
3542,Aram Avakian
29,Faces of Death IV
1833,"Damien Nguyen, Bai Ling, Nick Nolte, Hans Petter Moland"
9568,"Deadfall, 1993"
4791,"Western

Context:

* [Wichita] is a 1955 American Western film directed by Jacques Tourneur.
* [The Magnificent Seven] is a 1960 American Western film directed by John Sturges.
* [The Good, the Bad and the Ugly] is a 1966 Italian Spaghetti Western film directed by Sergio Leone.
* [Django Unchained] is a 2012 American revisionist Western film directed by Quentin Tarantino.
* [Once Upon a Time in the West] is a 1968 Italian Spaghetti Western film directed by Sergio Leone.

Question:
What kind of movie is The Magnificent Seven?

A:
American Western

Question:
What nationality is the director of The Good, the Bad and the Ugly?

A:
Italian

Question:
What year was Once Upon a Time in the West released?

A:
1968

Question:
What genre is Django Unchained?

A:
American revisionist Western

Question:
What is the director of Wichita?

A:
Jacques Tourneur"
952,"Death Race, The Angry Red Planet"
3963,Thriller
7020,Fabián Bielinsky
3782,"Tim Fehlbaum, Krzysztof Piesiewicz"
1145,Tarzan
960,"""9500 Liberty, Charlotte Sometimes"""
3522,Stephen Hawking (written_by Hawking)
3375,Alan Rudolph
4982,Swedish
4768,Action
2236,"Josh Lucas, Jon Voight, Derek Luke"
3774,David Zucker
2340,"Emmanuelle Riva, Isabelle Huppert"
2304,"John Lithgow, Melinda Dillon, and Kevin Peter Hall"
7497,2005
2868,Kevin Greutert
8956,"Notes on a Scandal, Philomena, Mrs Henderson Presents, Skyfall, The Best Exotic Marigold Hotel, Shakespeare in Love, The Shipping News, Chocolat."
6660,Takashi Miike
576,"Transformers, Waist Deep"
5123,English
4362,"Comedy, Twin Sitters, The Double, The Brothers, Twin Dragons, Sister Act, The Odd Couple, The Banger Sisters, Two Sisters from Boston, Double or Nothing, Hannah and Her Sisters, The Inbetweeners 2, The Overbrook Brothers, The Triplets of Belleville, Double Wedding, The Babymakers, The Brothers McMullen, Cheaper by the Dozen 2, Duplex, The Other Sister, Double Dynamite, Where the Boys Are, The Brothers Bloom, Sibling Rivalry, Lars and the Real Girl, The Twonky, Two of a Kind, Brother Bear 2, Step Brothers, The Descendants, The Inbetweeners Movie, Mean Girls 2, A Very Brady Sequel, The Brothers Solomon, Double Team, They Call Me Trinity, Six Degrees of Separation, Murphy's Romance, You, Me and Dupree, Torch Song Trilogy, Parenthood, Swingers, Sorceress, Sex and the City 2, It's Kind of a Funny Story, The In-Laws, The Blues Brothers, Cousins, Little Sister, The Nanny Diaries, Couples Retreat, My Girl 2, Threesome, Two Girls and a Guy, The Major and the Minor, The Princess and the Pirate, Mirror Mirror, Cheaper by the Dozen, The Princess Diaries, The Angels' Share, Jack and Jill, The Breakfast Club, The Sunshine Boys, The Other Woman, Parents, Uptown Girls, Boys on the Side, Oh, God! Book II, Melinda and Melinda, Your Sister's Sister, It's a Boy Girl Thing, Harold and Maude, The Opposite Sex, The Kid Brother, Jerry and Tom, The Prince and Me, Double Take, Boy Meets Girl, The Honeymooners, The Baby-Sitters Club, Sex and the City, The Wedding Singer, Diary of a Wimpy Kid, The Cowboy and the Lady, Bridget Jones's Diary, Connie and Carla, Mary and Max, Like Father Like Son, Nobody's Baby, Once Upon a Honeymoon, Sex and the Single Girl, Wonder Boys, Love Actually, Partners, Husbands and Wives, Pauline and Paulette, Despicable Me 2, Breakfast at Tiffany's, Josie and the Pussycats, Cousin Bette, Toy Story 2, Boyfriends and Girlfriends, Housefull 2, The Family Jewels, What?, Vice Versa, The Parent Trap, Afternoon Delight, The Little Rascals, Blues Brothers 2000, The Facts of Life, The Family, A Fine Pair, Mrs. Brown's Boys D'Movie, Multiplicity, O Brother, Where Art Thou?, Double Dhamaal, The Mirror Has Two Faces, Two Much, Three Little Words, The Olsen Gang on the Track, The Egg and I, My Sucky Teen Romance, It Runs in the Family, Grown Ups 2, Second Honeymoon, Dabangg 2, Group Sex, Me and You and Everyone We Know, The Prince and the Showgirl, The Little Shop of Horrors, My Sister Eileen, Dr. Dolittle 2, Quartet, Two for the Road, A Midsummer Night's Sex Comedy, Brother Orchid, The Three Stooges, Hank and Mike, Clerks II, Romance in Manhattan, Tooth Fairy 2, Baby Mama, Mean Girls, American Pie 2, Little Miss Sunshine, Big Momma's House 2, Lock, Stock and Two Smoking Barrels, The Lizzie McGuire Movie, The Witches of Eastwick, About a Boy, From Justin to Kelly, The Texas Chainsaw Massacre 2, There's Something About Mary, Stranger Than Paradise, Village of the Giants, The Stepford Wives, Twister, Frances Ha, The Olsen Gang, Paternity, Sixteen Candles, Upstairs and Downstairs, Little Nicky, The Devil and Miss Jones, The Trouble with Angels, Cain and Mabel, Austenland, Help!, The Paper, Six of a Kind, Book of Love, Confessions of a Teenage Drama Queen, It's Complicated, Roommates, The Mating of Millie, Tim and Eric's Billion Dollar Movie, Crossing Delancey, Little Secrets"
4271,Drama
304,"""Marlène Jobert appears in 'The Longest Day' and 'The Day of the Jackal'."""
7100,Jack Schaefer
7898,1979
8265,1982
1578,"Johnny Knoxville, Chris Pontius, Bam Margera, Jeff Tremaine, Preston Lacy"
311,"National Lampoon Presents Dorm Daze, Transylmania"
8217,1990
655,"Pathfinder, The Last of the Mohicans, 29 Palms"
6642,"Humphrey Cobb, Stanley Kubrick"
2818,Tony Palmer
765,"I Was an Adventuress, I Was an Adventuress"
7831,2007 (for both Planet Terror and Death Proof)
80,Purely Belter
673,Jingle All the Way
7759,"1987, 2007"
4041,Drama
5337,"devil, supernatural"
2129,"John Travolta, Samuel L. Jackson, Connie Nielsen"
9528,I Am Love
92,"Little Children, Watchmen, A Nightmare on Elm Street, Breaking Away"
872,What! No Beer?
4483,Comedy
3338,Laurent Cantet
3125,Alan J. Pakula
8131,2014
5406,"beat generation, drama, 2013"
713,Dance with Me
7850,1947
5422,"Drama film about the life of supermodel Gia, written by Michael Cristofer and Jay McInerney, starring Angelina Jolie, released in 1998."
6465,Judith Rossner
623,"Destroy All Monsters, Japanese kaiju film from 1968"
5515,"Fanboys, Comedy, 2009, Kyle Newman, Jay Baruchel, Dan Fogler, Chris Marquette, Sam Huntington, Kristen Bell"
5286,"Crime, Drama, Action, Vigilante"
3467,Not specified in the context.
4484,Horror
2232,"Dennis Weaver, James Garner, Claude Akins"
1595,"Alan Ritchson, William Fichtner, Will Arnett, Megan Fox"
416,"The Battery

Question:
what genres does The Battery have

A:
Drama, Horror

Question:
when was The Battery released

A:
2012"
8128,2013
3023,John Schultz
7726,1998
8079,1965
9189,The Greatest
3123,Danny DeVito
1768,"John Carradine, Raquel Welch, Richard Burton, Edgar G. Ulmer (director)"
4248,"Crime, French"
7787,2013
6119,"london, 2010, keira knightley, colin farrell, william monahan"
4058,"Big Hero 6, Animation"
7415,2004
9051,Slim Susie
3328,Robert Z. Leonard
9071,"Oculus, Absentia"
2375,Isabelle Weingarten
3320,Alfred Hitchcock
8856,"The Gospel According to St. Matthew, Accattone, Teorema, Medea, The Decameron, Ro.Go.Pa.G., Salò, or the 120 Days of Sodom, La rabbia, Love Meetings, The Hawks and the Sparrows, Oedipus Rex."
1683,Yul Brynner
1671,"Takeshi Kitano, Beah Richards, Robert Culp, Marlyn Mason, Richard T. Heffron"
7551,2002
2867,Majid Majidi
3044,John McTiernan
2648,Woody Allen
2474,Rinko Kikuchi
7820,1985
4866,"Sport, Family"
7342,1945
5572,"The Guest, Thriller, Uninvited Guest, The Roommate, The Night Visitor, The Motel Life, The Tourist, Unlawful Entry, Law Abiding Citizen, Domestic Disturbance, Stranger in the House, Fermat's Room, Boarding Gate, Apartment Zero, Runaway Jury, The Dancer Upstairs, Trespass, The Invasion, Notes on a Scandal, The Bedroom Window, Poolhall Junkies, The Burglar, Animal Room, Foreign Correspondent, Wedding in Blood, Zebra Lounge, The Happening, Strangers on a Train, Mischief Night, Wild Geese II, Trial by Jury, The Killing Room, The Assignment, The Fifth Estate, The Captive, The Getaway, The Perfect Host, The Presence, The Poker Club, The Adjustment Bureau, The Thirteenth Floor, The Juror, The Interview, The Glass House, Occupant, The Internecine Project, The Babysitter, The Liability, The Loft, Lakeview Terrace, The Warriors, Mute Witness, Captivity, Assault on Precinct 13, The Riot Club, The Osterman Weekend, Swimming Pool, The Debt, Infernal Affairs, Sleeping with the Enemy, The Night Walker, The Mooring, Trois, The Stepfather, Last Passenger, Night Train to Munich, Trans-Europ-Express, U.S. Marshals, Stranger by the Lake, The Naked Edge, The Temp, Sinners and Saints, The Company You Keep, The Return, Exam, Cold Creek Manor, Civic Duty, The Kidnapping of the President, The Caller, The Riddle of the Sands, Guns, Girls and Gambling, A Shock to the System, The Interview, The Glass House, Occupant, The Internecine Project, The Babysitter, The Liability, The Loft, Lakeview Terrace, The Warriors, Mute Witness, Captivity, Assault on Precinct 13, The Riot Club, The Osterman Weekend, Swimming Pool, The Debt, Infernal Affairs, Sleeping with the Enemy, The Night Walker, The Mooring, Trois, The Stepfather, Last Passenger, Night Train to Munich, Trans-Europ-Express, U.S. Marshals, Stranger by the Lake, The Naked Edge, The Temp, Sinners and Saints, The Company You Keep, The Return, Exam, Cold Creek Manor, Civic Duty, The Kidnapping of the President, The Caller, The Riddle of the Sands, Guns, Girls and Gambling, A Shock to the System, The Interview, The Glass House, Occupant, The Internecine Project, The Babysitter, The Liability, The Loft, Lakeview Terrace, The Warriors, Mute Witness, Captivity, Assault on Precinct 13, The Riot Club, The Osterman Weekend, Swimming Pool, The Debt, Infernal Affairs, Sleeping with the Enemy, The Night Walker, The Mooring, Trois, The Stepfather, Last Passenger, Night Train to Munich, Trans-Europ-Express, U.S. Marshals, Stranger by the Lake, The Naked Edge, The Temp, Sinners and Saints, The Company You Keep, The Return, Exam, Cold Creek Manor, Civic Duty, The Kidnapping of the President, The Caller, The Riddle of the Sands, Guns, Girls and Gambling, A Shock to the System, The Interview, The Glass House, Occupant, The Internecine Project, The Babysitter, The Liability, The Loft, Lakeview Terrace, The Warriors, Mute Witness, Captivity, Assault on Precinct 13, The Riot Club, The Osterman Weekend, Swimming Pool, The Debt, Infernal Affairs, Sleeping with the Enemy, The Night Walker, The Mooring, Trois, The Stepfather, Last Passenger, Night Train to Munich, Trans-Europ-Express, U.S. Marshals, Stranger by the Lake, The Naked Edge, The Temp, Sinners and Saints, The Company You Keep, The Return, Exam, Cold Creek Manor, Civic Duty, The Kidnapping of the President, The Caller, The Riddle of the Sands, Guns, Girls"
6310,Bill Forsyth
88,"Pretty Woman, Shallow Hal"
9260,"Sheena, King Kong, The Parallax View"
4656,Comedy
5321,Comedy series starring Jackie Gleason and Audrey Meadows
367,"Under the Same Moon, No Good Deed"
9138,A Hatful of Rain
6535,"John Huston, Claud Cockburn"
1121,"Nothing, Neil Diamond wrote Reel Injun but did not direct any of the given films."
3971,Drama
3785,Anat Baron
8048,2010
9000,The Blind Side
4367,"The Last Horror Movie, The Last Horror Movie, The Last Man on Earth, The Final, The Last Exorcism, The Last Exorcism Part II, Killer Movie, End of the Line, The Texas Chain Saw Massacre, The Texas Chainsaw Massacre 2, The Exorcist, End of Days, The Ghost of Frankenstein, The Return of the Living Dead, The Crazies, The Last House on the Left, Scary or Die, Dawn of the Dead, Hood of Horror, Aftershock, Final Destination 2, It's Alive, The Haunting, The Omen, Friday the 13th Part III, Q, The Violent Kind, Dead End, Final Destination 3, War of the Dead, The Ghost, The Terror, V/H/S/2, Beyond the Darkness, Friday the 13th, Silent Night, Deadly Night Part 2, Home Movie, From Beyond the Grave, The Vault of Horror, Halloween, The Objective, The Woman in Black, Hell of the Living Dead, House of Frankenstein, The Task, Silent Night, Bloody Night, The Frighteners, Man-Thing, The Blair Witch Project, The Nature of the Beast, Dark Night of the Scarecrow, Friday the 13th Part 2, Forget Me Not, Night of the Living Dead 3D, Frankenstein and the Monster from Hell, The Legacy, Phenomena, An American Werewolf in Paris, Alone in the Dark II, The Theatre Bizarre, Saw II, From Beyond, Fright Night, The Purge, The Terror Within, Them!, Midnight Movie, The Monster, The Dead, Final Destination, Phantom of the Rue Morgue, The Quiet Ones, Night Terrors, The Grudge 3, Revenge of the Zombies, Rise of the Zombies, When a Stranger Calls, The Baby, Saw III, The Curse of Frankenstein, Wer, Diary of the Dead, V/H/S, Late Phases, Don't Be Afraid of the Dark, The City of the Dead, The Conjuring, C.H.U.D., Not of This Earth, The Human Race, Spirits of the Dead, The Ugly, Would You Rather, The Era of Vampires, Dead of Night, House on Haunted Hill, Ax 'Em, Final Destination 5, Night of the Creeps, Night of the Ghouls, Circus of Horrors, Phantom of the Opera, Tooth and Nail, The Others, Evil Dead, The Curse, Tales of Terror, Rest Stop, Sssssss, The Grudge 2, Strangeland, The Ring, From Hell It Came, Autopsy, The Unknown, Paranormal Activity, Saw V, The Quatermass Xperiment, Sweet Home, The Undead, What We Do in the Shadows, The Blob, House of 1000 Corpses, Return to House on Haunted Hill, The Woman, The Carpenter, The Cabin in the Woods, The Believers, Hellbent, Night of the Comet, Nothing But the Night, Ring, Watchers, Paranormal Activity 2, One Missed Call, I, Monster, The Haunting in Connecticut, Day of the Dead, The Funhouse, The Black Room, Subspecies, Riding the Bullet, At the Devil's Door, Stay Alive, Paranormal Activity 3, City of the Living Dead, Darkest Night, Diary of a Madman, The Abandoned - Horror"
8019,1953
388,Swamp Shark
4657,Sci-Fi
5333,"Shadow, Dancer, Drama, 2012"
3459,Peter Chelsom
4819,"The Wayward Bus, The Wayward Bus, The Wayward Bus are all in the Drama genre."
107,"Carmen, Otello"
251,Heaven's Gate
3079,Billy O'Brien
1616,Christian Slater
259,"Alan Ormsby written_by Popcorn, My Bodyguard, Children Shouldn't Play with Dead Things"
4901,"Horror, Family"
2970,Chris Marker
7011,Howard Zieff
1446,"Moses Gunn, Irene Cara, Kevin Hooks, Angela (written by Rebecca Miller)"
4828,"Drums Along the Mohawk, War"
360,"The Lone Wolf Spy Hunt, Babes on Broadway, Best Foot Forward, The Youngest Profession"
2515,"Robert Mitchum, Rolf Lassgård, Robert Wagner, Lennart Jähkel"
1224,Jane Eyre (1996)
2948,Farhan Akhtar
9166,Movie 43
8906,"The Great Outdoors, Spaceballs, Summer Rental, Who's Harry Crumb?, Splash, Going Berserk, The Rescuers Down Under, Uncle Buck, Volunteers"
9333,"Footloose, Black Snake Moan"
108,"The Spy in Black, The Red Shoes, The Girl on a Motorcycle"
5547,"Historical drama, starring Cary Grant, Martha Scott, and Cedric Hardwicke."
8118,1998
2358,"Thi Loc Truong, Man San Lu"
8387,1937
4850,Comedy
5079,1997
2245,"George C. Scott, Jack Lemmon, Fredric March, Spencer Tracy, Dick York, Gene Kelly"
5589,"Vampires, Horror"
6301,"Oleg Stepchenko, Nikolai Gogol"
7881,2004
1608,"Kate O'Mara, Noel Trevarthen, Sue Lloyd, Peter Cushing"
9943,The Laramie Project
8764,"Seven Samurai, Rashomon, Throne of Blood, Yojimbo, The Hidden Fortress, Sanjuro, Ran, Dreams, The Bad Sleep Well, High and Low"
6120,"dystopia, science fiction, anime, German, Metropolis, tezuka, animation, 1927, 2001, directed_by Rintaro, written_by Thea von Harbou, written_by Osamu Tezuka"
1056,"Concussion, Drama"
1730,"Paul Robeson, Herbert Lom, Alison Doody, Roland Young, Richard Chamberlain, Sharon Stone, Patrick Swayze, Deborah Kerr, Cedric Hardwicke, Anna Lee, Stewart Granger"
3653,Vikramaditya Motwane
3207,Irving Pichel
7774,1963
8176,1980
2138,"Robert De Niro, Val Kilmer, Al Pacino, Andrea Feldman, Joe Dallesandro, Sylvia Miles"
9237,Concrete Night
7198,"Malcolm X, Alex Haley, Arnold Perl"
8374,2022
7750,1983
4087,Comedy
6057,"suspense, horror, antichrist, richard donner, gregory peck, 1976"
2260,"Dwayne Johnson, Ian McShane, John Hurt"
9445,The Scarlet Empress
3620,Norman Taurog
1765,Alyson Stoner
9529,Griff the Invisible
4031,Action
3677,Neil Jordan
2609,Steven Spielberg
8526,2013
6686,"Frank P. Rosenberg, William L. Stuart, Victor Trivas, Robert E. Kent (These are all incorrect. No author is given for Where the Sidewalk Ends in the context.)"
3889,Horror
5703,"Adventure, Treasure, Island"
8890,"House of 1000 Corpses, The Devil's Rejects, The Haunted World of El Superbeasto, Halloween, The Lords of Salem"
4613,Western
9168,"The Business of Strangers, The Night Listener"
5245,Portuguese
568,The Angels' Share
5234,English
647,"The Monkey's Mask, Better Than Sex"
1217,"The Gilded Lily, Cimarron, True Confession, I'm No Angel, Arizona"
8491,"1947, 2010"
8267,2003
4029,"Drama is not mentioned as the genre of [Lust, Caution] in the given context."
2848,Norman Taurog
7299,2014
2688,Mario Van Peebles
4354,"medical, hugh dancy"
6518,Mary Agnes Donoghue
3297,Robert Mulligan
1026,Kiefer Sutherland did not direct any movies in the given context.
3952,Horror
8884,"The Man Who Came to Dinner, The Match King, The Adventures of Robin Hood, The Bride Came C.O.D., George Washington Slept Here"
8098,1999
4922,Music
4681,Fantasy
3209,François Ozon
8471,1952
6723,Keoni Waxman
9127,"High, Wide, and Handsome"
