,Model
927,"2005, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996, 199"
930,Michelangelo Antonioni
1006,King Vidor
1010,"Douglas Heyes co-wrote movies with Alvin Sapinsley, Robert C. Dennis, and Richard Carr."
1022,The genres of the movies written by Ali Selim are Drama and Grown Up Movie Star.
1034,Airheads
1035,Ron Barrett did not direct any films.
1053,"Simone Signoret, Vivien Leigh, Lee Marvin, José Ferrer"
1056,"Martin, Alice"
1061,"Bee Movie, Ratatouille"
1086,"Takeshi Kaneshiro, not listed as screenwriter in the provided context."
1087,Mark Linfield did not co-write films with any other screenwriters in the provided context.
1121,"Jonathan Finn wrote Invisible Stripes, which was written by Lewis E. Lawes and Warren Duff."
1123,"Mads Mikkelsen, Ulrich Thomsen, Line Kruse, Søren Pilmark, Nikolaj Lie Kaas"
1139,"Comedy, Romantic Comedy"
1213,"1929, 2010"
1217,"Drama, Comedy"
1225,"Vin Diesel, Riddick, Babylon A.D., The Pacifier, The Chronicles of Riddick, Boiler Room, The Iron Giant, Knockaround Guys, Guardians of the Galaxy, Los Bandoleros, The Fast and the Furious, Pitch Black, A Man Apart, Fast Five, Find Me Guilty."
1226,"2013, 2013 (Movie 43 and Ugly)"
1261,"Tomorrow, When the War Began starred_actors Lincoln Lewis, Caitlin Stasey"
1270,"Ted Wass, The Care Bears Movie, D.O.A., To Be or Not to Be, The V.I.P.s, The Producers"
1310,"Horror, Drama"
1320,"Killer Movie, Horror"
1323,"William Broyles Jr., A Short Film About Love, Staying Together, Everything Put Together"
1350,"John Wayne, The Wings of Eagles, McLintock!, The Shootist"
1358,"Hamlet, Brannigan, The League of Gentlemen, The Sand Pebbles, Brighton Rock, The Human Factor, Guns at Batasi, The Angry Silence, Doctor Dolittle, The Flight of the Phoenix, The Great Escape, I'm All Right Jack, 10 Rillington Place, Miracle on 34th Street, Jade, Marooned, Catlow, Rambo III, Breakheart Pass, Doctors' Wives, Body Heat, First Blood, Death Ship, Wait Until Dark, The Pride of St. Louis, Hot Shots! Part Deux."
1373,"Christopher Plummer, Christopher Reeve, Rocco Siffredi, Sagamore Stévenin, François Berléand"
1385,"Dario Poloni

(Note: There are no actors listed in the context for movies written by Dario Poloni)"
1398,"Drama, Comedy, Which Way Is Up?"
1402,Mickey Spillane
1411,"Susan Sarandon, Natalie Wood, John Malkovich, Burt Lancaster"
1433,"A Martinez, Amanda Wyss, Gary Farmer, Joanelle Romero"
1470,"Sean Penn, James McTeigue"
1475,"Tay Garnett, Gene Kelly"
1489,"Drama, Comedy"
1491,"Oceans, Documentary, A Film Unfinished, This Is Not a Film, This Film Is Not Yet Rated, Directed by John Ford, A.K., 1, I.O.U.S.A., The Recruiter, The Revisionaries, Videocracy, The Corporation, Dig!, Bully, Downloaded, Babies, Kimjongilia, Manson, The Congress, Blackfish, Chimpanzee, Promises, Comandante, Tarnation, The Ambassador, To the Limit, The Overnighters, The Captains, F for Fake, Mondovino, Fetishes, The Backyard, Italianamerican, Trumbo, Senna, LOL, Wake, Magadheera, Gabriela, Romance, LOL, Wake, Magadheera, Gabriela, Surfwise, Documentary, Tapped, Outrage, The Summit, Wordplay, Hawking, Harmontown, Mitt, Wolves, The Interrupters, The Cove, Shoah, Araya, Lemmy, Primary, Earthlings, Body of War, A/k/a Tommy Chong, American Scary, Fat Head, Mirage Men, The Tillman Story, Beyond the Mat, My Architect, The Soviet Story, La rabbia, Wishful Drinking, Life and Debt, Miss Representation, Night and Fog, Examined Life, Emmanuel's Gift, Arctic Tale, Surviving Progress, Two in the Wave, Sherman's March, Man of Aran, Stonewall Uprising, Lessons of Darkness, Chasing Ice, Fahrenhype 9/11, The Other F Word, Whores' Glory, The Crash Reel, Racing Dreams, The Wildest Dream, Berkeley in the Sixties, Touching the Void, Burden of Dreams, The Shock Doctrine, The Endless Summer, Divine Trash, Between the Folds, Waltz with Bashir, Deep Blue, The Last Waltz, Ivory Tower, Winged Migration, Pumping Iron, Crossfire Hurricane, Riding Giants, The Statue of Liberty, Nostalgia for the Light, African Cats, Sound City, The Unknown Known, Love, Marilyn, It's All True, Tokyo Olympiad, Good Hair, Blue Blood, Latcho Drom, Tim's Vermeer, Revolution OS, Grizzly Man, Best Boy, The Last Lions, The Missing Picture, Teenage Paparazzo, Beautiful Darling, Carbon Nation, A Brony Tale, Cinematographer Style, CSNY/Déjà Vu, An Unreasonable Man, Stealing a Nation, Kidnapped for Christ, Pandora's Promise, Elvis on Tour, Beauty Day, A Letter to Elia, Double Take, Rembrandt's J'Accuse, Following Sean, One Life, The House I Live In, The Armstrong Lie, Steam of Life, March of the Penguins, The Pixar Story, Mondo Hollywood, Wings of Hope, Citizen Koch, Severe Clear, Chicago 10, Dreams of a Life, Mondo cane, Bush's Brain, The One Percent, Prisoner of Paradise, Seduced and Abandoned, The Thorn in the Heart, Paragraph 175, Bowling for Columbine, Return with Honor, American Grindhouse, Crazy Love, Global Metal, The Nomi Song, Death by China, The Living Sea, Beer Wars, The 11th Hour, Dogtown and Z-Boys, Mark Twain, Wheel of Time, Dust to Glory, Joy Division, Darfur Now, The End of Poverty?, Constantine's Sword, Paper Clips, The Living Desert, After Tiller, Cutie and the Boxer, Earth Days, King Corn, The Celluloid Closet, Man on Wire, Document of the Dead, Bright Leaves, Unmistaken Child, Up the Yangtze, Winnebago Man"
1493,Lewis Teague
1516,Norman Taurog
1533,"2006 (The Secret Life of Words), 2009 (Take This Waltz), 2012 (Stories We Tell)"
1534,"Frank Tashlin, Kim Fuller"
1547,"2002, 2007, 2009"
1579,April Showers
1586,"Drama, Romance"
1611,"A Film with Me in It, Joe + Belle, Lake Placid, A Month by the Lake, Bells Are Ringing"
1617,"Sinister, The Hottest State, Sleuth, The Shining, The Lost Weekend, Almost Famous, A Film Unfinished, The Ghost Writer, The Man Who Laughs, The Man Who Cried, Ethan Frome, Ethan Mao, Who's That Girl, Who's the Caboose?, Who's Your Daddy?, The Man Who Sleeps, The Man Who Wasn't There, The Man Who Copied, Who Is Cletis Tout?, Look Who's Talking, The Man Who Quit Smoking, The Man Who Haunted Himself, Who Killed Bambi?, The Man Who Loved Women, He Who Gets Slapped, The Man Who Planted Trees, The Man Who Never Was, Who's Afraid of Virginia Woolf?, Aqua Teen Hunger Force Colon Movie Film for Theaters, The Old Lady Who Walked in the Sea, The Man Who Played God, The Man Who Came to Dinner, The Man Who Sued God, The Man Who Captured Eichmann, The Girl Who Played with Fire, The Thief Who Came to Dinner, The Spook Who Sat by the Door, Jeff, Who Lives at Home, Who'll Stop the Rain, The Spy Who Came in from the Cold, The Man Who Loved Women, He Who Gets Slapped, The Man Who Knew Too Much, The Girl Who Kicked the Hornets' Nest, The Man Who Cried, The Man Who Knew Too Little, The Man Who Shot Liberty Valance, The Man Who Could Cheat Death, The Witch Who Came from the Sea, The Girl Who Leapt Through Time, Who Is Killing the Great Chefs of Europe?, Some Guy Who Kills People, The Man Who Knew Too Much, The Sailor Who Fell from Grace with the Sea."
1624,"Moss Hart, George Cukor, Vincente Minnelli, Busby Berkeley, Michael Curtiz, George Sidney, Richard Thorpe, Norman Taurog, George Stevens, Rouben Mamoulian, Richard Quine, George Cukor, Vincente Minnelli, George Sidney, Busby Berkeley, Michael Curtiz, George Sidney, Rouben Mamoulian, Richard Thorpe, Norman Taurog, George Stevens, Rouben Mamoulian, Vincente Minnelli, George Cukor, Vincente Minnelli, George Sidney, Busby Berkeley, Michael Curtiz, George Sidney, Rouben Mamoulian, Richard Thorpe, Norman Taurog, George Stevens, Rouben Mamoulian, Vincente Minnelli, George Cukor, Vincente Minnelli, George Sidney, Busby Berkeley, Michael Curtiz, George Sidney, Rouben Mamoulian, Richard Thorpe, Norman Taurog, George Stevens, Moss Hart"
1662,"V/H/S, They, M, C.H.U.D., Nightwing, Nadja, The Collection, The Tortured, The Prophecy, Vampires, Splinter, Chillerama, The Cottage, Autopsy, The Baby, Saw V, The Climax, Ouija, The Revenant, Asylum, The Bunker, Poison, Poltergeist, Venom, Trog, Nomads, The Strangers, The Sacrament, The Purge, The Collector, The Swarm, The Incubus, Demons, The Ugly, Hideaway, Blacula, Antiviral, Bones, Bug, Train, Bedlam, Habit, Shadowzone, Scanners, The Pact, Alucarda, Inside, Creep, Link, Gremlins, The Ghost, WolfCop, Leprechaun, Hatchet, The Unknown, Whisper, Parents, Virus, Christine, Hurt, 51, The Blob, Captivity, The Reef, Crawlspace, Aftershock, The Hand, Blackout, Devour, They Bite, The Legacy, I, Madman, Warlock, Parasomnia, Calvaire, Carrie, Chaos, The Mummy, The Ape, Doom, Below, The Canal, Coven, The Dead, Sisters, The Shout, ThanksKilling, The Possession, The Prowler, Rammbock, Gothic, Altered, Eraserhead, Detour, Creature, The Exorcist, The Maze, The Thaw, The Pit, Turistas, Troll 2, Wendigo, The Woods, Amityville 3-D, Tentacles, The Tomb, Twixt, The Hamiltons, Possession, Sleepwalkers, Session 9, Isolation, Wishmaster, Decampitated, Hostel, The Colony, Halloween, Vacancy, Sheitan, The Lodger, Gabriel, Cronos, The Entity, Magic, The Thing, The Keep, BlinkyTM, Wer, The Marsh, Prowl, Evilspeak, Torment, Infection, The Changeling, Hack!, Doctor X, The Babadook, The Ring, The Traveler, Stigmata, Seizure, Zombeavers, The Eye, Scream 4, Extraterrestrial, Witchboard, Cursed, The Undead, Abominable, The Cave, The Raven, Madhouse, The Breed, The Mist, The Minion, The Stuff, Rabid, Citadel, Honeymoon, Bluebeard, Taxidermia, The Howling, The Task, The Locals, The Children, Outpost, The Final, Repulsion, Psychosis, The Kiss, Insanitarium, The Road, Dreamcatcher, Severance, Bats, Dread, The Awakening, Lo, Sublime, Shanks, The Barrens, The Borrower, Nightbreed, Supernova, Haunter, Prophecy, Arcade, The Cremator, The Messengers, Insidious, Jaws 3-D, The Relic, Carnosaur, Scarecrows, Livid"
1684,"The James Dean Story, Giant, East of Eden, Rebel Without a Cause, What Maisie Knew, What Price Hollywood?, What Dreams May Come, What Have I Done to Deserve This?, What Doesn't Kill You, What's Eating Gilbert Grape, What's Love Got to Do with It, The Sea of Grass, The True Story of Jesse James, The Assassination of Jesse James by the Coward Robert Ford, A Tree Grows in Brooklyn, Bigger Than Life, Knock on Any Door, 55 Days at Peking, The Diary of Anne Frank, Wind Across the Everglades, The Girl with the Dragon Tattoo, A Streetcar Named Desire, The Last Tycoon, East of Eden, Baby Doll, Woman of the Year, A Face in the Crowd, The Last Tycoon, Viva Zapata!, Elia Kazan directed some of these movies. However, the specific director of James Dean's movies is Nicholas Ray."
1688,Edward L. Cahn
1713,"Freedom Writers, The Ghost Writer"
1714,"Ameena Matthews, Lemmy, Cobe Williams, Tio Hardiman"
1722,"Howard Hawks, Stanley Donen, Don Chaffey, Irwin Allen"
1730,"Drama, What's Love Got to Do with It, Why Do Fools Fall in Love, A Short Film About Love, I Do, Under the Skin, Under the Bridges, Under Suspicion, What Is It?, What If..., Falling Down, The Falls, Under the Bombs, Under the Tuscan Sun, What's Cooking?, That's What I Am, How Do You Know, Doing Time on Maple Drive, Night Falls on Manhattan, All Fall Down, When Night Is Falling, Night Must Fall, Journey from the Fall, Before Night Falls, What Lies Beneath, What Goes Up, What Price Hollywood?, What Maisie Knew, What Just Happened, I Can Do Bad All by Myself, Baby the Rain Must Fall, What Doesn't Kill You, What Dreams May Come, What Have I Done to Deserve This?, When Evening Falls on Bucharest or Metabolism, If You Could See What I Hear, What We Did on Our Holiday, Under the Cherry Moon, Under the Same Moon, Under the Bridges, Under the Skin, Under Capricorn, Under the Bombs, Under Suspicion, What Is It?, What If..., Falling Down, The Harder They Fall, Before the Fall, Legends of the Fall, Falling in Love, That Thing You Do!, Do the Right Thing, Under the Same Moon, Under the Cherry Moon, A Woman Under the Influence, Under the Tuscan Sun, What's Cooking?, That's What I Am, How Do You Know, Doing Time on Maple Drive, Night Falls on Manhattan, All Fall Down, When Night Is Falling, Night Must Fall, Journey from the Fall, Before Night Falls, What Lies Beneath, What Goes Up, What Price Hollywood?, What Maisie Knew, What Just Happened, I Can Do Bad All by Myself, Baby the Rain Must Fall, What Doesn't Kill You, What Dreams May Come, What Have I Done to Deserve This?, When Evening Falls on Bucharest or Metabolism, If You Could See What I Hear, What We Did on Our Holiday, Under the Cherry Moon, Under the Same Moon, Under the Bridges, Under the Skin, Under Capricorn, Under the Bombs, Under Suspicion, What Is It?, What If..., Falling Down, The Harder They Fall, Before the Fall, Legends of the Fall, Falling in Love, That Thing You Do!, Do the Right Thing, Under the Same Moon, Under the Cherry Moon, A Woman Under the Influence, Under the Tuscan Sun, What's Cooking?, That's What I Am, How Do You Know, Doing Time on Maple Drive, Night Falls on Manhattan, All Fall Down, When Night Is Falling, Night Must Fall, Journey from the Fall, Before Night Falls, What Lies Beneath, What Goes Up, What Price Hollywood?, What Maisie Knew, What Just Happened, I Can Do Bad All by Myself, Baby the Rain Must Fall, What Doesn't Kill You, What Dreams May Come, What Have I Done to Deserve This?, When Evening Falls on Bucharest or Metabolism, If You Could See What I Hear, What We Did on Our Holiday, Under the Cherry Moon, Under the Same Moon, Under the Bridges, Under the Skin, Under Capricorn, Under the Bombs, Under Suspicion, What Is It?, What If..., Falling Down, The Harder They Fall, Before the Fall, Legends of the Fall, Falling in Love, That Thing You Do!, Do the Right Thing, Under the Same Moon, Under the Cherry Moon, A Woman Under the Influence, Under the Tuscan Sun, What's Cooking?, That's What I Am, How Do You Know, Doing Time on Maple Drive, Night Falls on Manhattan, All Fall Down, When Night Is Falling, Night Must Fall, Journey from the Fall, Before Night Falls, What Lies Beneath, What Goes Up, What Price Hollywood?, What Maisie Knew, What Just Happened, I Can Do Bad All by Myself, Baby the Rain Must Fall, What Doesn't Kill You, What Dreams May Come, What Have I Done to Deserve This?, When Evening Falls on Bucharest or Metabolism, If You Could See What I Hear, What We Did on Our Holiday, Under the Cherry Moon, Under the Same Moon, Under the Bridges, Under the Skin, Under Capric"
1739,"Jackie Chan, Tsui Hark"
1740,Japanese
1743,"Paul Newman, John Dehner"
1744,2014
1747,"Andrew Bujalski, Mutual Appreciation"
1803,"Robert De Niro, Malcolm X, Marvin's Room, A Bronx Tale, Wag the Dog, True Confessions, Midnight Run, Red Lights, Everybody's Fine, Meet the Fockers, Night and the City, Killer Elite, Cape Fear, Mean Streets, The Deer Hunter, City by the Sea, Hide and Seek, Guilty by Suspicion, The Big Wedding, Men of Honor, We're No Angels, Bang the Drum Slowly, Mary Shelley's Frankenstein, Mad Dog and Glory, What Just Happened, Silver Linings Playbook, The Last Tycoon, Shark Tale, Grudge Match, Falling in Love, 15 Minutes, Angel Heart, Little Fockers, The Bag Man, Cop Land, The King of Comedy, Everybody's Fine, Meet the Parents, Last Vegas, The Last Tycoon, The Bag Man, Cop Land, The King of Comedy, Everybody's Fine, Meet the Fockers, Night and the City, Killer Elite, Cape Fear, Mean Streets, The Deer Hunter, City by the Sea, Hide and Seek, Guilty by Suspicion, The Big Wedding, Men of Honor, We're No Angels, Bang the Drum Slowly, Mary Shelley's Frankenstein, Mad Dog and Glory, What Just Happened, Silver Linings Playbook"
1858,James A. Starr is not listed as a co-writer in the provided context.
1904,"Drama, St. Vincent, Grown Up Movie Star, The Last Movie, The Boys of St. Vincent, Wish You Were Here, All the Brothers Were Valiant, L.I.E., O, M, G, No, P.S., 4, Will, W.E., The D.I., C.O.G., 8½, The V.I.P.s, D.O.A., If...., Flashpoint, The Chorus, Rocky, Symmetry, Birth, The Border, The Dead, Dummy, The Messenger, Levity, The Sapphires, I Accuse!, Kawa, For Ellen, Providence, The Bench, The Words, The Unloved, The Confessional, Girl, Flawless, Forbidden, The Clairvoyant, Creation, Adventureland, Pinky, 7 Women, Noise, Vitus, Brainstorm, Girlfight, An Education, Juarez, The Fixer, Onionhead, LUV, Hamlet, Sugar, I Was an Adventuress, Bartleby, The Proposition, The Sun, Ploy, I Accuse, Youngblood, Albatross, Keane, The Dupes, The Dukes, Breathless, The Citizen, 8 Seconds, Lilting, Dopamine, Paisan, Communion, Home, Awakenings, Cracks, The Impossible, 3 Needles, Pride, Eva, Chicago, Gummo, Jam, Kamchatka, Selena, The Babysitters, Svengali, The Cheat, Imagine, Confession, Molly, Carny, Compliance, Emma, The Bells, Frozen, Confessions, Nine, The Nun, In This World, Being Human, The Hireling, Moonfleet, Loaded, The Idolmaker, Wetherby, Carandiru, Sylvia, Tony, Rapt, Suzy, Common, The Field, Happiness, Cavalcade, Comrades, Babe, The Lover, Ishq, Caroline?, The Circle, Crossfire, Margaret, Changeling, Ugetsu, The Joyriders, The Slingshot, Malcolm X, Gossip, Dare, Unbeatable, The Traveler, Spread, Amarcord, Unbroken, Leviathan, Fun, The Dinner, Thrashin', Sister, In the City, Pups, The Misfits, Starlet, The Past, Ajantrik, The Beguiled, Nightwatching, The Brothers, Shopgirl, Beyond, Liam, Adore, Georg, Rushmore, Tentação, That Was Then... This Is Now, The Secrets, Adam, Fighting, Hick, Kisses, Roma, The Search, The Student, The Counterfeiters, Manderlay, The Visitors, The Comedy, The Inkwell, Aashiqui 2, M. Butterfly, Powder, Betrayed, Beginners, Syrup, Sonny, Lullaby, Becket, The Idiots, Dynamite, Elena, The Insider, Biutiful, The Libertine, Beastly, The Bank, Aparajito, Mumford, Kes, Uranus, A Teacher, Stella, Jealousy, Honeydripper, The King, Dutchman, The Matriarch, Tatarak, Roommates, Lifeguard, The Journey, Bopha!, Keith, Swingers, Rolling, Mother, Deception, I Vitelloni, Tracks, Possession, Black, Holly, Candy, Rashomon, The Ashes, Weekend, The Help, Suddenly, Trucker, Private, The Escapist, Insignificance"
1921,Sandra Goldbacher
1935,"1962, 1979"
1983,2013
1984,"Jack Lemmon, Michael Douglas, Jane Fonda, Scott Brady"
1989,"Burt Lancaster (Valdez Is Coming), Unknown (The Food of the Gods)"
2002,"Drama, They Were Expendable"
2020,The Social Network
2054,"1994, 2002"
2081,"Stephen Frears, Liam"
2085,"Don Bluth, The Secret of NIMH, A Troll in Central Park, An American Tail, The Pebble and the Penguin, Bartok the Magnificent, Thumbelina, The Land Before Time"
2087,"Russian, English"
2095,"Comedy, Action (TMNT)"
2109,Adam Ripp
2124,"David Wenham, Dust, Pure, 300, The Bank, Pope Joan, Better Than Sex, David Copperfield, Oh My God"
2128,"1980, 1983, 1985, 1988, 2003, 2009"
2145,"Anjanette Comer, Jonathan Winters, Robert Morse, Red Buttons, Eli Wallach, Trish Van Devere, George C. Scott, Richard Pryor, Sondra Locke, Clint Eastwood, Geoffrey Lewis, William Smith, Tamio Kawachi, Yuko Chishiro, Lina Wertmüller."
2157,Comedy
2167,"Wolfgang Petersen, King Solomon's Mines, and They"
2177,"Comedy, Which Way Is Up?"
2189,White Banners (actor not specified)
2214,"Robert Harris, Sinister, The Shining, Waxworks, The Man Who Laughs"
2215,Allison Anders
2236,"Gregory Widen's movies starred Clancy Brown, The Prophecy cast."
2254,"Ray Milland, Charles Laughton, John Farrow"
2270,"Michael Dudikoff, Evil Toons actors"
2271,"Persian, Dutch"
2286,"Paddy Chayefsky, Marty, Paddy Chayefsky, The Hospital, The Americanization of Emily, The Catered Affair, The Bachelor Party, Altered States, Paint Your Wagon, no specific actors mentioned."
2301,"Mads Mikkelsen, Til Schweiger, Evan Rachel Wood"
2308,"Bruce Davison, Judy Geeson, Jeff Daniel Phillips, Sheri Moon Zombie, Rob Zombie, Kevin J. O'Connor, Scott Bakula, Traci Lords, Will Arnett, Clive Barker, Larry Cohen, The Last Horror Movie, The SpongeBob SquarePants Movie, Midnight Movie, Killer Movie, Home Movie, Tim and Eric's Billion Dollar Movie, 9, V/H/S, D.O.A., Mansome, Battleship, Z.P.G., Z.P.G., Orca, Firewalker, Q, Wer, John Heard, The Crazies, Will Ferrell, The Campaign, Catacombs, John C. Reilly, Ethan Embry, They, Bewitched, Mermaids, They, Dagmara Dominczyk, Cut, Jennifer Lopez, Tom Cruise, Legend, Lea Thompson, SpaceCamp, Vinnie Jones, The Bleeding, Cut, Kylie Minogue, Danny Glover, Predator 2, Silverado, Saw, Anjelica Huston, The Witches, The Omen, Transsiberian, Thora Birch, The Hole, Deadline, Train, Woody Harrelson, Defendor, Smiley, Melanie Papalia, Shane Dawson, The Omen, Rampart, Garrett Hedlund, On the Road, Dennis Quaid, The Rookie, The Canal, Dennis Quaid, The Words, Thomas Mann, Project X, The Mangler, Robert Englund, Python, The Clairvoyant, Russell Crowe, L.A. Confidential, Gladiator, Kate Beckinsale, Serendipity, Harvey Korman, Munchies, Citadel, Kate Beckinsale, The Aviator, Whiteout, Lea Thompson, Splinterheads, Emma Stone, The Croods, Shannyn Sossamon, Catacombs, Shawnee Smith, The Blob, Josh Hartnett, The Faculty, Dane DeHaan, Chronicle, Scar, Kate Beckinsale, Contraband, Donald Pleasence, Will Penny, Dracula, Halloween, Horsemen, Below, Dennis Quaid, Pandorum, The Witches of Eastwick, Jason Behr, Skinwalkers, The Messenger, Woody Harrelson, Jena Malone, Ben Foster, Liev Schreiber, Phantoms, Salt, Jim Backus, Macabre, Janet Leigh, The Vikings, John C. Reilly, The Aviator, The Craft, BlinkyTM, Jenni Fontana, James Nardini, Max Records, John Malkovich, Secretariat, Sissy Spacek, Carrie, Retreat, Liev Schreiber, The Omen, Thandie Newton, Gridlock'd, Randy Quaid, Kingpin, Parents, Thandie Newton, Flirting, Shia LaBeouf, Holes, Thandie Newton, Retreat, RocknRolla, The Impossible, North, Jason Alexander, Richard Dreyfuss, Poseidon, Anna Lee, Bedlam, Lawless, Cracks, Eva Green, Cracks, Juno Temple, The Impossible, Tom Holland, Route 666, North, Elijah Wood, Herbert Lom, Gambit."
2310,"John McNaughton, Enzo Barboni, Ken Loach, Jackie Oudney, and Stuart Blumberg"
2319,"Santa Fe Trail, The Great McGinty, Anthony Adverse (written by Hervey Allen and Sheridan Gibney)"
2325,"Cruel Intentions, The Shining, Sinister, The Lost Weekend, Almost Famous, I Know What You Did Last Summer, The Ghost Writer, Robert Harris, The Raven, The Girl Who Played with Fire"
