,Model
7881,"Tony Gilroy, Kevin Smith"
902,Mike Leigh
12222,Joel Schumacher
8526,Richard LaGravenese
11358,"Steven Mackintosh appeared in movies with Michael Madsen, Ralph Macchio, Chazz Palminteri, Matt Damon, and Cameron Diaz."
7976,"Drama, The Passion of Anna"
8149,"Delhi Belly, Masti, Grand Masti"
387,Westerns
1385,"Dario Poloni wrote Wilderness, and the actors in that movie are Stefano Dionisi (as Farinelli) and Tomas Arana (as Wildflowers)."
11162,"Altipano, Bandits"
7132,"Yves Montand, Steve Zissis, François Damiens, Claude Laydu, Leopold Stokowski, Franco Fabrizi, Pierre Grasset, Jeremy Suarez, Jean Desailly, Jules Sitruk, Jean Gabin, Charles Chaplin, Steve Zissis, Zinedine Soualem, Gaspard Ulliel, Jean Seberg, Philippe Noiret, Pierre Étaix, Anne Brochet, Nicolas Duvauchelle, Jean Desailly, Jean Gabin, Jean Desailly, Jean Gabin, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Desailly, Jean Des"
7536,Russian
8689,"Stephen Frears, Julian Richards"
2499,"James Cameron, The Abyss, True Lies, Avatar, Titanic"
4110,"Drama, Comedy, Action, Adventure, Musical, Mystery, Romance, Western, Horror, War, Sci-fi, Thriller, Biographical"
6951,Judd Apatow
10881,"Drama, Sci-Fi"
3485,"Meade Roberts, Graham Greene"
13481,Not provided in the context.
8883,"Katherine Heigl, Casey Affleck, Will Ferrell"
11793,"Dressed to Kill, The Funeral, The Deer Hunter, Murder, Inc., The Killer Inside Me, RoboCop, Kill the Irishman, The Replacement Killers, The Dead Zone, Murder, Inc., The Driller Killer, Hard to Kill, The Killer, The Killer Inside Me, The Killer Elite, Lethal Weapon, Lethal Weapon 2, Lethal Weapon 3, Lethal Weapon 4, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer Inside Me, The Killer Elite, The Killer, The Killer"
1035,"Ron Underwood, Ron Underwood"
8825,Not provided in the context.
12436,Not provided in the context.
12019,"Crime, War, Adventure, Comedy, Musical"
6259,"John Ford, Young Cassidy"
518,"1968, unknown"
7959,Not provided in the context.
14523,"Mary, Matthew Modine, Forest Whitaker, Juliette Binoche, Mary Steenburgen, Lea Thompson, Patricia Clarkson, Annabelle Wallis, Bridget Moynahan, Mary Elizabeth Winstead, Mary Carlisle, Heather Graham, Jacki Weaver, Liv Ullmann, Megan Mullally, Alison Lohman, Virginia Madsen, Ella Connolly, Julie Carmen, Katharine Isabelle, Michelle Pfeiffer, Meryl Streep, Rose McGowan, Amber Joy Williams, Evan Rachel Wood, Alice Englert, Teresa Wright, Mia Wasikowska, Uma Thurman, Jennifer Jason Leigh, Bruce Campbell, Jacki Weaver, Lon Chaney, Carol Kane, Shirley MacLaine, Cate Blanchett, Liev Schreiber, Christopher Lambert, Ann Bell, Evan Rachel Wood, Alison Lohman, Loretta King, Joan Weldon, Linda Fiorentino, Maribel Martín, Isabella Rossellini, Meg Ryan, Julie Andrews, Linus Roache, Kelly Reilly, Allison Hayes, Licia Maglietta, Keira Knightley, Jessica Chastain, Loretta King, Michele Dotrice, Stephanie Zimbalist, Radha Mitchell, David Warner, Innocence, Kelly Reilly, Ward Horton, Mary Stuart Masterson, Emily Browning, Shari Springer Berman, Stephen Frears, Mickey Liddell, Lane Carroll, David R. Ellis, Mae Clarke, Joan Crawford, Reginald Hudlin, Christine White, Anne Parillaud, Rachel Roberts, Halle Berry, Julia Stiles, Judith Anderson, Harold French, Rachel Weisz, Maureen O'Hara, Matthew O'Callaghan, Jill Whitlow, Carey Mulligan, Abigail Breslin, Marlee Matlin, Helena Bonham Carter, Elizabeth McGovern, Patrick Muldoon, John Pieplow, Joan Cusack, Emily Browning, Helen Mirren, Thea Gill, Fionnula Flanagan, Annette Bening, Gary Trousdale, Mia Wasikowska, Eva Birthistle, Annette Bening, Michele Lee, Eva Birthistle, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Michele Lee, Miche"
2984,"Eternal Sunshine of the Spotless Mind, A Scanner Darkly, Confessions of a Dangerous Mind"
12363,"The Life of Emile Zola, Jean de Florette, Jean de Florette (Marcello Mastroianni), The Wages of Fear (Yves Montand), Le Cercle Rouge (Yves Montand), Goodbye Again (Yves Montand), Z (Paul Muni, Jacques Perrin, Fabrice Luchini), Zorro (Alain Delon), Three Lives and Only One Death (Marcello Mastroianni), City of Women (Marcello Mastroianni), My Geisha (Yves Montand), A Special Day (Marcello Mastroianni), The Confession (Yves Montand), Voyage to the Beginning of the World (Marcello Mastroianni), Leo the Last (Marcello Mastroianni), Saint Laurent (Gaspard Ulliel), Gaspard Ulliel, Molière (Romain Duris), Molière (Fabrice Luchini), Lascars (Vincent Cassel), Möbius (Cécile De France), Möbius (Jacques Perrin), Diary of a Country Priest (Claude Laydu), Dark Eyes (Marcello Mastroianni), With Love... from the Age of Reason (Sophie Marceau), Saint Laurent (Leonard Schmitz), With Love... from the Age of Reason (Jean-Paul Rouve), Saint Laurent (Louis Garrel), Saint Laurent (Swann Arlaud), Saint Laurent (Jérémie Renier), Saint Laurent (Nicolas Duvauchelle), Saint Laurent (Amira Casar), Saint Laurent (Valeria Bruni Tedeschi), Saint Laurent (Laurent Lafitte), Saint Laurent (Gilles Arbona), Saint Laurent (Adrien de Van), Saint Laurent (Jacques Nolot), Saint Laurent (Frédéric Beigbeder), Saint Laurent (Alexis Michalik), Saint Laurent (Pierre Niney), Saint Laurent (Vincent Lacoste), Saint Laurent (Jérémie Elkaïm), Saint Laurent (Nicolas Duvauchelle), Saint Laurent (Vincent Rottiers), Saint Laurent (Stéphane Rideau), Saint Laurent (Frédéric Beigbeder), Saint Laurent (Alexis Michalik), Saint Laurent (Pierre Niney), Saint Laurent (Vincent Lacoste), Saint Laurent (Jérémie Elkaïm), Saint Laurent (Nicolas Duvauchelle), Saint Laurent (Vincent Rottiers), Saint Laurent (Stéphane Rideau), Saint Laurent (Frédéric Beigbeder), Saint Laurent (Alexis Michalik), Saint Laurent (Pierre Niney), Saint Laurent (Vincent Lacoste), Saint Laurent (Jérémie Elkaïm), Saint Laurent (Nicolas Duvauchelle), Saint Laurent (Vincent Rottiers), Saint Laurent (Stéphane Rideau), Saint Laurent (Frédéric Beigbeder), Saint Laurent (Alexis Michalik), Saint Laurent (Pierre Niney), Saint Laurent (Vincent Lacoste), Saint Laurent (Jérémie Elkaïm), Saint Laurent (Nicolas Duvauchelle), Saint Laurent (Vincent Rottiers), Saint Laurent (Stéphane Rideau), Saint Laurent (Frédéric Beigbeder), Saint Laurent (Alexis Michalik), Saint Laurent (Pierre Niney), Saint Laurent (Vincent Lacoste), Saint Laurent (Jérémie Elkaïm), Saint Laurent (Nicolas Duvauchelle), Saint Laurent (Vincent Rottiers), Saint Laurent (Stéphane Rideau), Saint Laurent (Frédéric Beigbeder), Saint Laurent (Alexis Michalik), Saint Laurent (Pierre Niney), Saint Laurent (Vincent Lacoste), Saint Laurent (Jérémie Elkaïm), Saint Laurent (Nicolas Duvauchelle), Saint Laurent (Vincent Rottiers), Saint Laurent (Stéphane Rideau), Saint Laurent (Frédéric Beigbeder), Saint Laurent (Alexis Michalik), Saint Laurent (Pierre Niney), Saint Laurent (Vincent Lacoste), Saint Laurent (Jérémie El"
357,Not provided in the context.
13306,"Robert Z. Leonard, Archie Mayo, Roy Del Ruth, Frank Capra, William Dieterle, Phyllida Lloyd, Roy Del Ruth, Anthony Minghella, Robert Z. Leonard, Roy Del Ruth, George Cukor, Joseph H. Lewis, Mervyn LeRoy, René Clair, Robert Lewis, William Dieterle, Frank Capra, Elia Kazan, Frank Lloyd, Belle, Robert Z. Leonard, Frank Capra, Otto Preminger, Ida Lupino, Norman Jewison, Marshall Herskovitz, Otto Preminger, Sidney J. Furie, Frank Capra, Richard Boleslawski, Penny Marshall, David Miller, Norman Taurog, George Cukor, Richard Lester, George Miller, Roy Del Ruth, Michael Curtiz, George Cukor, Vincente Minnelli, Robert Wise, Julianne Moore, Charles Vidor, Charles Boyer, Vincente Minnelli, Roy Del Ruth, George Cukor, Reginald Hudlin, Norman Jewison, Cecil B. DeMille, Elia Kazan, Robert Z. Leonard, George Miller, Roy Del Ruth, George Cukor, Frank Oz, Otto Preminger, Frank Capra, Garry Marshall, Ingmar Bergman, Frank Lloyd, Richard Lester, Vincente Minnelli, David Lean, Mervyn LeRoy, Kathryn Bigelow, Richard Boleslawski, George Cukor, George Miller, Roy Del Ruth, Michael Curtiz, George Cukor, Reginald Hudlin, Norman Jewison, Cecil B. DeMille, Elia Kazan, Robert Z. Leonard, George Miller, Roy Del Ruth, George Cukor, Frank Oz, Otto Preminger, Frank Capra, Garry Marshall, Ingmar Bergman, Frank Lloyd, Richard Lester, Vincente Minnelli, David Lean, Mervyn LeRoy, Kathryn Bigelow, Richard Boleslawski, George Cukor, George Miller, Roy Del Ruth, Michael Curtiz, George Cukor, Reginald Hudlin, Norman Jewison, Cecil B. DeMille, Elia Kazan, Robert Z. Leonard, George Miller, Roy Del Ruth, George Cukor, Frank Oz, Otto Preminger, Frank Capra, Garry Marshall, Ingmar Bergman, Frank Lloyd, Richard Lester, Vincente Minnelli, David Lean, Mervyn LeRoy, Kathryn Bigelow, Richard Boleslawski, George Cukor, George Miller, Roy Del Ruth, Michael Curtiz, George Cukor, Reginald Hudlin, Norman Jewison, Cecil B. DeMille, Elia Kazan, Robert Z. Leonard, George Miller, Roy Del Ruth, George Cukor, Frank Oz, Otto Preminger, Frank Capra, Garry Marshall, Ingmar Bergman, Frank Lloyd, Richard Lester, Vincente Minnelli, David Lean, Mervyn LeRoy, Kathryn Bigelow, Richard Boleslawski, George Cukor, George Miller, Roy Del Ruth, Michael Curtiz, George Cukor, Reginald Hudlin, Norman Jewison, Cecil B. DeMille, Elia Kazan, Robert Z. Leonard, George Miller, Roy Del Ruth, George Cukor, Frank Oz, Otto Preminger, Frank Capra, Garry Marshall, Ingmar Bergman, Frank Lloyd, Richard Lester, Vincente Minnelli, David Lean, Mervyn LeRoy, Kathryn Bigelow, Richard Boleslawski, George Cukor, George Miller, Roy Del Ruth, Michael Curtiz, George Cukor, Reginald Hudlin, Norman Jewison, Cecil B. DeMille, Elia Kazan, Robert Z. Leonard, George Miller, Roy Del Ruth, George Cukor, Frank Oz, Otto Preminger, Frank Capra, Garry Marshall, Ingmar Bergman, Frank Lloyd, Richard Lester, Vincente Minnelli, David Lean, Mervyn LeRoy, Kathryn Bigelow, Richard Boleslawski, George Cukor, George Miller, Roy Del Ruth, Michael Curtiz, George Cukor, Reginald Hudlin, Norman Jewison, Cecil B. DeMille, Elia Kazan, Robert Z. Leonard, George Miller, Roy Del Ruth, George Cukor, Frank Oz, Otto Preminger, Frank Capra, Garry Marshall, Ingmar Bergman, Frank Lloyd, Richard Lester, Vincente Minnelli, David Lean, Mervyn LeRoy, Kathryn Bigelow, Richard Boleslawski, George Cukor, George Miller, Roy Del Ruth"
3070,"The Texas Chainsaw Massacre, The Green Slime, and The Green Butchers"
12580,"Drama, Thriller"
11616,"Peter Bogdanovich (What's Up, Doc?)"
8064,2009
13076,"Martin Campbell, Tony Richardson"
13535,Steven Soderbergh
907,"Keanu Reeves, Sandra Bullock, Christopher Plummer, and Patrick Wilson"
828,"Brink of Life, The Brink's Job, The Number 23"
9058,"John Francis Daley, Edgar Wright"
8657,Tim and Eric
7258,"Emile Hirsch, Vincent D'Onofrio, Kieran Culkin, Jena Malone"
1226,Not provided in the context.
3724,"Martha Raye acted together with Billy Rose, Martha Hyer, and Richard Carlson."
7173,"John Lone, Peter O'Toole, Ruocheng Ying, Joan Chen, Tommy Lee Jones, Ben Kingsley"
12195,"Marked Woman, The Roaring Twenties, The Big Town, Portrait in Black"
8603,"Nicolas Roeg, Slumdog Millionaire, Shallow Grave, A Life Less Ordinary, Vacuuming Completely Nude in Paradise, Trance, The Beach, and Millions"
14093,"Drama, Documentary"
9316,"Action, Drama, Comedy"
9412,"Oh, God!, Oh, God! You Devil"
1662,"Comedy, Horror"
