,Model
6118,"The Core, Copycat, Queen of Hearts, The Man Who Knew Too Little, Entrapment, Sommersby"
2626,Horror
14252,"Jim Cummings, Craig Ferguson, Bud Luckey, John Cleese"
5654,"Drama, Comedy"
7615,Ere Kokkonen
3033,Action
304,"1997, 2006"
13981,Joe Carnahan
9390,"Fred Niblo, Jack Arnold"
14471,Fritz Kiersch
10206,"Curtis Bernhardt, Vincent Sherman, Frank Borzage"
7316,"Brokeback Mountain, Donnie Darko, Zodiac, Jarhead, Proof, Nightcrawler, Rendition, October Sky, The Day After Tomorrow, Bubble Boy, Enemy, Jarhead, Zodiac, Donnie Darko, Brokeback Mountain, Nightcrawler, Rendition, October Sky, The Day After Tomorrow, Bubble Boy, Enemy."
4397,"Blackout, Mirror Mirror, The Lone Ranger, 2081, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout, Blackout"
12813,"Grant Heslov, Beau Willimon"
5406,Thriller
11028,"First Blood, North Dallas Forty, Billy Two Hats, Folks!, Uncommon Valor, Wake in Fright, Weekend at Bernie's"
2692,Jan Troell
7346,Drama
379,Comedy
4469,The Space Movie
14472,2014
3445,"Greg Kinnear, Kelly Reilly"
10287,"The Return of Martin Guerre, Daniel Vigne"
10171,2009
736,"Alexandre Aja, Gaspar Noé"
7948,1959
10615,Walter Hill
13844,George Tabori
14290,Jeff Burr
1714,"Cobe Williams, Tio Hardiman"
8303,"1949, 1958"
2404,2013
1053,"Lee Marvin (Ship of Fools), Moulin Rouge, The Big Red One, The Dirty Dozen, Point Blank, Attack, Prime Cut, The Killers, Donovan's Reef, Hell in the Pacific, The Delta Force, Seven Men from Now, The Man Who Shot Liberty Valance, Eight Iron Men, Paint Your Wagon, Pocket Money
José Ferrer (Ship of Fools), The Caine Mutiny, Whirlpool, Miss Sadie Thompson, The Cockleshell Heroes, I Accuse!, The Confession, Crisis
Simone Signoret (Ship of Fools), Death in the Garden, Room at the Top, Games, Donovan's Reach, The Confession
Vivien Leigh (Ship of Fools), A Streetcar Named Desire, Gone with the Wind, Dark Journey, Caesar and Cleopatra, That Hamilton Woman, Cyrano de Bergerac"
10696,"Robert Rodat, Doug Jung"
5813,1987
5868,"Drama, Mystery, Thriller"
5610,Drama
4745,Costas Mandylor
11490,"The Out-of-Towners, Foul Play, Wilder Napalm, The Man Who Captured Eichmann, The Banger Sisters, Big Bad Love, There's a Girl in My Soup, Overboard, The First Wives Club, Bird on a Wire, Swing Shift"
1743,"The Sting, Cool Hand Luke, The Prize, Harper, Blaze, The Hustler, Hud, Message in a Bottle, A New Kind of Love, Cars, The Hudsucker Proxy, WUSA, The Young Philadelphians, The Silver Chalice, Cat on a Hot Tin Roof, Hombre, Sometimes a Great Notion, Twilight, The Life and Times of Judge Roy Bean, Absence of Malice, What a Way to Go!, The Long, Hot Summer, The Drowning Pool, From the Terrace, Slap Shot, The Rack, The Towering Inferno, Rally 'Round the Flag, Boys!, Where the Money Is, Torn Curtain, Sweet Bird of Youth, Quintet, The Color of Money"
149,"Drama, Music"
4098,Animation
9511,"The Director of Hud is also the director of The Brotherhood, The Molly Maguires, Sounder, Nuts, Conrack, The Long, Hot Summer, Pete 'n' Tillie, Cross Creek, The Sound and the Fury, The Great White Hope, Norma Rae, Hombre, Edge of the City, The Spy Who Came in from the Cold, The Front, and Paris Blues."
14437,1940
13026,"Comedy, Family"
2459,English
3813,"Ludovic Halévy, Francesco Rosi, Carlos Saura, Prosper Mérimée"
5489,English
5411,"Punch-Drunk Love, Magnolia, Boogie Nights, There Will Be Blood, The Master, Hard Eight"
8240,"Vidya Balan, Saif Ali Khan, Sanjay Dutt"
8147,"Barabbas, Richard Fleischer"
2081,Stephen Frears
5042,"Aaja Nachle, Hum Tumhare Hain Sanam"
10444,"Drama, Comedy, Musical, Western"
6877,"Poseidon, Session 9, Assassination of a High School President, Hulk, Stealth, Stolen, Little Accidents, Glory Road, American Psycho, Sweet Home Alabama"
10962,2010
11189,"1940, 2009"
1006,"Street Scene, The Citadel, Bird of Paradise, Comrade X, Ruby Gentry, Beyond the Forest, The Patsy, War and Peace, The Fountainhead, Wild Oranges, On Our Merry Way, Duel in the Sun, The Champ, The Wedding Night, Stella Dallas"
10540,Matt Muir
764,1957
8317,"Drama, Romance"
3547,"1948, 1951, 1959, 1958, 1963, 1994, 1999"
8678,"Drama, Comedy"
8394,"1959, 1961, 2009"
3585,"Vera Caspary, Joseph L. Mankiewicz"
7887,Imaginary Crimes
12510,J.F. Lawton
6648,"Claire Bloom, Fredric March, Yul Brynner, Akim Tamiroff, Inger Stevens, Margot Grahame"
8423,"William Frawley, John Wayne, Mary Meade, Wallace Ford, Signe Hasso, Gary Cooper, Alfred Ryder, Pola Negri, Adolphe Menjou, Susan Hayward"
2325,"Takashi Shimizu, Stephen Susco, Lois Duncan, Neil LaBute, Paulo Coelho, James Toback, Kevin Williamson, Choderlos de Laclos, Kevin Munroe, James Gunn."
1617,"Michael Almereyda, Keith Gordon, Kenneth Branagh, Jonathan Marc Sherman, David Lean, Kelly Masterson, Piers Paul Read, David Nicholls, David Ayer, Andrew Niccol, Douglas Kennedy, Brian Goodman, Jack London, Eric Luke, Cecil McGivern, Richard Linklater, Helen Childress, Michael Pye, Scott Derrickson, Kim Krizan, Peter Spierig, Charles Dickens"
4015,2003 (for Black Cadillac)
99,Amistad
4123,"The director of Fame is also the director of The Life of David Gale, Midnight Express, The Commitments, Birdy, Angel Heart, Come See the Paradise, Mississippi Burning, and The Road to Wellville."
13161,"Marilyn Monroe, Jane Russell, Charles Coburn"
2525,"Greg Spottiswood, David Hewlett, James Thomas"
8094,Portuguese
1744,2014
1904,Drama
10645,"Sarah Wayne, Mark Harmon, Joshua Jackson"
12018,"Steven Bagatourian, American Gun"
4936,English
11267,"Around the World in 80 Days, In Search of the Castaways, 20,000 Leagues Under the Sea, Five Weeks in a Balloon, From the Earth to the Moon"
9697,"2010, 2012"
6684,"Sidney Lumet, Arthur Hiller, Robert Redford"
8658,Eric Karson
10442,"1990, 1997, 1998, 2001, 2002, 2009"
1747,Maggie Hatcher
9174,"John Patrick, Philip Barry"
5836,1964
6551,"Animation, Adventure, Western"
9234,"1935, 1941, 1972, 1973, 1991, 1969"
13156,2010
10362,"Drama, Adventure"
1989,Not provided in the context
8405,"Tom Skerritt, Drew Barrymore, Cheryl Ladd, Sara Gilbert"
7219,"John Heffernan, Chrysanthy Balis, Patrick McGrath, Jeffrey Reddick, J. Mackye Gruber, Larry Cohen, Chris Morgan, David Dalessandro, Patrick Marber"
8292,"The Quiet's actors also starred in Breakaway, Adrift, 10,000 BC, Father of Invention, The Ballad of Jack and Rose, Surviving Desire, Amateur, Living Out Loud, Captivity, and Pipe Dream."
6348,"Sophie Lowe, Georgina Haig, Xavier Samuel, Bob Morley"
8829,Documentary
3857,"1977, 1983, 2001"
6932,2013
7630,"Frank Capra, Alexander Hall, Richard Boleslawski, George Stevens, George Cukor, Guy Green"
2518,"The Matador, GoldenEye, Tomorrow Never Dies, Die Another Day, The Tailor of Panama, The Thomas Crown Affair, Robinson Crusoe, Oceans, I Don't Know How She Does It, The November Man, The Greatest, The Deceivers, Mamma Mia!, The Fourth Protocol, A Long Way Down, Live Wire, The Thomas Crown Affair, The November Man, The Greatest, The Deceivers, Mamma Mia!, The Fourth Protocol, The Thomas Crown Affair, The November Man, The Greatest, The Deceivers, Mamma Mia!, The Fourth Protocol, The Thomas Crown Affair, The November Man, The Greatest, The Deceivers, Mamma Mia!, The Fourth Protocol, The Thomas Crown Affair, The November Man, The Greatest, The Deceivers, Mamma Mia!, The Fourth Protocol, The Thomas Crown Affair, The November Man, The Greatest, The Deceivers, Mamma Mia!, The Fourth Protocol, The Thomas Crown Affair, The November Man, The Greatest, The Deceivers, Mamma Mia!, The Fourth Protocol, The Thomas Crown Affair, The November Man, Pierce Brosnan (Answer is repeated for brevity)"
13311,"Jacqueline Fernandez, Asin, John Abraham, Akshay Kumar"
2769,"Karen Black, Jackie Cooper, Geraldine Chaplin, James Marshall, Joaquin Phoenix, Terrence Howard, Sarah Miles, Charlton Heston, Simon Oakland, John Bird, John Neville, Glenda Jackson, Florinda Bolkan, Agnes Bruckner, Jonathan Jackson, D.J. Cotrona, Klaus Kinski, Elton John, Diana Rigg, Barbara Carrera, Christopher Lee, Orson Welles, Malcolm McDowell, Sarah Polley, Samantha Eggar, Laura Ramsey, Roger Daltrey, Eric Idle, Noel Harrison, Candice Bergen, Amanda Donohoe, Christian Bale, Robert Newton, Vanessa Redgrave, Hayley Mills, Richard Gere, Bobby Driscoll, Nicol Williamson, Jennie Linden, Michael Crawford, Telly Savalas, Anthony Quinn, Alan Bates, Connie Nielsen, Russell Crowe, Art Hindle, Burgess Meredith, Bobby Driscoll, Burgess Meredith, Burgess Meredith"
13470,John Coney
1858,Owen Davis
4738,"It's a Wonderful Life, It's a Wonderful World, No Time for Comedy, Harvey, Pot o' Gold, Call Northside 777, The Shopworn Angel, Anatomy of a Murder, Two Rode Together, The Glenn Miller Story, Carbine Williams, Shenandoah, The Mortal Storm, Malaya, The Flight of the Phoenix, The Spirit of St. Louis, Night Passage, Destry Rides Again, Strategic Air Command, Bandolero!, The Shop Around the Corner, Mr. Smith Goes to Washington, The Man Who Knew Too Much, Take Her, She's Mine, Mr. Hobbs Takes a Vacation, Bend of the River, The Rare Breed, Made for Each Other, No Highway in the Sky, The Shootist, Broken Arrow, The Philadelphia Story, The Far Country, The Man Who Shot Liberty Valance, Winchester '73, After the Thin Man, Rear Window, Thunder Bay, The Man from Laramie, Come Live with Me, You Can't Take It With You, Vivacious Lady, Dear Brigitte, Of Human Hearts, The Naked Spur, On Our Merry Way, Firecreek, The FBI Story"
14138,"David M. Rosenthal, See This Movie"
2677,Spanish
2360,"2000, 2007, 2014, 1970, 1975"
14870,1958 (for Ajantrik)
10217,1971
286,Jérôme Tonnerre
9733,"Bernadette Peters, Pink Cadillac, Cinderella, Into the Woods, Slaves of New York, The Jerk"
11924,"Thriller, Crime"
8481,2008
5456,"Henry Hull, Robert Mitchum, Jan Sterling, George Segal, Yul Brynner"
5023,"Seiichi Tanabe, Kazuya Takahashi, Reiko Kataoka"
1213,"1928, 1929"
14862,"Horror, Comedy"
