,Model
1359,"Walt_Whitman, Herman_Melville, Ralph_Waldo_Emerson, Henry_David_Thoreau, Nathaniel_Hawthorne, John_Keats, Charles_Baudelaire, George_Gordon_Byron, Edgar_Allan_Poe, Oscar_Wilde, Fyodor_Dostoyevsky, Gustave_Flaubert, Anton_Chekhov, Robert_Louis_Stevenson, G._K._Chesterton, William_Blake, G._J._Le Clair, Samuel_R._Delany, Thomas_Pynchon, J._D._Salinger, Paul_Auster, Harold_Pinter, Joyce_Carol_Oates, Virginia_Woolf, Mark_Twain, Charles_Dickens, William_Butler_Yeats, Allen_Ginsberg, William_Faulkner, T._S._Eliot, John_Updike, Arthur_Schopenhauer, Friedrich_Nietzsche, Albert_Camus, Michael_Chabon, Jean_Cocteau, Marcel_Proust, W._H._Auden, William_James, Cormac_McCarthy, Philip_Pullman, Gertrude_Stein, Irving_Berlin, Ayn_Rand, Victor_Hugo, John_Coltrane, Gil_Scott-Heron, Miles_Davis, Leonard_Nimoy, Irving_Berlin, Charlie_Chaplin, Truman_Capote, William_Goldman, Harold_Pinter, Robert_Alexander_Schumann, Robert_Anton_Wilson, Italo_Calvino, Paul_Auster, Thomas_Mann, Italo_Svevo, Thomas_Stearns_Eliot, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_Pound, Ezra_"
2990,"Estonia, Latvia, Lithuania, Finland, Norway, Poland, Belarus, Ukraine, Kazakhstan, Azerbaijan, Mongolia, China, North Korea, Georgia, and Norway (with Svalbard and Jan Mayen)"
2113,"Museo_Nacional_Del_Prado, Official_Website"
1754,"Harry Potter and the Sorcerer's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire"
1668,"Egypt, Giza"
856,"Andy_Warhol, Vincent_van_Gogh, Marcel_Duchamp, Truman_Capote, Norman_Mailer, Gil_Scott-Heron, Jim_Morrison, William_Blake, Jean_Cocteau, Maurice_Sendak, Jean_Paul_Sartre, Charles_Baudelaire, Gustave_Flaubert, J._G._Ballard, H._P._Lovecraft, Jorge_Luis_Borges, Michael_Jackson, Sting, Jim_O'Rourke, John_Lennon, David_Bowie, Kurt_Cobain, Yoko_Ono, Sylvia_Plath, William_S._Burroughs, Allen_Ginsberg, Robert_Wachtel, John_Coltrane, Stanley_Kubrick, Lenny_Kravitz, Lou_Reed, Roscoe_Arbuckle, Lou Reed, Paris_Gilles_Deleuze, Charles_Laughton, Warren_Beatty, Bob_Kane, Michael_Jackson, Sting, Jim_O'Rourke, John_Lennon, David_Bowie, Kurt_Cobain, Yoko_Ono, Sylvia_Plath, William_S._Burroughs, Allen_Ginsberg, Robert_Wachtel, John_Coltrane, Stanley_Kubrick, Lenny_Kravitz, Lou_Reed, Roscoe_Arbuckle, Lou Reed, Paris_Gilles_Deleuze, Charles_Laughton, Warren_Beatty, Bob_Kane, Gil_Scott-Heron, Jim_Morrison, William_Blake, Jean_Cocteau, Maurice_Sendak, Jean_Paul_Sartre, Charles_Baudelaire, Gustave_Flaubert, J._G._Ballard, H._P._Lovecraft, Jorge_Luis_Borges, Michael_Jackson, Sting, Jim_O'Rourke, John_Lennon, David_Bowie, Kurt_Cobain, Yoko_Ono, Sylvia_Plath, William_S._Burroughs, Allen_Ginsberg, Robert_Wachtel, John_Coltrane, Stanley_Kubrick, Lenny_Kravitz, Lou_Reed, Roscoe_Arbuckle, Lou Reed, Paris_Gilles_Deleuze, Charles_Laughton, Warren_Beatty, Bob_Kane"
3152,"Sam Shepard lived in New York, which has a GNIS feature ID below 1661479."
961,Duluth
1291,"Nigeria, Benin, Niger, Chad"
1856,"Saudi_Arabia, Jordan, United_Arab_Emirates, Yemen-US, Oman, Palestine_National_Authority, Lebanon, Iraq, Syria, Bahrain, Comoros, Algeria, Sudan, Somalia, Mauritania, Libya, Tunisia, Djibouti, South_Sudan, Eritrea, Kuwait, Qatar, Chad, Syria, Libya, Egypt, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya, Libya"
1949,Abraham_Lincoln
1166,Duke_University
2311,Eastern Illinois University
1535,"Russia, Mongolia, Kazakhstan, Afghanistan, Tajikistan, Myanmar, Laos, North Korea, Vietnam, Bhutan, Pakistan, India, Nepal, Kyrgyzstan, and Afghanistan are the countries that border China and have an ISO numeric greater than 704."
726,"Brazil, Chile, and Paraguay"
1219,Abraham_Lincoln
1625,"Belarus, Kazakhstan, Norway, Finland, China, Mongolia, North Korea, Georgia, Azerbaijan, Poland, Ukraine, Lithuania, Latvia, Estonia, Sweden, Norway, Estonia, Estonia, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway, Norway"
1064,"Germany, Austria, Switzerland, Liechtenstein, Luxembourg"
3324,Simpson College did not have more than 42 undergraduates.
1150,Lafayette_College
1684,"De Smet, SD"
2153,California
664,"Qatar, Comoros, Djibouti, South Africa, Canada, United States of America, France, Morocco, Djibouti, United States of America, Egypt, Djibouti, Lebanon, United States of America, Syria, United States of America, United Arab Emirates, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America,"
1680,"Canada_men's_national_soccer_team, Montreal_Canadiens, Hamilton_Bulldogs, Edmonton_Eskimos"
1736,Abraham_Lincoln
1286,Abraham Lincoln
1429,"""Hunt for the Wilderpeople, The Dressmaker"""
1231,"The Hunger Games (2012), Independence Day: Resurgence (2016)"
873,"Germany, France, Netherlands, Belgium, Luxembourg, Austria, Switzerland, Italy, Spain, Finland, Denmark-GB, Sweden, Norway, Hungary, Czech Republic, Poland, Greece, Romania, Croatia, Slovakia, Austria, Portugal, United Kingdom, San Marino, Andorra, Switzerland, Lithuania, Estonia, Latvia, Slovenia, Malta, Cyprus, Slovakia, Iceland, Liechtenstein, Bulgaria, Romania, Norway, Albania, North Macedonia, Montenegro, Serbia, Bosnia and Herzegovina, Kosovo, Ukraine, Belarus, Moldova, Russia, Turkey, Georgia, Armenia, Azerbaijan, Kazakhstan, Uzbekistan, Tajikistan, Kyrgyzstan, Turkmenistan, Uzbekistan, Mongolia, China, Japan, South Korea, Taiwan, Hong Kong, Macau, Singapore, Malaysia, Brunei, Indonesia, Philippines, Thailand, Vietnam, Cambodia, Laos, Myanmar, Bangladesh, Sri Lanka, Nepal, Bhutan, Maldives, India, Pakistan, Afghanistan, Iran, Iraq, United Arab Emirates, Oman, Qatar, Saudi Arabia, Kuwait, Bahrain, Yemen, Jordan, Syria, Lebanon, Israel, Palestine, Egypt, Libya, Tunisia, Algeria, Morocco, Western Sahara, Mauritania, Mali, Senegal, Guinea, Guinea-Bissau, Sierra Leone, Liberia, Ivory Coast, Ghana, Togo, Benin, Nigeria, Cameroon, Central African Republic, Chad, Sudan, South Sudan, Ethiopia, Djibouti, Eritrea, Somalia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Zambia, Malawi, Mozambique, Zimbabwe, Botswana, Namibia, Angola, South Africa, Lesotho, Swaziland, Mauritius, Seychelles, Comoros, Madagascar, Mayotte, Reunion, Mauritania, Cape Verde, Sao Tome and Principe, Equatorial Guinea, Gabon, Congo, Democratic Republic of the Congo, Republic of the Congo, Cameroon, Gabon, Equatorial Guinea, Angola, Namibia, Botswana, Zimbabwe, Mozambique, South Africa, Lesotho, Swaziland, Eswatini, Comoros, Madagascar, Mayotte, Seychelles, Reunion, Mauritius, Cape Verde, Sao Tome and Principe, Equatorial Guinea, Gabon, Congo, Democratic Republic of the Congo, Republic of the Congo, Cameroon, Central African Republic, Chad, Sudan, South Sudan, Ethiopia, Djibouti, Eritrea, Somalia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Zambia, Malawi, Mali, Senegal, Guinea, Guinea-Bissau, Sierra Leone, Liberia, Ivory Coast, Ghana, Togo, Benin, Nigeria, Cameroon, Central African Republic, Chad, Sudan, South Sudan, Ethiopia, Djibouti, Eritrea, Somalia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Zambia, Malawi, Mozambique, Zimbabwe, Botswana, Namibia, Angola, South Africa, Lesotho, Swaziland, Eswatini, Comoros, Madagascar, Mayotte, Seychelles, Reunion, Mauritius, Cape Verde, Sao Tome and Principe, Equatorial Guinea, Gabon, Congo, Democratic Republic of the Congo, Republic of the Congo, Cameroon, Gabon, Equatorial Guinea, Angola, Namibia, Botswana, Zimbabwe, Mozambique, South Africa, Lesotho, Swaziland, Eswatini, Comoros, Madagascar, Mayotte, Seychelles, Reunion, Mauritius, Cape Verde, Sao Tome and Principe, Equatorial Guinea, Gabon, Congo, Democratic Republic of the Congo, Republic of the Congo, Cameroon, Central African Republic, Chad, Sudan, South Sudan, Ethiopia, D"
1700,"Tuskegee Institute, Simpson College"
1228,"Bulgaria, Belgium, Norway, Poland, Russia, Germany, Hungary, Croatia"
3284,"Seattle, Washington"
680,Chelsea FC
3307,Brazil
1348,"Malibu, California (655030)"
2321,"Nigeria, Chad, Niger, Mali, Benin, and Nigeria (as the Niger river originates in Niger and flows through these countries)"
1720,Abraham_Lincoln
3014,New England Patriots
2960,Egypt
697,"University_of_Southern_California, Northwestern_University"
842,"Edgar Allan Poe, Ralph Waldo Emerson"
3294,Sam_Shepard /people/person/places_lived./people/place_lived/location Oakland
655,Cruzeiro_Esporte_Clube
878,Sporting CP
1261,Ukraine
1747,"Abraham_Lincoln, Ulysses_S._Grant, James_Madison, James_Buchanan, William_Henry_Harrison, Theodore_Roosevelt"
2377,Chelsea_F.C.
669,"New York, Seattle, England"
1855,"Poland, Hungary, Ukraine, Austria, Czech Republic"
3325,"""Extraction, The Old Guard"""
2568,Rihanna does not have a movie released before 3 June 2013 in the given context.
1521,"Liechtenstein, Andorra, Belarus"
1443,"Arapahoe County Courthouse, Littleton City Hall"
1918,"Hannah_Montana:_The_Movie, Bolt, The_Last_Song"
1380,"Algeria, Iraq, Jordan, Kuwait, Lebanon, Libya, Mauritania, Morocco, Oman, Palestine, Qatar, Saudi Arabia, Sudan, Syria, Tunisia, United Arab Emirates, Yemen"
1926,"Andy_Warhol, Marcel_Duchamp, Charles_Laughton, Charlie_Chaplin, Ernest_Hemingway, Gilles_Deleuze, Alan_Hale,_Sr., L._Frank_Baum, Charles_Baudelaire, Jim_Morrison, George_Gershwin, Felix_Mendelssohn-Bartholdy, Vincent_van_Gogh, D._W._Griffith, Clive_Barker, H._Jon_Benjamin, Sigmund_Freud, Fritz_Leiber, Cole_Porter, Fritz_Nietzsche, Adrian_Adolph_Greenberg, Roger_Waters, Jean_Cocteau, Maurice_Sendak, Colin_Wilson, William_Blake, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_Chevalier, Maurice_Ravel, Maurice_"
1624,"The Last Song, Big Fish, Bolt"
3326,Colorado
1840,"Hannah_Montana:_The_Movie, 70108636"
2561,Church of England
