,Model
1926,"Jean-Michel Basquiat, Candy Darling, Edie Sedgwick, Bob Dylan, Albert Goldman, Allen Ginsberg, Billy Name, Gerard Malanga, Lou Reed, Paul Morrissey, Brice Marden, Ultra Violet, Freddie Herko, Teddy Boy Blue, Teddy Venetia, Diane Arbus, Robert Indiana, Salvador Dalí, Marcel Duchamp, and Aldous Huxley."
1624,"Hannah Montana (2006), Big Fish (2003)"
3326,Colorado (C)
1840,Stranger Things (80100)
2561,Church of Ireland (Anglican)
1328,"Jordan, Palestine"
1604,Temple University
1413,Real Madrid
2106,"Hibbing, MN, 664630"
2969,"Djibouti, Comoros, Mauritania, Somalia"
1587,Leipzig University
1767,"China, Bhutan"
1211,"Pretty Little Liars (2010), A Cinderella Story: Once Upon a Song (2011), Scream 4 (2011), Truth or Dare (2018)"
3304,"Mali, Guinea, and Nigeria"
1609,"New York, Los Angeles"
1664,"Grenada, 7,056"
2995,"Portugal, Estonia, Latvia, Lithuania, Slovakia, Slovenia, Czech Republic, Hungary, Poland, Cyprus, Malta, Bulgaria, Romania, Greece, Croatia, Sweden, Finland, Denmark, Norway, Iceland have ISO codes less than 056."
1279,Central Time Zone
1484,California (Cliff Robertson)
2108,Dublin
1188,"Redboxx, Lil Jon, and The East Side Boyz"
2084,Canada
303,"Chile, a presidential republic"
1974,Elisabeth Moss plays Claire on the television show with the theme song 'Lonely Girl'.
2624,Leone does not have an official Ceiba pentandra symbol for its currency.
3133,Alex Borstein
107,"Scottish Gaelic, Scots, or English"
803,Mexican
3353,"The actor who played Periwinkle has been in films such as ""The NeverEnding Story"" and ""Labyrinth""."
2300,Judy Garland
2379,Farmer
3112,Neil Bogart (died from cancer)
363,"Egypt exports to multiple countries, including the United States, China, and Saudi Arabia."
1283,Africa
1417,"Atlanta, Georgia"
172,Massachusetts
2857,English
1267,"Pashto, Dari, and Persian"
1168,Americas
949,"Alice in Wonderland, Through the Looking-Glass"
400,Kuwait
2782,"Mary Vincent, not the original author Laura Ingalls Wilder, published editions for ""The Long Winter (Little House)"" in New York City."
2780,Barcelona FC
2357,Christopher Lee
1394,Central Time Zone
3319,Coteau Guidry's spouse is Tanya Tate.
1775,Guitar
1034,Los Angeles
437,"Finland, Estonia, Latvia, Belarus"
267,Real Sporting de Gijón
493,"Katy Perry, the artist who had the concert tour named Last Girl on Earth, played in the movies ""The Smurfs"" and ""The Smurfs 2""."
1792,"United States, Canada"
2920,New York City
282,"English, Creole"
2076,Spanish
575,Mandarin
2150,Denise Crosby
2763,Rabat
1326,Not provided in the context.
2580,Unknown (the author's cause of death is not specified in the context)
976,"Copenhagen, Denmark"
693,Central Time Zone (CT)
2927,Rabat
2492,United States
90,Central Time Zone
446,Chilean
1717,French
2909,Not provided in the context.
1697,"Modernism, Futurism, and World War I"
1014,"Jackson, Huston, Genet, Renoir, Fellini, Eisenstein, Kurosawa, Godard, Bergman, Welles"
2071,"Ancient Greek city-states, not a specific type."
1616,"United States, Guatemala, Belize"
2935,Democratic Republic
2683,"Red, White, and Black"
853,"Rock, Jazz, Blues"
305,Georgia (Atlanta Falcons)
2110,"Marlon Brando, the actor who played in Normal Love, was influenced by Stella Adler and Lee Strasberg."
1249,Liz McClarnon's residence is not provided in the context.
1433,Phoenix Suns
2659,New York Yankees
2753,Monarchy
2182,"Washington D.C. (for the political appointee, Susan Rice)"
3366,Poison
1873,Germany
3301,"United States, Guatemala, Belize"
1780,Abstract Expressionism
3188,Asia
3128,"Dutch, French"
210,A. Milton Glaser influenced the work of a notable person whose educational major field of study is Poster Design.
2832,Presidential republic
1254,"The person is not famous for saying ""Invention is the talent of youth, as judgement of age."" as the quote is attributed to various historical figures, and its original author is unknown."
857,Heart Attack
1407,London (Michael Gambon)
591,"Whitney Houston, the artist who went on the I'm Your Baby Tonight World Tour, died due to drowning, with heart disease and cocaine use as contributing factors."
3247,"Robert Frost, the author of ""Poem to a Horse,"" is from the United States."
1185,"John Updike lived in Shillington, Pennsylvania."
1038,Denmark
2322,Abasi Currency is not specified in the context.
3389,Kellyanne Conway was a pollster before becoming the Associate Director of White House Office of Public Liaison.
1301,"English, as per the context."
3509,"English, Spanish"
3348,The cause of death for the actor who played Nicole Sims is not specified in the context.
3333,Not provided in the context.
3149,Jack & Jack (American)
1134,United Kingdom
254,Cancer
556,"Great Ayton, United Kingdom"
2954,Jack London was a novelist and journalist.
2639,"Martial Arts, Dance, Acting"
1833,Pennsylvania
280,"Pittsburgh, Pennsylvania"
1333,"Galileo Galilei, astronomer and physicist"
1986,"Javier Colon, United States"
918,Joe Biden
941,Jerry Spinelli attended Villanova University.
1686,"Pedro Pablo Kuczynski is the author of ""Historia viva,"" and he served as the President of Peru."
957,Heart attack
1962,Howard University
897,Harvard University
1063,Dallas
2118,Prinz died due to a heart attack.
1227,"Finland, Norway, Sweden, Russia"
584,Monticello
2354,James Earl Jones
3502,Ontario
324,Europe
860,"Marilyn Monroe, JFK"
702,Los Angeles
714,Mandarin Chinese
864,Florence
1527,"Tuareg Confederation, Nomadic Tribal Confederation"
3467,"Europe, Asia"
1393,"Spanish, Mapudungun, Quechua"
2928,Drug overdose
1217,"Spain, Portugal"
2244,"Quechua-speaking countries employ various government systems, including presidential republics (Bolivia, Ecuador) and unitary states (Peru)."
1270,"Brazil, Peru, Argentina, Chile, and Paraguay"
881,"Bolivia, Brazil, Argentina, Peru, Chile, and Paraguay"
3242,"Dutch, French"
1544,Whitney Houston
1061,"Regionzealand

Context:
The second level division HÃ¸je-Taastrup Municipality is located in the Regionzealand."
2674,"James Earl Jones, David Prowse (physical performance), Ian McDiarmid (Emperor Palpatine) in different films. Darth Vader was voiced by James Earl Jones in the Star Wars film that had a crew member named Louise Elsey."
3220,"Politician, lawyer, and civil rights activist"
2364,Christopher Lee
1495,Peggy Ashcroft
2464,Patrick Stewart
2687,Denmark
1342,Not accepted as currency on any continent
1830,"Estonian, Swedish, Sami"
334,Central America
821,Pop
2941,"Ford, Lincoln"
1305,Pop
1415,"Ancient Egyptian, Coptic"
3127,Central America
2268,United States
3203,Scotland
278,Morocco
3296,Sandra Cisneros attended the University of Iowa.
3430,Military Officer
2418,Washington D.C.
3251,"Gaelic, Scots Gaelic"
2010,"Jonas Brothers, Ryan Cabrera, and Evan and Jaron"
3297,Minnesota
2870,Chilean President Sebastián Piñera heads a center-right government.
224,Arabic
2638,Lodo
2887,Federal presidential democratic republic
2716,Audrey Hepburn
1152,The currency used in the country with airline V Bird is not specified in the provided context.
3501,"Portland, Oregon"
1243,"Russia, Ukraine"
3219,Not specified in the context.
130,Doncco lived in Cholame.
116,University of South Carolina
3358,"Whitney Houston, the artist nominated for awards for ""I'm Your Baby Tonight"", died due to drowning, with heart disease and cocaine use as contributing factors."
1683,Asia
2074,South America
3365,"Bad Bunny, J Balvin"
445,"Finnish, Swedish"
333,Ian McDiarmid (Senator Bana Breemu) did not voice Darth Vader. James Earl Jones voiced Darth Vader.
2333,"Belgium, Luxembourg"
2670,"Niger, Benin, and Nigeria"
347,University of Pennsylvania
1198,Chicago
1330,"Barcelona, Real Madrid"
2306,Argentina
990,"Russia, Belarus"
1870,Africa
1589,Hungarian
1638,"Dutch, Flemish"
28,"Pashto, Dari"
242,"Selena Gomez, the Hispanic artist, is of Mexican descent."
1416,New York City
2895,"Leonard Bernstein, the person who once lived at 1342 Lexington Avenue, was influenced by Igor Stravinsky."
2430,Massachusetts
1501,"Jordan, Syria"
403,"Bolivia, Peru"
3474,"Thomas Hobbes, lived in England"
1878,Chicago
2833,Spanish
3381,Nathan D. Champion
1849,"Country, Blues"
3137,Spanish
97,English
349,Electric guitar
39,Seychelles
1381,"English, French, German, Spanish"
2133,James Earl Jones
2496,Alaska
2329,North America
1603,Winnie Mandela
483,Johns Creek
1202,New York
1311,Bologna University
106,University of South Carolina Beaufort
246,"China, Hong Kong"
3510,Hungarian
2483,Dallas
2627,"Byron R. Lewis, former Governor of Colorado"
1651,Dallas
814,"V.C. Andrews (was not an artist, but the author nominated for an award for Flowers in the Attic)"
1647,Biden
345,"Girolamo Mazzola Bedoli, the illustrator of De mémoire d'homme, was from Bologna and Florence."
3328,Oslo
1532,"Film director, Alfred Hitchcock"
2221,"""Twilight"""
2034,"Marbella, Spain's beaches and Puerto Banus marina"
3177,Joe Biden
837,Jill
861,Los Angeles (Emilio Estevez)
2851,Asia
2602,Sweden
1196,Christopher Lee
1114,Asia
2141,Spain
1447,Writer
3081,William Shatner
2894,"Arizona Cardinals Red, Black"
1137,Africa
2897,"Suharto, Soekarno, and Bambang Susantono (depending on the specific person) were former presidents of Indonesia, but in their past, they attended State Elementary School Menteng 01."
1633,United States
252,"Antoni Gaudí, the architect who designed Bellesguard, was inspired by the works of Viollet-le-Duc."
2591,"Carrie Underwood, Nashville"
1197,Europe
3262,Not provided in the context.
1044,Finnish
2710,Potomac River
2052,Pacific Time Zone
31,"Columbia, South Carolina"
1002,Scarlett Johansson
663,Liverpool
1428,Ecuador
1828,English
423,Russia
828,Central Time Zone
2429,"Adam Jones, guitarist of Tool"
1418,Mexico
1493,US Dollar
2373,Ontario
1363,"Bolivia, Ecuador, Peru"
1846,Europe
2095,"Wales, England"
1320,"Argentina, Brazil"
19,"Dutch, French"
2112,The context does not provide information about the cause of death for the sister of the actor who played the character Backstreet Boys.
3169,"James Earl Jones, not Carol Follett."
1177,Pop
1874,Portugal
673,"Finnish, Swedish"
2081,Dallas
3318,"Bolivia, Peru"
3102,"Simone Biles (not sponsored by Circuit City)
Mary Lou Retton (not sponsored by Circuit City)
Gabby Douglas (not sponsored by Circuit City)
No gymnast in the context is sponsored by Circuit City."
1376,"Conventional answer: Monica Bellucci, who played Choir Nun #1, has had roles in films like The Matrix Reloaded, Spectre, and many others."
2271,Irish folk music
2099,"Benjamin Franklin, appointed by the Continental Congress, was also a scientist and inventor."
1692,Disco Inferno (fire during a concert)
1442,"Montgomery Clift, the actor who played Cal Trask, was an actor."
2742,"Chile, Presidential Republic"
3182,Puerto Rican Dollar
2633,"Hanson live in Tulsa, Oklahoma."
2653,Kansas City
863,Ed Sheeran
341,Euro
634,"Martin Luther King Jr. was not born in a city, but in a rural community called Atlanta, Georgia."
3238,"Madrid Cathedral, Prado Museum, Royal Palace of Madrid"
3113,Unknown (context does not provide information on the cause of death of the music producer who produced Whitney: The Greatest Hits)
1556,"Monticello, Virginia"
1827,Pennsylvania
1673,"The Sugarhill Gang recorded ""Rapper's Delight (medley)""."
534,"Miley Cyrus, Hannah Montana: The Movie, The Last Song"
1965,"Andy Warhol, influenced by Marcel Duchamp"
2177,"Limp Bizkit's lead vocalist, Fred Durst, wrote the lyrics for ""Nookie"". However, he is not a professional lyricist by trade."
1419,North America
1937,"Pop, Rock"
2569,Leiden University
1942,"Frank Ocean, ""Novacane"" and ""Swim Good"""
1399,US Dollar
3300,"Mandarin, Hakka"
2362,"Architecture, engineering, and military engineering"
3437,Aristotle
710,Hungarian
1927,New York
3252,"Jay-Z, Kanye West, and Frank Ocean know where the origin of the artist that recorded #Thatpower."
3227,Pop
3245,The actor who starred in Golden Shoes does not play for any specific sports team.
373,Spartan government
3330,"Spain, Portugal"
739,"China, Vietnam"
1982,England
3226,"Pashto, Dari"
297,"Portland, Oregon"
1169,"China, North Korea"
530,Massachusetts
1392,"Colombia, Peru, Ecuador, Brazil"
1991,Secretary of the Army
547,English
688,Sacramento County
105,"Mandarin, Hokkien, Hakka, Taiwanese Hua, and other languages."
2042,"Pop, R&B, and Dance music"
807,Greek
1287,Hungarian
2303,Presidential republic
705,"Guatemala, Mexico, Honduras"
3396,2008
587,Christopher Lee
713,"Arabic, French, English"
30,Red
2318,"""50 First Dates"""
1958,"New Zealand, Manawatu-Wanganui"
309,Central America
2474,Belgian
3161,United States
2272,Jerusalem
624,"Musician, Composer, Arranger, Keyboardist, Vocalist"
946,United States
905,"Val Kilmer, Emilio Estevez"
3331,German
2777,"Scottish Gaelic, Old Norse"
533,Greek
1940,"Algiers, the capital city of Algeria, speaks Berber."
3432,New York
777,"Lhasa, Tibet"
176,Spanish
3279,"Paris, according to the context."
444,Israel
2048,Chinese
247,"English, Hindi, Urdu, and several indigenous languages"
3438,Federal presidential democratic republic
2312,"Rachel Weisz, Julia Roberts, Judy Garland"
2218,By ingesting cyanide.
96,English
1437,English
1836,British Pounds
2337,Africa
231,Heart Attack
1711,Romanticism
3290,Scotland
2277,Réunion
1051,Duke University
2981,"Lee ""Scratch"" Perry"
2788,"Dylan, Beck"
1738,"Peru, Bolivia, Chile, Argentina"
2880,"Unknown, the context does not provide information about the cause of death."
67,Bologna
2599,Ontario
2056,Star Trek: The Next Generation
2407,Ancient Egyptian
348,Morocco
260,Massachusetts
1106,Chilean government
1151,Voltaire
2090,Turkish
2798,Gustav Stresemann died in Berlin.
2560,"London, Parliamentary constitutional monarchy"
48,"Chester Bennington, the artist, committed suicide during the Live & more Encore Tour."
748,Arthur Miller was influenced by Eugene O'Neill.
1590,Mandarin Chinese
3354,"United Kingdom, Germany"
910,English
2072,Maupertuis's place of death is Prussia.
2534,Mandarin Chinese
3427,The context does not provide information on when the Comptroller General went to college.
1691,Greenland
2100,"Indie rock, synth-pop, and electronic"
3393,"Bolivia, Brazil, Paraguay, Uruguay, and Chile"
719,"China, Mongolia, Russia, North Korea"
3493,City-states with oligarchies or democracies
1880,Monticello
1975,Central America
685,Mandarin
999,Mandarin
2286,United States Dollar
3193,Indonesia
1479,"Thomas Jefferson died in Monticello, Virginia."
320,Marilyn Monroe's cause of death is overdose.
457,Americas
2062,The question does not provide information about the currency used by the country with airline V Bird. The context also does not contain such information.
2036,Minnesota
428,Arabic
461,James Earl Jones
3278,Americas
376,"Z, C, U, S, M, P, O, C, C, C, C, C, C, C, C, C, G, G, G, I, W, W, M, W, W, W, W, S, W, T, S, W, G, G, O, Z, Z, Z, C, I, S, I, I, I, W, M, M, S, S, S, D, F, O, W, W, T, R, W, W, F, P, O, G, O, Z, C, W, I, I, F, O, W, E, T, U, W, O, T, M, T, W, W, W, E, W, M, A, E, R, W, U, T, F, T, F, W, S, O, O, C, C, S, S, Z, Z, Z, Z, Z, Z, I, H, B, F, F, O, O, S, C, W, U, O, B, S, W, S, U, W, W, C, F, F, I, R, E, T, S, E, M, S, H, Z, Z, B, A, C, W, W, J, W, W, F, F, S, I, I, I, I, U, N, H, H, N, H, Z, G, T, S, V, S, M, C, O, T, R, M, V, M, W, O, O, D, R, T, L, T, J, W, F, E, S, L, W, O, O, O, Z, Z, Z, Z, Z, C, N, N"
2044,Cancer
372,Florida
1336,Electric guitar
3479,Costa Rican Colón
3291,"Rocky Balboa's second opponent was Apollo Creed, not Boxing Opponent's Second. No character by that name is mentioned in the context."
3315,"Texas, Rick Perry"
2172,Marie-Louise Boucher
2131,Friedrich Nietzsche
2309,"Brad Dourif, Peter Haskell"
380,"China, Mongolia, Russia, North Korea, Vietnam, Myanmar, Laos, and Pakistan."
43,China
1550,Los Angeles
2778,Chicago
204,"Portugal, Spain"
72,"Catholic, Anglican, Orthodox"
1178,Algeria
1641,Kansas
3158,Desargues' geometry
2577,Walt Whitman
2410,Cindy Sherman
3125,"Egypt (Arabic-speaking country), United States (Barbara Starr's birthplace)"
2347,Iraq
200,"Iraq (Arabic is the official language, but Sulaymaniyah is part of the Kurdistan Region, where Kurdish is predominantly spoken)"
2882,Miami Dolphins
270,Judaism
3503,Louisiana State University
3423,Christianity
2549,Austria
809,"The Hunger Games: Catching Fire, Independence Day: Resurgence"
3459,"Russia, Kazakhstan, Mongolia"
2914,Dutch (not spoken in Japan)
1216,"English, no, Tortall Universe is fictional and has its own languages."
2035,"""The Last Song"""
1275,"""The Sisterhood of the Traveling Pants 2"""
2594,Nigeria
874,"GIN, Guinea"
2186,Germanic
2063,"Brancusi influenced Music for Chameleons, not Andy Warhol."
2936,University of Arkansas
1559,Catholicism
900,China
636,United States
2088,Abraham Lincoln
1252,Mandarin Chinese (CMN)
3374,No
436,United States
2764,Malibu
885,"Piano, Trumpet, Trombone, Clarinet, Violin"
2558,Bavaria
599,Christianity
3482,Greece
1331,Russia
2375,"""Pretty Little Liars: The Perfectionists"""
259,Judaism (Kabbalah Center in Safed)
2654,Walt Whitman
3047,William Shakespeare
704,Mongolia
1990,Tennessee
1233,Surrealism
1001,"England, China"
2949,Prussian monarchy (for Lasker's birthplace) and parliamentary democracy (for Canada)
3114,"Vietnam, United States"
1312,The Last Song
2338,Syria
202,"Las Vegas (for The Stand), Los Angeles (for Joey King)"
2907,"Pembroke, not Wales (Robert Darcy, 4th Earl of Holderness was born in Pembroke, England, not Wales, but Welsh is spoken in Pembrokeshire, Wales)"
759,William Shatner
774,"Guatemala, Honduras, El Salvador"
1580,"Littleton Downtown Station, Littleton Fire Station 2, Littleton Public Library"
3168,"Colorado, USA"
177,Wales
2336,New York City
1012,Arsenal FC
2325,"""The Angry Birds Movie 2"""
426,Temple University
870,Egypt
2463,"Los Angeles, California"
152,Christianity
2293,Tennessee
2246,Baroque
974,Chile
926,Skylar Peak's location
59,Wyoming
2087,Salmon P. Chase
2635,Netherlands
2225,"Turkey (Adana Province is in Turkey, but it does not speak Arabic. The official language is Turkish.)"
525,Prado Museum
735,English
907,Knut Hamsun
2488,Temple University
1410,China
1626,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Phoenix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2"
2468,Orthodox Christianity
855,Arabic
1430,"Zajonc, California"
3274,Turkey
698,Peru
932,United Kingdom
125,Texas
1266,Not specified in the context.
743,Hibbing
1993,Sean Connery
188,Paris
33,Bhutan
1596,"Pretty Little Liars, A Cinderella Story: Once Upon a Song, Life Sentence"
583,Egypt
1203,The Last Song
2556,Ralph Waldo Emerson
3384,New York and Lefcourt National Building are in the same location.
992,Yale University
2929,Bahrain
745,Neither the Navajo people nor the Tortall Universe have a specified language in the given context.
3340,Harry Potter and the Philosopher's Stone (S1)
225,France
1867,"Fra-Cherokee, Fra-Cree, Fra-Navajo do not exist. The language spoken by Native American Indians with FRA as initials is Fraser River Salish."
1225,Denmark does not speak German. Lejre Municipality is in Denmark.
1174,Egypt
263,Egypt
337,Tuskegee Institute
572,Afghanistan
408,Scotland
532,New England Patriots
2803,"Germany, France, Italy, United Kingdom"
2785,Tunisia
1402,Nigeria
2021,"Freud, Sigmund"
2605,"The Hunger Games, Independence Day: Resurgence, and Isn't It Romantic"
2758,Edgar Allan Poe
2985,"Santa Fe, New Mexico"
326,Roman Catholicism
657,"Daedalus is not a language, it's a programming language. The Navajo people speak Navajo."
234,William Shatner
2339,"Germany, Denmark"
3184,Spain
717,Spanish
3146,"Edinburgh, Scotland"
191,Valerian and the City of a Thousand Planets
335,Canada
1403,Georgetown University
1361,"Calvinism, practiced in Canada"
196,Yale University
1771,"Prado Museum, Reina Sofia Museum"
2020,Manchester United
2008,Valerian and the City of a Thousand Planets
92,Paris
71,Paraguay
2428,Montreal Canadiens (M)
140,China
2884,"Germany, France, Netherlands, Belgium"
3131,Pop
3154,There is no movie in the given context that stars Miley Cyrus and was released in December of 2003.
2395,Scotland
520,Miami Dolphins
14,South Carolina
3071,"Monarchy, Federal parliamentary monarchy"
2664,"""The Last Song"""
3347,Pinar de Chamartin is located in Picasso's home in Madrid.
2324,"Japanese (in Japan), Polish (as a hobby of Mariusz Wroblewski)"
522,"Prado Museum, Retiro Park, Royal Palace, Almudena Cathedral"
2158,Athens
151,Egypt
161,Seattle Seahawks
1959,"Marilyn Monroe, John Belushi, Ray Bradbury, Truman Capote, Dean Reed, and Natalie Wood"
1296,Los Angeles
230,Guam
1423,"""Pretty Little Liars"" (edited by Peter McNulty, Lucy Hale starred in it)"
832,"Egypt, Israel"
495,"Montreux, Switzerland"
497,"""Scream 5"""
2626,2003
543,"""Dr. Fubalous"" was filmed in Los Angeles, Sam Shepard lived in New York City."
384,"""Pretty Little Liars"""
1824,Malta
3286,"""Battleship"""
1868,"Berlin, Los Angeles"
166,Harvard University
3261,Friedrich Nietzsche
168,The Hunger Games
3027,George Washington University
35,Brazil
3264,France
595,Christianity
1142,Arsenal
2539,"""Killers"""
1823,Switzerland
3441,Myanmar
781,Wales
1732,"De Smet, South Dakota"
1308,Iran
2997,English
450,"Real Madrid, Portugal"
3233,Minnesota Vikings
2143,Jean-Michel Basquiat
3514,United States
621,Judaism
763,William Shatner
