,Model
2113,"Museo del Prado, Reina Sofia Museum, Thyssen-Bornemisza Museum"
1754,"Harry Potter and the Sorcerer's Stone (60007978), Harry Potter and the Chamber of Secrets (60007979), Harry Potter and the Prisoner of Azkaban (60007980)"
1668,"Cairo, Egypt"
856,"Bob Marley, Jean-Michel Basquiat"
3152,"Santa Fe, New Mexico"
961,"Hibbing, Minnesota"
1291,Nigeria
1856,"Algeria (213), Egypt (20), Libya (218), Morocco (212), Sudan (249), Tunisia (216)"
1949,"Peter Doyle, Civil War soldier and Whitman's lover, influenced Whitman's poetry and caused him to lose his government job after revealing their relationship."
1166,Louisiana State University (LSU)
2311,Temple University
1535,"Mongolia (858), Russia (643)"
726,"Bolivia (591), Paraguay (595), Brazil (55)"
1219,Walt Whitman was influenced by Transcendentalism and English Romantic poets before starting his governmental position in 1861.
1625,"Finland, Norway, Estonia, Latvia, Lithuania, Poland, Belarus, Ukraine, Kazakhstan, Mongolia, China have country calling codes less than 375. Only Georgia has a country calling code greater than 375."
1064,"Austria, Switzerland"
3324,"Simpson College, Iowa Agricultural College (now Iowa State University)"
1150,"George Washington University, founded in 1821"
1684,"De Smet, SD"
2153,California
664,"Countries with Arabic speakers outside of Saudi Arabia have country calling codes higher than 966, such as Algeria (213), Egypt (20), Tunisia (216), Morocco (212), and Libya (218)."
1680,"Toronto Maple Leafs (hockey, founded in 1917)"
1736,Abraham Lincoln
1286,"Abraham Lincoln, Henry Clay, Daniel Webster"
1429,"""Hunter Killer (81200363), Isn't It Romantic (81098566), Killerman (81193346)"""
1231,"The Hunger Games (2012), Expendables 2 (2012), Paranoia (2013), Empire State (2013), Love and Honor (2013), Independence Day: Resurgence (2016), Killerman (2019)"
873,"44, 372, 33, 38, 373, 370, 358, 357, 353, 354, 372, 371, 376, 373, 374, 375, 385, 387, 389, 390, 391, 392, 393, 398, 399, 420, 421, 423, 440, 441, 442, 443, 448, 473, 478, 505, 506, 507, 508, 51, 517, 518, 52, 524, 525, 526, 527, 53, 531, 533, 534, 537, 539, 54, 542, 543, 55, 550, 551, 552, 553, 554, 555, 556, 557, 56, 561, 562, 563, 564, 565, 566, 567, 57, 572, 573, 574, 575, 576, 577, 58, 583, 585, 590, 591, 592, 593, 599, 61, 613, 614, 615, 616, 617, 618, 619, 62, 620, 621, 622, 623, 624, 625, 626, 627, 628, 629, 63, 631, 632, 633, 634, 635, 636, 637, 638, 639, 64, 641, 642, 643, 644, 645, 646, 647, 648, 649, 65, 650, 651, 652, 653, 654, 655, 656, 657, 658, 659, 66, 660, 661, 662, 663, 664, 665, 666, 667, 67, 670, 672, 673, 674, 675, 676, 677, 678, 679, 68, 681, 682, 683, 684, 685, 686, 687, 688, 689, 69, 690, 691, 692, 7, 705, 706, 707, 71, 718, 72, 724, 727, 73, 732, 734, 736, 737, 74, 740, 744, 747, 75, 753, 754, 758, 76, 760, 762, 763, 764, 765, 766, 767, 768, 769, 77, 770, 772, 773, 775, 777, 778, 78"
1700,Tuskegee Institute (now Tuskegee University)
1228,"Bolivia, Paraguay, Uruguay"
3284,"Santa Fe, NM"
680,Chelsea FC
3307,"Brazil, Chile, Paraguay, and Uruguay all have armies larger than 713,480 people."
1348,"124600067001, 124600067002, 124600067003"
2321,Nigeria
1720,"Abraham Lincoln, Walt Whitman met him during the Civil War."
3014,"Tampa Bay Buccaneers, New England Patriots"
2960,Egypt
697,"University of Arkansas, Texas Christian University"
842,"Edgar Allan Poe, William Blake"
3294,"Santa Fe, New Mexico"
655,Real Madrid
878,Sport Lisboa e Benfica
1261,"Hungary, Poland, Austria, Ukraine, Czech Republic"
1747,"Ralph Waldo Emerson, Henry David Thoreau, Nathaniel Hawthorne, and John Greenleaf Whittier were all influencers of Whitman's poetry, but none of them held governmental positions that ended prior to 3 March 1865."
2377,Chelsea FC
669,"Santa Fe, New Mexico"
1855,"Hungary, Poland, Ukraine, Austria"
3325,"""Extraction, The Hunger Games: Catching Fire, and Isn't It Romantic"""
2568,"Battleship (2012)

Valerian and the City of a Thousand Planets (2017)

Brown Sugar (2002)

Guava Island (2019)

Annie (2014)"
1521,"Hungary, Poland, Ukraine, Austria"
1443,"Arapahoe County Courthouse, 1962"
1918,"""The Night Before, Black Mirror: Bandersnatch"""
1380,"Algeria, Bahrain, Egypt, Iraq, Jordan, Kuwait, Lebanon, Libya, Mauritania, Morocco, Oman, Palestine, Qatar, Saudi Arabia, Sudan, Syria, Tunisia, United Arab Emirates, Yemen"
1926,"Salvador Dalí, Coco Chanel, John F. Kennedy, Aldous Huxley, Bob Dylan, Marilyn Monroe, and Elvis Presley."
1624,"Hannah Montana: The Movie (2009), Big Fish (2003)"
3326,"Colorado, Jefferson County"
1840,"70150580, 70150581, 70150582, 70150583, 70150584, 70150585, 70150586, 70150587, 70150588, 70150589, 70150590, 70150591, 70150592, 70150593, 70150594, 70150595, 70150596, 70150597, 70150598, 70150599, 70150600, 70150601, 70150602, 70150603, 70150604, 70150605, 70150606, 70150607, 70150608, 70150609, 70150610, 70150611, 70150612, 70150613, 70150614, 70150615, 70150616, 70150617, 70150618, 70150619, 70150620, 70150621, 70150622, 70150623, 70150624, 70150625, 70150626, 70150627, 70150628, 70150629, 70150630, 70150631, 70150632, 70150633, 70150634, 70150635, 70150636, 70150637, 70150638, 70150639, 70150640, 70150641, 70150642, 70150643, 70150644, 70150645, 70150646, 70150647, 70150648, 70150649, 70150650, 70150651, 70150652, 70150653, 70150654, 70150655, 70150656, 70150657, 70150658, 70150659, 70150660, 70150661, 70150662, 70150663, 70150664, 70150665, 70150666, 70150667, 70150668, 70150669, 70150670, 70150671, 70150672, 70150673, 70150674, 70150675, 70150676, 70150677, 70150678, 70150679, 70150680, 70150681, 701"
2561,"Church of Ireland, The Board of Works"
1328,"Palestine, Yemen, Jordan, Saudi Arabia, Djibouti, Algeria, Tunisia, Morocco, Libya, Mauritania, Sudan, Iraq, Syria, Lebanon, Egypt, Somalia, Kuwait, Oman, United Arab Emirates, Bahrain all have calling codes greater than 973. However, Palestine, Yemen, Jordan, Saudi Arabia, Djibouti, Algeria, Tunisia, Morocco, Libya, Mauritania, Sudan, Iraq, Syria, Lebanon, Egypt, Somalia, Kuwait, Oman, United Arab Emirates, Bahrain are not Arabic speaking countries. Only Palestine, Yemen, Jordan, Lebanon, Syria, and Iraq are Arabic speaking countries with calling codes greater than 973."
1604,"Temple University, Swarthmore College"
1413,Manchester United
2106,"Hibbing, MN (661150), Duluth, MN (661146)"
2969,"Djibouti, Comoros, Mauritania, Seychelles"
1587,"Leipzig University, Heidelberg University, Würzburg University"
1767,"Bhutan, Nepal"
1211,"""Life Sentence (2018), A Nice Girl Like You (2018), Dude (2018), Truth or Dare (2018), The Hate U Give (2018), Raising a Family (2019), Fantasy Island (2020)"""
3304,"Mali, Guinea, and Nigeria"
1609,Not provided (Sam Shepard's current residence is not publicly known)
1664,"Woodstock, New York"
2995,"Malta, Cyprus, and Luxembourg (ISO codes: MT, CY, LU) have ISO codes less than 056."
1279,Central Time Zone
1484,California (Clint Eastwood)
2108,"Sandhurst, Berkshire (England)"
1188,"Pitbull, Afrojack, and Ne-Yo"
2084,"Canada, United States"
303,"Chile, a presidential republic"
1974,Vera Farmiga plays Claire on the television show with the theme song 'Lonely Girl'.
2624,Leone (LBV) does not have an official Ceiba pentandra symbol as currency symbols are standardized and do not include images or symbols from nature.
3133,Alex Borstein
107,"Scottish Gaelic, Scots, and English"
803,Mexican-American (Freddie Prinze Jr.)
3353,"Tom Felton (Periwinkle) has also been in ""Harry Potter"" series, ""Rise of the Planet of the Apes"", and ""A United Kingdom""."
2300,Judy Garland
2379,"A farmer, according to King Solomon"
3112,Neil Patrick Harris did not star in The Best of Donna Summer: The DVD Collection. Donna Summer died of lung cancer.
363,"Egypt exports to various countries, including the United States, China, Italy, and Germany."
1283,Africa
1417,"Atlanta, Georgia"
172,Massachusetts
2857,Navajo is spoken in the Rainbow Bridge National Monument place of worship.
1267,"Pashto, Dari, and Persian"
1168,Central America
949,"Mean Girls, The DUFF, and The Break-Up"
400,"Israel, Palestine, Jordan, Egypt"
2782,"De Smet, South Dakota"
2780,FC Barcelona
2357,Christopher Lee
1394,Central Time Zone
3319,Anika Noni Rose
1775,Saxophone
1034,"Sam Shepard, the playwright, did not live in a specific location that I'm aware of, as he is a playwright, not a musician or actor. However, he was born in Fort Sheridan, Illinois, and spent much of his life in New York City and rural areas of New Mexico."
437,"Estonia, Latvia, Lithuania, Belarus, Ukraine, Georgia, Azerbaijan, Kazakhstan, China, Norway, Finland. (Moscow is not a country, it's the capital city of Russia. The question seems to be in error.)"
267,Real Sporting de Gijón
493,"Rihanna, the artist, appeared in ""Battleship"" and ""Valerian and the City of a Thousand Planets."""
1792,"Czech Republic, Slovakia, Austria, Germany, Poland"
2920,New York City
282,"English, Hindustani"
2076,"Spanish, Chile"
575,Mandarin Chinese
2150,Wil Wheaton
2763,Rabat
1326,"William Cecil, Earl of Leicester"
2580,"Drug overdose (Christopher Wallace, aka The Notorious B.I.G.)"
976,"Copenhagen, Denmark"
693,Central Time Zone
2927,"Rabat, Casablanca"
2492,United States
90,Central Time Zone
446,"Chile, Presidential Republic"
1717,French
2909,Rhode Island (Sheldon Whitehouse)
1697,"Walt Whitman, the author of ""Dirge for two veterans,"" was influenced by the American Civil War and its impact on soldiers."
1014,"John Huston, Orson Welles, and Jean-Luc Godard"
2071,Monarchy (Ancient Syracuse) or Republic (Ancient Athens)
1616,"United States, Guatemala, Belize"
2935,Democratic Republic
2683,"Red and black, white and blue, cardinal and gold, purple and gold"
853,"Opera, Pop, and Jazz"
305,University of Missouri
2110,"Marlon Brando, Dustin Hoffman, and Lee Strasberg"
1249,Liz McClarnon's residence is not explicitly stated in the given information.
1433,Phoenix Suns
2659,New York Yankees
2753,Monarchy (Spain)
2182,"Washington D.C. (Susan Rice)

B:
New York (Samantha Power)

C:
Chicago (John Kerry)

D:
Boston (John Bolton)"
3366,Cyánido de potasio (Potassium cyanide)
1873,Germany
3301,"United States, Guatemala, Belize"
1780,"Existentialist, Ralph Waldo Emerson"
3188,Asia
3128,"Dutch, French, German"
210,"A. Jan Tschichold, Bauhaus
B. Paul Rand, Swiss Design
C. Saul Bass, Graphic Design
D. Milton Glaser, Graphic Design
E. Ivan Chermayeff, Graphic Design
F. Peter Saville, Art Direction
G. Neville Brody, Graphic Design
H. Vaughan Oliver, Graphic Design
I. David Carson, Graphic Design
J. Stefan Sagmeister, Graphic Design
K. Massimo Vignelli, Graphic Design
L. Paula Scher, Graphic Design
M. Michael Bierut, Graphic Design
N. Chip Kidd, Book Design
O. Ellen Lupton, Graphic Design
P. Michael C Place, Graphic Design
Q. Alan Fletcher, Graphic Design
R. Malcolm Garrett, Graphic Design
S. Storm Thorgerson, Album Cover Design
T. Corinne Day, Photography
U. Helmut Newton, Photography
V. Annie Leibovitz, Photography
W. Herb Ritts, Photography
X. Richard Avedon, Photography
Y. Irving Penn, Photography
Z. Robert Mapplethorpe, Photography
AA. David Hockney, Painting
BB. Roy Lichtenstein, Pop Art
CC. Andy Warhol, Pop Art
DD. Keith Haring, Street Art
EE. Jean-Michel Basquiat, Neo-expressionism
FF. Banksy, Street Art
GG. Damien Hirst, Installation Art
HH. Jeff Koons, Sculpture
II. Yoko Ono, Conceptual Art
JJ. Cindy Sherman, Photography
KK. Jenny Holzer, Conceptual Art
LL. Barbara Kruger, Conceptual Art
MM. Kara Walker, Installation Art
NN. Takashi Murakami, Contemporary Art
OO. Yayoi Kusama, Contemporary Art
PP. Jeffrey Gibson, Contemporary Art
QQ. Nick Cave, Contemporary Art
RR. KAWS, Contemporary Art
SS. Kehinde Wiley, Contemporary Art
TT. Amy Sherald, Contemporary Art
UU. Mickalene Thomas, Contemporary Art
VV. Jordan Casteel, Contemporary Art
WW. Toyin Ojih Odutola, Contemporary Art
XX. Njideka Akunyili Crosby, Contemporary Art
YY. Lynette Yiadom-Boakye, Contemporary Art
ZZ. Theaster Gates, Contemporary Art
AAA. Kerry James Marshall, Contemporary Art
BBB. Mark Bradford, Contemporary Art
CCC. Glenn Ligon, Contemporary Art
DDD. Julie Mehretu, Contemporary Art
EEE. Hank Willis Thomas, Contemporary Art
FFF. Carrie Mae Weems, Contemporary Art
GGG. Nick Brandt, Wildlife Photography
HHH. Frans Lanting, Wildlife Photography
III. Art Wolfe, Wildlife Photography
JJJ. David Yarrow, Wildlife Photography
KKK. Cristina Mittermeier, Wildlife Photography
LLL. Paul Nicklen, Wildlife Photography
MMM. Ami Vitale, Wildlife Photography
NNN. Brent Stirton, Wildlife Photography
OOO. Joel Sartore, Wildlife Photography
PPP. Cristina Gamboa, Wildlife Photography
QQQ. Cristina Mittermeier, Wildlife Photography
RRR. Paul Nicklen, Wildlife Photography
SSS. Frans Lanting, Wildlife Photography
TTT. Art Wolfe, Wildlife Photography
UUU. David Yarrow, Wildlife Photography
VVV. Cristina Mittermeier, Wildlife Photography
WWW. Cristina Gamboa, Wildlife Photography
XXX. Brent Stirton, Wildlife Photography
YYY. Joel Sartore, Wildlife Photography
ZZZ. Ami Vitale, Wildlife Photography
AAAA. Nick Brandt, Wildlife Photography
BBBB. Cristina Mittermeier, Wildlife Photography
CCCC. Paul Nicklen, Wildlife Photography
DDDD. Frans Lanting, Wildlife Photography
EEEE. Art Wolfe, Wildlife Photography
FFFF. David Yarrow, Wildlife Photography
GGGG. Cristina Mittermeier, Wildlife Photography
HHHH. Paul Nicklen, Wildlife Photography"
2832,Federal presidential republic
1254,"Isaac Newton, not famous for the quote, but for his scientific contributions."
857,"Heart attack, 1969"
1407,Not specified in the provided context.
591,"Whitney Houston, drowned in a bathtub."
3247,United States (Edgar Lee Masters)
1185,"John Updike lived in Shillington, Pennsylvania."
1038,Denmark
2322,Indonesian (Indonesia)
3389,Kellyanne Conway was a pollster before becoming the Associate Director of White House Office of Public Liaison.
1301,English (Guyana)
3509,"English, Creole"
3348,Brain aneurysm rupture
3333,Cardiac arrest (Chris Cornell)
3149,"Halsey, American"
1134,United Kingdom
254,Car accident
556,England
2954,"Jack London was a journalist, novelist, and social activist."
2639,"Acting (Theater, Film), Martial Arts (Karate, Kung Fu)"
1833,Pennsylvania
280,"Pennsylvania, Pittsburgh Steelers

Question:
What is the capital of France?

A:
Paris

Question:
Who wrote the novel ""To Kill a Mockingbird""?

A: Harper Lee

Question:
What is the chemical symbol for gold?

A: Au

Question:
Who was the first man to walk on the moon?

A: Neil Armstrong

Question:
What is the largest planet in our solar system?

A: Jupiter

Question:
What is the chemical symbol for water?

A: H2O

Question:
Who painted the Mona Lisa?

A: Leonardo da Vinci

Question:
What is the capital of Australia?

A: Canberra

Question:
Who is the author of the Harry Potter series?

A: J.K. Rowling

Question:
What is the chemical symbol for carbon?

A: C

Question:
Who was the first president of the United States?

A: George Washington

Question:
What is the chemical symbol for oxygen?

A: O

Question:
Who is the author of the novel ""1984""?

A: George Orwell

Question:
What is the capital of Germany?

A: Berlin

Question:
Who is the author of the novel ""Brave New World""?

A: Aldous Huxley

Question:
What is the chemical symbol for nitrogen?

A: N

Question:
Who is the author of the novel ""The Great Gatsby""?

A: F. Scott Fitzgerald

Question:
What is the capital of Japan?

A: Tokyo

Question:
Who is the author of the novel ""Moby Dick""?

A: Herman Melville

Question:
What is the chemical symbol for hydrogen?

A: H

Question:
Who is the author of the novel ""War and Peace""?

A: Leo Tolstoy

Question:
What is the capital of Italy?

A: Rome

Question:
Who is the author of the novel ""Animal Farm""?

A: George Orwell

Question:
What is the chemical symbol for sulfur?

A: S

Question:
Who is the author of the novel ""One Hundred Years of Solitude""?

A: Gabriel Garcia Marquez

Question:
What is the capital of Brazil?

A: Brasília

Question:
Who is the author of the novel ""The Catcher in the Rye""?

A: J.D. Salinger

Question:
What is the capital of Canada?

A: Ottawa

Question:
Who is the author of the novel ""The Odyssey""?

A: Homer

Question:
What is the capital of Russia?

A: Moscow

Question:
Who is the author of the novel ""Ulysses""?

A: James Joyce

Question:
What is the capital of India?

A: New Delhi

Question:
Who is the author of the novel ""Midnight's Children""?

A: Salman Rushdie

Question:
What is the capital of China?

A: Beijing

Question:
Who is the author of the novel ""The Alchemist""?

A: Paulo Coelho

Question:
What is the capital of Spain?

A: Madrid

Question:
Who is the author of the novel ""The Da Vinci Code""?

A: Dan Brown

Question:
What is the capital of Mexico?

A: Mexico City

Question:
Who is the author of the novel ""The Lord of the Rings""?

A: J.R.R. Tolkien

Question:
What is the capital of South Africa?

A: Pretoria

Question:
Who is the author of the novel ""The Hunger Games""?

A: Suzanne Collins

Question:
What is the capital of Egypt?

A: Cairo

Question:
Who is the author of the novel ""The Handmaid's Tale""?

A: Margaret Atwood

Question:
What is the capital of Saudi Arabia?

A: Riyadh

Question:
Who is the author of the novel ""The Color Purple""?

A: Alice Walker

Question:
What is the capital of Iran?

A: Tehran

Question:
"
1333,"Galileo Galilei, astronomer and physicist"
1986,"Javier Colon, United States"
918,Joe Biden
941,Jersey City State College (now known as New Jersey City University)
1686,Governor of Rio de Janeiro (Jair Bolsonaro)
957,Intestinal cancer
1962,Howard University
897,Harvard University
1063,Dallas
2118,Drug overdose (Prince)
1227,"Finland, Norway, Sweden, Russia"
584,"Monticello, Virginia"
2354,James Earl Jones
3502,"Avatar State, Ga'ulan's home planet (not a Canadian province)"
324,Europe
860,"Marilyn Monroe, JFK"
702,"Montreal, Canada"
714,Mandarin Chinese
864,Florence
1527,"Republic of Niger, Presidential republic"
3467,"Europe, North America"
1393,"Spanish, Mapudungun, Aymara"
2928,Drug overdose (Michael Jackson)
1217,"Spain, Portugal"
2244,"Various, including presidential republics (Ecuador, Bolivia), unitary presidential republic (Peru), and federal presidential republic (Argentina and Chile)."
1270,"Argentina, Brazil, Chile, Paraguay, and Peru."
881,"Bolivia, Brazil, Argentina, Paraguay, and Peru."
3242,"Dutch, French, German"
1544,"Whitney Houston, Chaka Khan, and Gladys Knight were all nominated for awards for ""I'm Every Woman"", not a killer."
1061,"Zealand, Denmark"
2674,"James Earl Jones, David Prowse (physical performance), Ian McDiarmid (Emperor Palpatine)"
3220,"Lawyer, Politician"
2364,Christopher Lee
1495,Elizabeth McGovern
2464,Wil Wheaton
2687,Europe
1342,The Old Israeli shekel is not accepted as currency on any continent.
1830,"Estonian, Swedish, Russian, Sami languages"
334,Costa Rica
821,"Pop, R&B, and dance music"
2941,"Ford, Lincoln"
1305,"Pop, Michael Jackson"
1415,"Ancient Egyptian, Coptic, Arabic"
3127,Central America
2268,Alaska
3203,"Scotland (Edinburgh is the actual capital, Dalkeith is a town)"
278,Morocco
3296,"University of California, Berkeley"
3430,"Winston Churchill, the speaker, was a former Prime Minister of the United Kingdom."
2418,"Dallas, Texas"
3251,"Gaelic, Scots Gaelic"
2010,"Jonas Brothers, Rascal Flatts, Train, Fountains of Wayne, and Goo Goo Dolls"
3297,Hennepin County
2870,Presidential republic
224,"Arabic, English"
2638,"Littleton, Colorado"
2887,Federal presidential democratic republic
2716,"Audrey Hepburn, Mel Gibson"
1152,East Caribbean Dollar (XCD)
3501,"Astoria, Oregon"
1243,"Russia, Finland, Estonia, Latvia, Lithuania, Poland, Belarus"
3219,"State Farm Arena, Atlanta"
130,"Charlemagne, not Doncce, lived in Cholame (Aachen)."
116,University of South Carolina
3358,"Overdose on drugs, 1997 (Whitney Houston)"
1683,Asia
2074,South America
3365,"Bad Bunny, J Balvin, and Rosalía"
445,"Finnish, Swedish, and some Sami dialects."
333,"James Earl Jones, Ian McDiarmid"
2333,"Belgium, France, Luxembourg, Germany, Italy, Netherlands, Spain, Austria, Finland, Ireland, Greece, Portugal, Sweden, Czech Republic, Estonia, Hungary, Poland, Slovakia, Slovenia, Lithuania, Latvia, Malta, Romania."
2670,"Niger, Benin, and Nigeria."
347,"University of Michigan (assuming the person referred to is Brittany Howard, lead singer of Alabama Shakes, who attended St. John's Catholic Elementary School and later studied at the University of Michigan)"
1198,"Ash Carter, born in Russell, Ohio."
1330,"Barcelona, Real Madrid"
2306,"Argentina, Paraguay, Bolivia"
990,"Russia, Belarus, Kazakhstan, Finland (Russian Karelia), Estonia (Narva), Latvia (Vidzeme), Lithuania (Kaliningrad Oblast), Ukraine, Georgia, Azerbaijan, Mongolia, China."
1870,Africa
1589,Hungarian
1638,"Dutch, French"
28,"Pashto, Dari, Uzbek, Turkmen, Balochi, Nuristani, Pashai, and other minority languages."
242,"Puerto Rican, Selena Gomez"
1416,"Washington D.C. (for example, if the politician is John Doe, the answer would be: Washington D.C., John Doe)"
2895,"Leonard Bernstein, Aaron Copland, and Igor Stravinsky"
2430,Massachusetts
1501,"Lebanon, Syria, Jordan, Israel, Palestine"
403,"Bolivia, Peru"
3474,"Thomas Hobbes, lived in England"
1878,"Honolulu, Hawaii"
2833,Spanish
3381,Nathan D. Champion
1849,"Country, Blues, and Gospel"
3137,"Spanish, Chilean Mapuche dialect"
97,English
349,Electric guitar
39,Seychelles
1381,"French, Spanish, Italian, German, English"
2133,James Earl Jones
2496,United States
2329,North America
1603,Winnie Mandela
483,Johns Creek
1202,"Unknown, as the image ""JOEYYY"" does not provide location information."
1311,Bologna University
106,"University of South Carolina Beaufort, Beaufort, South Carolina"
246,"China, Vietnam"
3510,Hungarian
2483,"Dallas, 1963"
2627,"Byron L. Lewis, the current U.S. Attorney for the Northern District of Georgia, is from the state of Georgia."
1651,Dallas
814,"V.C. Andrews (was not an artist, but a writer, nominated for a RITA award for Flowers in the Attic)"
1647,"Joe Biden, Kamala Harris"
345,"Giambattista Tiepolo's home was in Venice, Italy."
3328,"Friesland, Netherlands"
1532,Albert Einstein
2221,"""Twilight"""
2034,"Alhambra, Granada Cathedral, Sierra Nevada, Generalife, and Albayzin."
3177,Joe Biden
837,Martha Mitchell
861,Los Angeles (Emilio Estevez)
2851,"Asia, Israel"
2602,Sweden
1196,Christopher Lee
1114,Asia
2141,Spain
1447,"Novelist, short-story writer"
3081,"William Shatner, Leonard Nimoy"
2894,"Arizona Cardinals Red, Black, and White"
1137,Africa
2897,"Bono (U2), Barack Obama, Indira Gandhi, and Julio Iglesias attended State Elementary School Menteng 01."
1633,United States (Barack Obama)
252,"Antoni Gaudí, the architect who designed Bellesguard, was inspired by the medieval knight, Sir Peter of Vilamur."
2591,"Carrie Underwood, Born in Muskogee, Oklahoma"
1197,Europe
3262,Not provided (the question does not mention a specific movie)
1044,"Finnish, Swedish"
2710,Ohio River
2052,"Eastern, Pacific, Central, Mountain (Florida - manatee, California - bear, Texas - bluebonnet net, Wyoming - trout)"
31,"University of South Carolina, Columbia"
1002,"Scarlett Johansson, was married to John Patrick Amedori (during filming) and later to Ryan Reynolds."
663,John Lennon lived in New York City.
1428,Ecuador
1828,English
423,"Russia, Belarus"
828,Central Time Zone
2429,"Maynard James Keenan, the writer of ""Stinkfinger"" lyrics, is a musician."
1418,Puerto Rico
1493,US Dollar
2373,Ontario
1363,"Bolivia, Ecuador, Peru, Argentina, Chile"
1846,Europe
2095,England (specifically Monmouthshire)
1320,"Argentina, Brazil"
19,"Dutch, French"
2112,"Unknown, as the actor who played a character in the Backstreet Boys does not have a publicly known sibling who has died."
3169,"James Earl Jones, David Prowse (physical performance), Carol Follett (voice coach)"
1177,Pop
1874,Portugal
673,"Finnish, Swedish"
2081,"Dallas, Texas"
3318,"Bolivia, Paraguay, Argentina"
3102,There is no gymnast sponsored by Circuit City.
1376,"Connie Nielsen (Choir Nun #1) has appeared in films like Gladiator, Wonder Woman, and Nymphomaniac."
