,Model
856,"Andy_Warhol, Marcel_Duchamp, Vincent_van_Gogh, Truman_Capote, Norman_Mailer, Gil_Scott-Heron, Jim_Morrison, John_Lennon, Jean-Paul_Sartre, William_Blake, Charles_Baudelaire, Pablo_Picasso-GB, Bertolt_Brecht, Robert_Anton_Wilson, William_S._Burroughs, Jean-Paul_Sartre, Joseph_Campbell, H._P._Lovecraft, J._G._Ballard, H._Jon_Benjamin, Orson_Welles, Robert_Alexander_Schumann, Arnold_Schoenberg, William_Friedkin, J._M._Coetzee, David_Bowie, Michael_Haneke, Miles_Davis, Sting, Raphael, Raphael_Saadiq, Steve_Ditko, William_S._Burroughs, Les_Claypool, Jim_O'Rourke, Chaplin, Arnold_Schoenberg, John_Waters, Morrissey, William_Blake, Marilyn_Manson, Lenny_Kravitz, Harold_Lloyd, Allen_Ginsberg, Lou_Reed, Sting, Sylvia_Plath, Frank_Zappa, Gilles_Deleuze, Allen_Ginsberg, Kurt_Cobain, Roscoe_Arbuckle, Lou_Reed, Ray_Charles, Toni_Morrison, Warren_Beatty, John_Lennon, Ray_Charles, John_Zorn, Peter_Sellers, Roger_Waters, Punk_rock, J._G._Ballard, H._P._Lovecraft, J._M._Coetzee, David_Bowie, Michael_Haneke, Miles_Davis, Sting, Raphael, Raphael_Saadiq, Steve_Ditko, William_S._Burroughs, Les_Claypool, Jim_O'Rourke, Chaplin, Arnold_Schoenberg, John_Waters, Morrissey, William_Blake, Marilyn_Manson, Lenny_Kravitz, Harold_Lloyd, Allen_Ginsberg, Lou_Reed, Sting, Sylvia_Plath, Frank_Zappa, Gilles_Deleuze, Allen_Ginsberg, Kurt_Cobain, Roscoe_Arbuckle, Lou_Reed, Ray_Charles, Toni_Morrison, Warren_Beatty, John_Lennon, Ray_Charles, John_Zorn, Peter_Sellers, Roger_Waters, Punk_rock, J._G._Ballard, H._P._Lovecraft, J._M._Coetzee, David_Bowie, Michael_Haneke, Miles_Davis, Sting, Raphael, Raphael_Saadiq, Steve_Ditko, William_S._Burroughs, Les_Claypool, Jim_O'Rourke, Chaplin, Arnold_Schoenberg, John_Waters, Morrissey, William_Blake, Marilyn_Manson, Lenny_Kravitz, Harold_Lloyd, Allen_Ginsberg, Lou_Reed, Sting, Sylvia_Plath, Frank_Zappa, Gilles_Deleuze, Allen_Ginsberg, Kurt_Cobain, Roscoe_Arbuckle, Lou_Reed, Ray_Charles, Toni_Morrison, Warren_Beatty, John_Lennon, Ray_Charles, John_Zorn, Peter_Sellers, Roger_Waters, Punk_rock, J._G._Ballard, H._P._Lovecraft, J._M._Coetzee, David_Bowie, Michael_Haneke, Miles_Davis, Sting, Raphael, Raphael_Saadiq, Steve_Ditko, William_S._Burroughs, Les_Claypool, Jim_O'Rourke, Chaplin, Arnold_Schoenberg, John_Waters, Morrissey, William_Blake, Marilyn_Manson, Lenny_Kravitz, Harold_Lloyd, Allen_Ginsberg, Lou_Reed, Sting, Sylvia_Plath, Frank_Zappa, Gilles_Deleuze, Allen_Ginsberg, Kurt_Cobain, Roscoe_Ar"
3152,"New York, California, England"
961,Duluth
1291,"Nigeria, Benin, Niger, Chad"
1856,"Saudi_Arabia, Jordan, United_Arab_Emirates, Yemen-US, Oman, Iraq, Palestine_National_Authority, Lebanon, Sudan, Somalia, Mauritania, Djibouti, Comoros, Algeria, Libya, Syria, Tunisia, Egypt, Libya, South_Sudan, Eritrea, Kuwait, Bahrain, Qatar, Iran, Morocco, Palestinian_National_Authority, Syria, Iraq, Yemen-US, Oman, Saudi_Arabia, Jordan, Lebanon, Iraq, Syria, Sudan, Somalia, Mauritania, Algeria, Libya, Tunisia, Egypt, Libya, South_Sudan, Eritrea, Kuwait, Bahrain, Qatar, Iran, Morocco, Syria, Iraq, Yemen-US, Oman, Saudi_Arabia, Jordan, Lebanon, Iraq, Syria, Sudan, Somalia, Mauritania, Algeria, Libya, Tunisia, Egypt, Libya, South_Sudan, Eritrea, Kuwait, Bahrain, Qatar, Iran, Morocco"
1949,Abraham_Lincoln
1166,Duke_University
2311,Eastern Illinois University
1535,Russia
726,"Brazil, Chile, and Paraguay"
1219,"Walt_Whitman, Ezra_Pound, Ralph_Waldo_Emerson, Walt_Scott, Henry_David_Thoreau, and John_Keats"
1625,"Belarus, Kazakhstan, Norway, Finland, China, Mongolia, North Korea, Georgia, Azerbaijan, Latvia, Lithuania, Poland, Ukraine, Belarus, Moldova"
1064,"Germany, Austria, Switzerland, Liechtenstein, Luxembourg"
3324,"Simpson College did not have more than 42 undergraduates, so George Washington Carver did not attend there."
1150,"Lafayette_College, Yale_University"
1684,"De Smet, SD"
2153,California
664,"Qatar, Comoros, Djibouti, South_Africa, Canada"
1680,"Canada_men's_national_soccer_team, Montreal_Canadiens, Hamilton_Bulldogs, Edmonton_Eskimos"
1736,Abraham_Lincoln
1286,Abraham_Lincoln
1429,"""Hunt for the Wilderpeople, The Dressmaker"""
1231,"The Hunger Games (2012), Independence Day: Resurgence (2016)"
873,"Germany, France, Netherlands, Switzerland, Luxembourg, Belgium, Austria, Finland, Sweden, Denmark-GB, Italy, Spain, Greece, Hungary, Norway, Switzerland, San_Marino, Czech_Republic, Poland, Romania, Croatia, Slovakia, Austria, Portugal, Sweden, United_Kingdom, Germany, Malta, Romania, United_Kingdom, Germany, Canada, Germany, Germany, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of_America, United_States_of"
1700,"Tuskegee Institute, Simpson College"
1228,"Bulgaria, Belgium, Norway, Poland, Russia, Germany, Canada, France, Hungary, Austria-Hungary, Denmark-GB, Croatia"
3284,"Seattle, Washington_D.C."
680,Chelsea FC
3307,Brazil
1348,"Malibu, Los_Angeles"
2321,"Nigeria, Chad, Niger, Mali"
1720,Abraham_Lincoln
3014,New_England_Patriots
2960,Egypt
697,"University_of_Southern_California, Northwestern_University"
842,"Walt_Whitman, Abraham_Lincoln"
3294,Sam_Shepard /people/person/places_lived./people/place_lived/location Oakland
655,Cruzeiro_Esporte_Clube
878,Sporting CP
1261,Ukraine
1747,"Walt_Whitman, Jack_Kerouac, Bob_Dylan, Allen_Ginsberg, Oscar_Wilde, Ralph_Waldo_Emerson, Herman_Melville, George_Gordon_Byron, William_Blake, Edgar_Allan_Poe, Jorge_Luis_Borges, Ezra_Pound, T._S._Eliot, Walter_Scott, Henry_David_Thoreau, John_Keats, Nathaniel_Hawthorne, G._K._Chesterton, Thomas_Pynchon, Ayn_Rand, Victor_Hugo, Thomas_Jefferson, Murray_Rothbard, John_Locke, William_Goldman, Michael_Chabon, Douglas_Coupland, Paul_Auster, William_Faulkner, William_Henry_Harrison, James_Madison, Abraham_Lincoln, John_Rawls, John_Steinbeck, Theodore_Roosevelt, William_Henry_Harrison, Ulysses_S._Grant, James_K._Polk, James_A._Garfield, Warren_G._Harding, Franklin_D._Roosevelt, Ronald_Reagan, William_McKinley, Edmund_Husserl, H._G._Wells, Anton_Chekhov, August_Strindberg, Herman_Melville, Nathaniel_Hawthorne, Herman_Melville, Nathaniel_Hawthorne, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Melville, Herman_Mel"
2377,Chelsea_F.C.
669,New York
1855,"Poland, Ukraine, Hungary, Austria, Czech Republic"
3325,"""Extraction, Midnight Sun"""
2568,"Rihanna does not have a movie released before June 3, 2013, in the given context."
1521,"Liechtenstein, Andorra, Belarus"
1443,"Littleton City Hall, Denver County Building"
1918,"Hannah_Montana:_The_Movie, Bolt, The_Last_Song"
1380,"Algeria, Iraq, Jordan, Kuwait, Lebanon, Libya, Mauritania, Morocco, Oman, Palestine, Qatar, Saudi Arabia, Sudan, Syria, Tunisia, United Arab Emirates, Yemen"
1926,"Andy_Warhol, Marcel_Duchamp, Truman_Capote, Vincent_van_Gogh, Charles_Laughton, Ernest_Hemingway, Gilles_Deleuze, Alan_Hale,_Sr., L._Frank_Baum, Charlie_Chaplin, Sigmund_Freud, Fritz_Leiber, Cole_Porter, Fritz_Lang, D._W._Griffith, Clive_Barker, Felix_Mendelssohn-Bartholdy, Gertrude_Stein, Adrian_Adolph_Greenberg, Herman_Melville, William_Blake, Maurice_Sendak, Colin_Wilson, Owen_Wilson, Theodor_W._Adorno, Charles_Baudelaire, Ayn_Rand, Harold_Pinter, Jim_Morrison, Maurice_Ravel, Maurice_Chevalier, Maurice_Béjart, Jean_Cocteau, Maurice_Utrillo, Jean_Paul_Sartre, Jean-Jacques_Rousseau, Voltaire, Rainer_Werner_Fassbinder, Fritz_Winter, Kurt_Cobain, Serge_Gainsbourg, Gil_Scott-Heron, John_Legend, Michael_Haneke, Sylvia_Plath, Kurt_Weill, Kurt_Jooss, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schwitters, Kurt_Schw"
1624,"The Last Song, Big Fish, Bolt"
3326,Colorado
1840,"Hannah_Montana:_The_Movie, 70100446"
2561,Church of England
1328,"Qatar, Bahrain, United Arab Emirates, Saudi_Arabia, Yemen-US, Oman, Syria, Lebanon, Jordan, Palestine, Iraq, Libya, Tunisia, Algeria, Sudan, Somalia, Mauritania, Comoros, Eritrea, Egypt, Libya, Morocco, Syria, Oman, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan, Lebanon, Syria, Oman, Tunisia, Algeria, Iraq, Libya, Morocco, Egypt, Saudi_Arabia, Yemen-US, Kuwait, Saudi_Arabia, United_Arab_Emirates, Libya, Jordan"
1604,"Temple University, which Jerry Spinelli attended, was founded in 1884, so it is not an organization that was founded before 1884."
1413,Cruzeiro_Esporte_Clube
2106,"Malibu, Minneapolis, New York City, Virginia"
2969,"Djibouti, Comoros, Mauritania, Somalia"
1587,University_of_Hamburg
1767,"Bhutan, Nepal, Sikkim (part of India)"
1211,"Pretty Little Liars (2010), A Cinderella Story: Once Upon a Song (2011), Scream 4 (2011), Truth or Dare (2018)"
3304,"Nigeria, Chad, Cameroon, Benin, Niger, Mali, Guinea, Côte d'Ivoire, Burkina Faso, and Equatorial Guinea"
1609,"Oregon, California"
1664,"Malibu, Syracuse, Duluth, Minneapolis"
2995,"Portugal, Estonia, Latvia, Lithuania, Slovakia, Slovenia, Czech Republic, Hungary, Poland, Cyprus, Malta, Bulgaria, Romania, Croatia, Greece, Sweden, Finland, Denmark, Norway, Iceland, Ireland, United Kingdom, Belgium, Luxembourg, France, Germany, Italy, Spain, Austria, Netherlands have ISO codes greater than 056. Therefore, no EU country has an ISO less than 056."
1279,Central_Time_Zone
1484,California (Cliff Robertson)
2108,Dublin
1188,"Redboxx, Lil Jon, and The East Side Boyz"
2084,Canada
303,"Chile, Presidential_system"
1974,Elisabeth Moss plays Claire on the television show with the theme song 'Lonely Girl'.
2624,Leone (currency of San Marino) has an official Ceiba pentandra symbol.
3133,Lois Smith
107,Scots_Language
803,Mexican-American
3353,"The actor who played Periwinkle has been in films such as ""The NeverEnding Story"" and ""Labyrinth""."
2300,Judy Garland
2379,Farmer
3112,Pneumonia
363,Egypt
1283,Africa
1417,Cumulus_Media (headquarters)
172,Massachusetts
2857,English
1267,"Pashto, Dari, and Persian"
1168,Americas
949,"Alice in Wonderland, Through the Looking-Glass"
400,Yemen-US
2782,"Mary Ingalls' home was Walnut Grove, Minnesota."
2780,Barcelona FC
2357,Christopher Lee
1394,Central_Time_Zone
3319,Coteau Guidry's spouse is Tina Guidry.
1775,Harmonica
1034,London
437,"Belarus, Latvia, Norway, Ukraine, Azerbaijan, Poland, Finland, China, Mongolia"
267,Real Oviedo
493,"Katy Perry, the artist who had the concert tour named Last Girl on Earth, played in the movies ""The Smurfs"" and ""The Smurfs 2""."
1792,Germany
2920,New York
282,"English_Language, Afrikaans_Language"
2076,Spanish_Language
575,"Polish_Language, Finnish_Language, Hebrew_Language"
2150,Patrick Stewart
2763,Paris
1326,Essex
2580,Unknown (the author's cause of death is not specified in the context)
976,"Copenhagen, Denmark"
693,Central_Time_Zone
2927,"Rabat, Casablanca, Marrakesh, Algiers (Algeria), Tunis (Tunisia)"
2492,Alaska
90,Central_Time_Zone
