,Model
3304,"Mali, Guinea, and Senegal"
1609,"New York, Los Angeles"
1664,"Garfield, AR"
2995,"Portugal, Estonia, Latvia, Lithuania, Slovakia, Slovenia, Czech Republic, Hungary, Poland, Cyprus, Malta, Bulgaria, Romania, Croatia, Greece, Sweden, Finland, Denmark, Norway, Iceland, Ireland, United Kingdom, Belgium, Luxembourg, France, Germany, Italy, Spain, Austria, Netherlands, Switzerland, Liechtenstein, San Marino, Vatican City, Monaco, Andorra, Albania, North Macedonia, Bosnia and Herzegovina, Serbia, Montenegro, Kosovo, Belarus, Ukraine, Moldova, Russia, Turkey, Azerbaijan, Georgia, Armenia, Kazakhstan, Uzbekistan, Tajikistan, Kyrgyzstan, Turkmenistan, Uzbekistan, Afghanistan, Pakistan, India, Sri Lanka, Bangladesh, Bhutan, Nepal, Maldives, Myanmar, Thailand, Vietnam, Laos, Cambodia, Philippines, Malaysia, Brunei, Indonesia, Singapore, East Timor, Australia, New Zealand, Fiji, Palau, Marshall Islands, Micronesia, Kiribati, Tuvalu, Nauru, Vanuatu, Solomon Islands, Papua New Guinea, Samoa, Tonga, Cook Islands, Niue, French Polynesia, Wallis and Futuna, New Caledonia, Falkland Islands, South Georgia and the South Sandwich Islands, Svalbard and Jan Mayen, Greenland, Faroe Islands, Iceland, Azores, Madeira, Canary Islands, Ceuta, Melilla, Algeria, Morocco, Tunisia, Libya, Egypt, Sudan, South Sudan, Eritrea, Djibouti, Somalia, Ethiopia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Zambia, Angola, Namibia, Botswana, Zimbabwe, Lesotho, Swaziland, Mozambique, Madagascar, Comoros, Seychelles, Mauritius, Reunion, Mayotte, Saint Helena, Ascension Island, Tristan da Cunha, South Africa, Namibia, Botswana, Zimbabwe, Lesotho, Swaziland, Mozambique, Malawi, Zambia, Angola, Democratic Republic of the Congo, Republic of the Congo, Central African Republic, Chad, Sudan, South Sudan, Eritrea, Djibouti, Somalia, Ethiopia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Malawi, Mozambique, Madagascar, Comoros, Seychelles, Mauritius, Reunion, Mayotte, Saint Helena, Ascension Island, Tristan da Cunha, South Africa, Namibia, Botswana, Zimbabwe, Lesotho, Swaziland, Eswatini, Mozambique, Malawi, Zambia, Angola, Democratic Republic of the Congo, Republic of the Congo, Central African Republic, Chad, Sudan, South Sudan, Eritrea, Djibouti, Somalia, Ethiopia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Zambia, Angola, Namibia, Botswana, Zimbabwe, Lesotho, Swaziland, Eswatini, Mozambique, Malawi, Zambia, Angola, Democratic Republic of the Congo, Republic of the Congo, Central African Republic, Chad, Sudan, South Sudan, Eritrea, Djibouti, Somalia, Ethiopia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Malawi, Mozambique, Madagascar, Comoros, Seychelles, Mauritius, Reunion, Mayotte, Saint Helena, Ascension Island, Tristan da Cunha, South Africa, Namibia, Botswana, Zimbabwe, Lesotho, Swaziland, Eswatini, Mozambique, Malawi, Zambia, Angola, Democratic Republic of the Congo, Republic of the Congo, Central African Republic, Chad, Sudan, South Sudan, Eritrea, Djibouti, Somalia, Ethiopia, Kenya, Uganda, Rwanda, Burundi, Tanzania, Malawi, Mozambique, Madagascar, Com"
1279,Central Time Zone
1484,California (Cliff Robertson)
2108,Dublin
1188,"Redboxx, Lil Jon, The Eastside Boyz"
2084,Canada
303,"Chile, a presidential republic"
1974,Elizabeth Moss plays Claire on the television show with the theme song 'Lonely Girl'.
2624,Leone does not have an official Ceiba pentandra symbol for its currency.
3133,Alex Borstein
107,"Scottish Gaelic, Scots, or English"
803,"Mexican, as John Leguizamo portrayed the character Arwin in the movie ""Ice Age: Dawn of the Dinosaurs."""
3353,"Jack Black, Eddie Murphy, Robin Williams, Mike Myers, Adam Sandler, Chris Rock, Jim Carrey, Steve Carell, Will Ferrell, Ben Stiller, Owen Wilson, Vince Vaughn, David Spade, Chris Tucker, Seth Rogen, Jonah Hill, Jason Lee, Danny DeVito, John Cleese, Rowan Atkinson, Bill Murray, Tom Hanks, Dustin Hoffman, Robert De Niro, Al Pacino, Jude Law, Colin Farrell, Ewan McGregor, Liam Neeson, Michael Caine, Sean Connery, Pierce Brosnan, Daniel Craig, Harrison Ford, and Brad Pitt."
2300,Judy Garland
2379,Farmer
3112,"Donna Summer, passed away due to congestive heart failure."
363,"Egypt exports to various countries, including Japan and the United States."
1283,Africa
1417,Not specified in the context.
172,Massachusetts
2857,"English, as it's not specified in the context."
1267,"Pashto, Dari, and Persian"
1168,Americas
949,"Alice in Wonderland, Through the Looking-Glass"
400,"Egypt, as per the context provided."
2782,"Mary Vincent, the publisher of ""The Long Winter (Little House)"", lived in St. Paul, Minnesota."
2780,Barcelona FC
2357,Christopher Lee
1394,Central
3319,Coteau Guidry's spouse is not specified in the context.
1775,Jazz
1034,"U, M, M, M, M, M, S"
437,"Finland, Estonia, Latvia, Belarus, Poland, Ukraine, China"
267,Real Oviedo
493,"Katy Perry, the artist who had the concert tour named Last Girl on Earth, played in the movies ""The Smurfs"" and ""The Smurfs 2""."
1792,"United States, Canada"
2920,New York City
282,"English, Hindi, and Amerindian languages"
2076,Spanish
575,Mandarin
2150,"Denise Crosby, not Patrick Stewart"
2763,Rabat
1326,Robert Dudley
2580,Unknown (the author's cause of death is not specified in the context)
976,"Copenhagen, Denmark"
693,Central Time Zone (CT)
2927,Rabat
2492,United States
90,Central Time Zone
446,Chilean
1717,French
2909,The United States Chief Economist and Economic Policy Adviser is not a senator of any state.
1697,"Modernism, Abstract Expressionism, and the Vietnam War"
1014,"Yves Tanguy, Salvador Dalí, Max Ernst"
2071,"Ancient Greek city-states, not a specific one as Doric Greek was spoken in various city-states with different forms of government."
1616,"United States, Guatemala, Belize"
2935,Democratic Republic
2683,"Red and black, as per the context."
853,"Rock, Pop, and Theatrical"
305,Georgia (Atlanta Falcons)
2110,"Marlon Brando, the actor who played in Normal Love, was influenced by Stella Adler and Lee Strasberg."
1249,Liz McClarnon's residence is not provided in the context.
1433,Phoenix Suns
2659,New York Yankees
2753,Monarchy
2182,"Washington D.C. (for Susan Rice)
New York (for John Bolton)
London (for Boris Johnson)"
3366,Poison
1873,Germany
3301,"Mexico, United States, Guatemala"
1780,Abstract Expressionism
3188,Asia
3128,"Dutch, French"
210,A. Savinio influenced the work of a notable Poster Design major.
2832,Federal Republic
1254,"The person is not famous for the quote itself, but rather for his significant contributions to science and philosophy, including inventing the steam engine and writing ""Gulliver's Travels."" The person is Jonathan Swift."
857,Heart Attack
1407,London
591,"Whitney Houston, the artist who went on the I'm Your Baby Tonight World Tour, died due to drowning, with heart disease and cocaine use as contributing factors."
3247,"Robert Frost, the author of ""Poem to a Horse,"" is from the United States."
1185,"John Updike lived in Shillington, Pennsylvania."
1038,Denmark
2322,Japanese
3389,Kellyanne Conway was a pollster before becoming the Associate Director of White House Office of Public Liaison.
1301,"English, according to the context."
3509,"English, Spanish"
3348,The cause of death for the actor who played Nicole Sims is not specified in the context.
3333,Not provided in the context.
3149,Jack & Jack (American)
1134,United Kingdom
254,Cancer
556,England
2954,"Jack London, the author of ""The Call of the Wild (Super Sound Buys)"", was a journalist, a sailor, and a writer."
2639,"Martial Arts, Singing, Dancing, Acting, Swimming, Self-defense, Karate, Judo, Kickboxing, Boxing, Rapping, Guitar, Piano, Violin, Writing, Directing, Painting, Woodworking, Driving, Archery, Skateboarding, Newspaper Writing, Soccer, Tennis, Swimming, Skiing, Cycling, Fencing, Horseback Riding, Gymnastics, Yoga, Pilates, Calisthenics, Weightlifting, Acrobatics, Trampolining, Climbing, Diving, and Ninjutsu."
1833,Pennsylvania
280,"Pittsburgh, Pennsylvania"
1333,"Galileo Galilei, astronomer and physicist"
1986,"Javier Colon, United States"
918,Joe Biden
941,Jerry Spinelli attended Temple University.
1686,Secretary of Education
957,Heart Attack
1962,Howard University
897,Harvard University
1063,Dallas
2118,Michael Hutchence's cause of death was suicide.
1227,"Finland, Norway, Sweden, Russia"
584,Monticello
2354,James Earl Jones
3502,Quebec
324,Europe
860,Marilyn Monroe
702,Los Angeles
714,Mandarin Chinese
864,Florence
1527,"Tuareg Confederation, Nomadic Tribal System"
3467,"Europe, Asia"
1393,"Spanish, Mapudungun, Aymara"
2928,Drug overdose
1217,"Spain, Morocco"
2244,"Quechua-speaking countries employ various government systems, including presidential republics (Bolivia, Ecuador) and unitary states (Peru)."
1270,"Brazil, Peru, Argentina, Chile, and Paraguay"
881,"Bolivia, Brazil, Argentina, Peru, Chile, and Paraguay"
3242,"Dutch, French, German"
1544,Death cause not specified in the context.
1061,"Zealand, Denmark"
2674,"James Earl Jones, David Prowse (physical performance), Ian McDiarmid (Emperor Palpatine) in different Star Wars films, but Darth Vader was voiced by James Earl Jones in the film where Louise Elsey was a crew member."
3220,"Farmer, musician (Johnny Appleseed)"
2364,Christopher Lee
1495,Peggy Ashcroft
2464,Patrick Stewart
2687,Denmark
1342,Not accepted as currency on any continent
1830,"Estonian, Swedish, Sami"
334,Costa Rica
821,"Pop, Music Videos"
2941,"Ford, Lincoln"
1305,Pop
1415,"Ancient Egyptian, Coptic"
3127,Central America
2268,United States
3203,Scotland
278,Morocco
3296,Sandra Cisneros attended the University of Iowa for her MFA.
3430,U.S. President (Dwight D. Eisenhower)
2418,Washington D.C.
3251,"Gaelic, Scots Gaelic"
2010,"Jonas Brothers, Keith Urban, and Rascal Flatts"
3297,Minnesota
2870,"Chilean President Sebastián Piñera announced on March 11, 2018, that he would seek a second consecutive term, which would extend the current center-right government."
224,Arabic
2638,Downtown Littleton
2887,Federal presidential democratic republic
2716,Audrey Hepburn
1152,Jamaican Dollar
3501,"Portland, Oregon"
1243,"Russia, Kazakhstan"
3219,Not specified in the context.
130,Doncco lived in Cholame.
116,University of South Carolina
3358,"Whitney Houston, the artist nominated for awards for ""I'm Your Baby Tonight"", died due to drowning, with heart disease and cocaine use as contributing factors."
1683,Asia
2074,South America
3365,"Bad Bunny, J Balvin"
445,"Finnish, Swedish"
333,Ian McDiarmid (voiced Darth Vader in the film with character named Senator Bana Breemu)
2333,"Germany, France, Belgium, Luxembourg"
2670,"Niger, Benin"
347,University of Michigan
1198,"Annapolis, Maryland"
1330,"Barcelona, Real Madrid"
2306,Argentina
990,Russia
1870,Africa
1589,Hungarian
1638,"Dutch, French"
28,"Pashto, Dari"
242,Selena was of Mexican-American ethnicity.
1416,New York City
2895,"Leonard Bernstein, the person who once lived at 1342 Lexington Avenue, was influenced by Igor Stravinsky."
2430,Massachusetts
1501,Jordan
403,"Bolivia, Brazil"
3474,"Thomas Hobbes, lived in England"
1878,Chicago
2833,Spanish
3381,Nathan D. Champion
1849,"Country, Gospel"
3137,Spanish
97,English
349,Electric guitar
39,Seychelles
1381,"Cartesian, Universal, Rigelian"
2133,James Earl Jones
2496,Alaska
2329,"Europe, North America"
1603,Winnie Mandela
483,Johns Creek
1202,New York
1311,Bologna University
106,University of South Carolina Beaufort
246,"China, Japan"
3510,Hungarian
2483,Dallas
2627,Georgia
1651,Dallas
814,"V.C. Andrews (was not an artist, but the author nominated for an award for Flowers in the Attic)"
1647,Joe Biden
345,André de Ridder's home places were Brussels and London.
3328,Lancashire
1532,"Film director, Alfred Hitchcock"
2221,"""Portlandia"""
2034,"Marbella, Spain (Alvaro Morata's birthplace), offers sights like the Old Town, Alameda Park, and the Church of the Virgin Mary."
3177,Joe Biden
837,"M, M, M, M, M, M, A, A, B, B, B"
861,Los Angeles (Emilio Estevez)
2851,Asia
2602,Sweden
1196,Christopher Lee
1114,Asia
2141,Spain
1447,Writer
3081,William Shatner
2894,"Arizona Cardinals Red, Black"
1137,Africa
2897,"Suharto, former President of Indonesia, and Bono, lead vocalist of U2, attended State Elementary School Menteng 01."
1633,United States
252,"Antoni Gaudí, inspired by Victorias Ribas."
2591,"Carrie Underwood, Nashville"
1197,Europe
3262,Not provided in the context.
1044,Finnish
2710,Potomac River
2052,Pacific Time Zone
31,"Columbia, South Carolina"
1002,Scarlett Johansson
663,Liverpool
1428,Ecuador
1828,English
423,Russia
828,Central Time Zone
2429,"Adam Yauch (MCA) was the writer of ""Stinkfinger"" lyrics, and he was a musician."
1418,Mexico
1493,US Dollar
2373,Ontario
1363,"Bolivia, Ecuador, Peru, Argentina, Chile"
1846,Europe
2095,"United Kingdom, Wales"
1320,"Argentina, Brazil"
19,"Dutch, French"
2112,The context does not provide information about the cause of death for the sister of the actor who played the character Backstreet Boys.
3169,"James Earl Jones, not Carol Follett."
1177,Pop
1874,Portugal
673,"Finnish, Swedish"
2081,Dallas
3318,"Bolivia, Peru"
3102,"Simone Biles' hometown is Spring, Texas."
1376,"Conventional answers might include roles in ""The Choir"" and potentially other film or television projects, but without specific context, I can't provide exact job titles for the actor who played Choir Nun #1."
2271,Famous for Irish folk music
2099,"Benjamin Franklin was a diplomat and scientist, in addition to being appointed as a politician by the Continental Congress."
1692,Disco Inferno (fire)
1442,"Montgomery Clift, the actor who played Cal Trask, was an actor."
2742,"Chile, Presidential Republic"
3182,Puerto Rican Dollar
2633,"Willie Nelson, the music producer of ""Christmas in the Heart"", lives in Texas."
2653,"Omaha, Nebraska"
863,Ed Sheeran
341,Euro
634,"Malala Yousafzai was born in Mingora, Pakistan."
3238,"Madrid Cathedral, Prado Museum, Royal Palace of Madrid"
3113,Unknown (context does not provide information on the music producer's cause of death)
1556,"Monticello, Virginia"
1827,Pennsylvania
1673,"The Sugarhill Gang recorded ""Rapper's Delight (medley)""."
534,"Miley Cyrus's movies include ""Hannah Montana: The Movie"", ""The Last Song"", and ""Lola Versus""."
1965,"Andy Warhol, influenced by Marcel Duchamp"
2177,"Limp Bizkit's vocalist, Fred Durst, wrote the lyrics for ""Nookie""."
1419,North America
1937,Indie rock
2569,Galileo Galilei
1942,"Frank Ocean, ""Nova"" and ""Moonlight"""
1399,US Dollar
3300,"Mandarin, Hakka, Taiwanese Hokkien"
2362,"Architecture, engineering, and military engineering"
3437,Aristotle
710,Hungarian
1927,New York
3252,"Jay-Z, Kanye West, and Frank Ocean know where the origin of the song #Thatpower is from."
3227,Pop
3245,The actor in Golden Shoes does not play for any specific sports team.
373,Spartan government
3330,"Spain, Portugal"
739,"China, Myanmar, Vietnam, Laos, Cambodia"
1982,England
3226,"Pashto, Dari"
297,"Portland, Oregon"
1169,"China, North Korea, Russia, Mongolia, Vietnam, and Afghanistan"
530,Massachusetts
1392,"Colombia, Peru, Ecuador"
1991,Secretary of the Army
547,English
688,Sacramento County
105,"Mandarin, Hokkien, Hakka, Taiwanese, and several other dialects"
2042,"Pop, R&B, and Dance music"
807,Greece
1287,Hungarian
2303,Presidential republic
705,"Mexico, Guatemala, and Belize"
3396,2008
587,Christopher Lee
713,"Arabic, French"
30,Red
2318,King Kong
1958,"New Zealand, Auckland"
309,Central America
2474,Dutch
3161,United States
2272,Jerusalem
624,"Musician, Composer, Conductor"
946,United States
905,"Val Kilmer, Emilio Estevez, and Haley Joel Osment (in Young Guns, Young Guns II, and Billy the Kid, respectively) are actors who have portrayed the character Billy the Kid in movies."
3331,German
2777,"Scottish Gaelic, Old Norse"
533,"Greek, English"
1940,"Algiers, the capital city of Algeria, speaks Berber."
3432,New York
777,"Lhasa, Tibet"
176,Spanish
3279,"Paris, according to the context."
444,Israel
2048,Chinese
247,"English, Hindi, Urdu, and several indigenous languages"
3438,Federal presidential representative democratic republic
2312,Rachel Weisz
2218,By ingesting cyanide.
96,English
1437,English
1836,British Pounds
2337,Africa
231,Death cause of Cambrian Park resident is not specified in the context.
1711,Romanticism
3290,Scotland
2277,Madagascar
1051,"Duke, North Carolina, Louisville (depending on the specific player)"
2981,"Lee ""Scratch"" Perry"
2788,"Depeche Mode, James Murphy, Justin Timberlake, Anna Calvi, Brigitte Nadal, Sam Stewart, Luke Steele, Jon Hopkins, Andrew Watt, Atticus Ross, Warpaint, Jessie Ware, Laura Dockrill, Peter Kelleher, Brian Lee, Thomas Pentz, James Ford, James McIntyre, Dave Sitek, James Rushent, Max Martin, Tim Bergling, Camille Purcell, Daniel Tashian, Haim, Lindsey Buckingham, Adam Anders, Niklas Flyckt, John Greenwood, John Deacon, Roger Taylor, Brian May, Joe Perry, Robert John ""Mutt"" Lange, Mark Stoermer, Troy Van Leeuwen, Lindsey Buckingham, Adam Lambert, Ben Rice, Paul Reed Smith, Justin Meldal-Johnsen, Tim Pierce, John Deacon, Roger Taylor, Brian May, Joe Perry, Taylor Hawkins, Nate Wood, Pino Palladino, Rami Jaffee, Kristoffer ""Kris"" Kristofferson, Dangermouse, James Guthrie, Mark ""Spike"" Stent, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Hawkins, Adam Haw"
1738,"Peru, Bolivia"
2880,"Unknown, the context does not provide information about the cause of death."
67,Bologna
2599,Ontario
2056,Star Trek: The Next Generation
2407,Ancient Egyptian
348,Morocco
260,Massachusetts
1106,Chilean government
1151,Voltaire
2090,Turkish
2798,Gustav Stresemann died in Berlin.
2560,"Nucingen House takes place in England, and England operates under a constitutional monarchy."
48,"Chester Bennington, the artist, committed suicide during the Live & more Encore Tour."
748,"Arthur Miller, the author who published ""Death of a Salesman"", was influenced by Eugene O'Neill."
1590,Mandarin
3354,"United Kingdom, Canada, India, Ireland"
910,English
2072,"Maupassant, the author who said ""Traveling makes a man wiser, but less happy,"" died in Paris."
2534,Mandarin Chinese
3427,The context does not provide information about when the Comptroller General went to college.
1691,Greenland
2100,"Synth-pop, Electro-pop, Indie-pop"
3393,"Argentina, Bolivia, Brazil, Paraguay, Uruguay, Chile"
719,"China, Mongolia, Russia, North Korea"
3493,City-states with oligarchies or democracies
1880,Monticello
1975,Central America
685,Mandarin
999,Mandarin
2286,US Dollar
3193,Indonesia
1479,Philadelphia
320,"Marilyn Monroe (attended Los Banos High School), cause of death unknown."
457,Americas
2062,Antigua and Barbuda Dollar (XAD)
2036,Minnesota
428,Arabic
461,James Earl Jones
3278,Americas
376,"Trucks, Models, and Vehicles"
2044,Cancer
372,Florida
1336,"Ed Sheeran plays an acoustic guitar in ""Hollywood Affair""."
3479,Costa Rican Colón
3291,"Rocky Balboa's second opponent was Apollo Creed, not Boxing Opponent's Second. No character by that name is mentioned in the context."
